   emu(eV)      n(10^20/cm3)               DOS            intDOS            DOSvk2         |vk|(m/s)             sigma                ke      L(1E-8V2K-2)           S(uV/K)                PF  EFF(10^-20 W^5/3 m s^-1/3 K^-2)
  -1.33000    -748.98629         7.7507180         20.128921        0.22442239E+12     170161.82        0.23189804E+21    0.49042316E+16     2.6435279        -31.431142         22.909595        0.23942392    
  -1.32000    -734.07769         7.6580267         20.205975        0.22815587E+12     172606.59        0.23575588E+21    0.49537012E+16     2.6264993        -32.212274         24.462752        0.25771447    
  -1.31000    -719.36055         7.5527114         20.282039        0.23209268E+12     175298.93        0.23982383E+21    0.50002602E+16     2.6062153        -32.936227         26.015970        0.27661954    
  -1.30000    -704.85970         7.4344377         20.356986        0.23623773E+12     178258.63        0.24410696E+21    0.50436306E+16     2.5826950        -33.586185         27.536042        0.29587903    
  -1.29000    -690.60019         7.3032892         20.430685        0.24059275E+12     181502.25        0.24860704E+21    0.50836387E+16     2.5560613        -34.144570         28.983894        0.31515375    
  -1.28000    -676.60650         7.1597789         20.503010        0.24515545E+12     185042.28        0.25332173E+21    0.51202378E+16     2.5265489        -34.593809         30.315812        0.33402648    
  -1.27000    -662.90172         7.0048404         20.573842        0.24991891E+12     188886.29        0.25824387E+21    0.51535232E+16     2.4945041        -34.917196         31.485365        0.35200972    
  -1.26000    -649.50674         6.8398005         20.643073        0.25487107E+12     193036.11        0.26336098E+21    0.51837353E+16     2.4603755        -35.099788         32.445945        0.36856115    
  -1.25000    -636.43953         6.6663311         20.710610        0.25999442E+12     197487.03        0.26865499E+21    0.52112511E+16     2.4246949        -35.129240         33.153733        0.38310628    
  -1.24000    -623.71455         6.4863835         20.776378        0.26526610E+12     202227.20        0.27410228E+21    0.52365636E+16     2.3880518        -34.996491         33.570797        0.39506752    
  -1.23000    -611.34228         6.3021094         20.840323        0.27065816E+12     207237.14        0.27967395E+21    0.52602517E+16     2.3510643        -34.696249         33.667981        0.40389753    
  -1.22000    -599.32892         6.1157713         20.902414        0.27613818E+12     212489.57        0.28533652E+21    0.52829430E+16     2.3143476        -34.227219         33.427245        0.40911417    
  -1.21000    -587.67624         5.9296517         20.962640        0.28167012E+12     217949.46        0.29105272E+21    0.53052743E+16     2.2784851        -33.592085         32.843209        0.41033404    
  -1.20000    -576.38166         5.7459657         21.021015        0.28721530E+12     223574.50        0.29678262E+21    0.53278522E+16     2.2440045        -32.797248         31.923704        0.40730150    
  -1.19000    -565.43845         5.5667839         21.077574        0.29273363E+12     229315.88        0.30248477E+21    0.53512181E+16     2.2113585        -31.852380         30.689321        0.39991019    
  -1.18000    -554.83604         5.3939713         21.132372        0.29818473E+12     235119.36        0.30811745E+21    0.53758191E+16     2.1809131        -30.769837         29.172032        0.38821504    
  -1.17000    -544.56050         5.2291442         21.185480        0.30352911E+12     240926.66        0.31363985E+21    0.54019870E+16     2.1529419        -29.564001         27.413068        0.37243343    
  -1.16000    -534.59505         5.0736465         21.236986        0.30872921E+12     246677.06        0.31901317E+21    0.54299245E+16     2.1276255        -28.250591         25.460311        0.35293521    
  -1.15000    -524.92055         4.9285440         21.286988        0.31375038E+12     252309.04        0.32420160E+21    0.54597006E+16     2.1050562        -26.846003         23.365464        0.33022257    
  -1.14000    -515.51608         4.7946328         21.335594        0.31856152E+12     257762.05        0.32917300E+21    0.54912509E+16     2.0852450        -25.366695         21.181269        0.30490169    
  -1.13000    -506.35942         4.6724605         21.382919        0.32313567E+12     262978.13        0.33389952E+21    0.55243859E+16     2.0681319        -23.828661         18.958984        0.27764896    
  -1.12000    -497.42751         4.5623530         21.429083        0.32745029E+12     267903.41        0.33835786E+21    0.55588019E+16     2.0535957        -22.246982         16.746285        0.24917472    
  -1.11000    -488.69684         4.4644443         21.474207        0.33148738E+12     272489.51        0.34252943E+21    0.55940966E+16     2.0414657        -20.635479         14.585690        0.22018791    
  -1.10000    -480.14381         4.3787072         21.518413        0.33523337E+12     276694.59        0.34640020E+21    0.56297858E+16     2.0315324        -19.006443         12.513530        0.19136418    
  -1.09000    -471.74502         4.3049794         21.561821        0.33867890E+12     280484.28        0.34996050E+21    0.56653214E+16     2.0235574        -17.370458         10.559456        0.16331984    
  -1.08000    -463.47748         4.2429860         21.604551        0.34181839E+12     283832.36        0.35320457E+21    0.57001104E+16     2.0172836        -15.736286         8.7464293        0.13659280    
  -1.07000    -455.31882         4.1923572         21.646719        0.34464956E+12     286721.15        0.35613005E+21    0.57335334E+16     2.0124437        -14.110825         7.0910971        0.11163131    
  -1.06000    -447.24748         4.1526399         21.688435        0.34717286E+12     289141.71        0.35873740E+21    0.57649621E+16     2.0087681        -12.499120         5.6044824        0.88790007E-01
  -1.05000    -439.24285         4.1233062         21.729806        0.34939083E+12     291093.80        0.36102926E+21    0.57937766E+16     2.0059928        -10.904422         4.2928700        0.68332730E-01
  -1.04000    -431.28541         4.1037585         21.770934        0.35130751E+12     292585.51        0.36300978E+21    0.58193804E+16     2.0038649        -9.3282977         3.1588072        0.50440574E-01
  -1.03000    -423.35685         4.0933330         21.811912        0.35292780E+12     293632.68        0.36468404E+21    0.58412140E+16     2.0021489        -7.7707589         2.2021334        0.35223864E-01
  -1.02000    -415.44022         4.0913038         21.852828        0.35425690E+12     294258.01        0.36605742E+21    0.58587667E+16     2.0006311        -6.2304340         1.4209729        0.22736455E-01
  -1.01000    -407.52003         4.0968877         21.893763        0.35529983E+12     294489.95        0.36713509E+21    0.58715864E+16     1.9991233        -4.7047510        0.81264185        0.12990960E-01
  -1.00000    -399.58233         4.1092518         21.934789        0.35606100E+12     294361.38        0.36792161E+21    0.58792868E+16     1.9974658        -3.1901401        0.37443361        0.59737138E-02
  -0.99000    -391.61485         4.1275236         21.975968        0.35654382E+12     293908.18        0.36842052E+21    0.58815529E+16     1.9955298        -1.6822459        0.10426121        0.16584707E-02
  -0.98000    -383.60702         4.1508032         22.017356        0.35675053E+12     293167.78        0.36863411E+21    0.58781440E+16     1.9932176       -0.17614454        0.11437573E-02    0.18125523E-04
  -0.97000    -375.55005         4.1781778         22.058998        0.35668200E+12     292177.75        0.36856330E+21    0.58688943E+16     1.9904635         1.3334390        0.65532750E-01    0.10339794E-02
  -0.96000    -367.43688         4.2087356         22.100930        0.35633773E+12     290974.60        0.36820756E+21    0.58537108E+16     1.9872320         2.8519238        0.29948050        0.47023204E-02
  -0.95000    -359.26223         4.2415791         22.143180        0.35571587E+12     289592.85        0.36756499E+21    0.58325695E+16     1.9835164         4.3846821        0.70665976        0.11038331E-01
  -0.94000    -351.02254         4.2758351         22.185766        0.35481340E+12     288064.36        0.36663246E+21    0.58055097E+16     1.9793357         5.9368722         1.2922493        0.20077537E-01
  -0.93000    -342.71588         4.3106602         22.228699        0.35362631E+12     286418.06        0.36540583E+21    0.57726263E+16     1.9747312         7.5133017         2.0627050        0.31875183E-01
  -0.92000    -334.34195         4.3452413         22.271979        0.35214990E+12     284679.92        0.36388023E+21    0.57340624E+16     1.9697630         9.1183204         3.0254373        0.46504001E-01
  -0.91000    -325.90198         4.3787908         22.315600        0.35037902E+12     282873.30        0.36205037E+21    0.56900015E+16     1.9645062         10.755745         4.1884174        0.64050903E-01
  -0.90000    -317.39872         4.4105378         22.359549        0.34830847E+12     281019.36        0.35991084E+21    0.56406598E+16     1.9590476         12.428804         5.5597293        0.84613053E-01
  -0.89000    -308.83639         4.4397167         22.403802        0.34593323E+12     279137.71        0.35745648E+21    0.55862793E+16     1.9534823         14.140111         7.1470828        0.10829375    
  -0.88000    -300.22072         4.4655552         22.448332        0.34324882E+12     277246.96        0.35468265E+21    0.55271219E+16     1.9479110         15.891637         8.9573015        0.13519843    
  -0.87000    -291.55891         4.4872658         22.493100        0.34025159E+12     275365.28        0.35158559E+21    0.54634635E+16     1.9424372         17.684705         10.995797        0.16543102    
  -0.86000    -282.85975         4.5040419         22.538061        0.33693906E+12     273510.79        0.34816271E+21    0.53955878E+16     1.9371646         19.519993         13.266048        0.19909089    
  -0.85000    -274.13356         4.5150611         22.583161        0.33331014E+12     271701.76        0.34441291E+21    0.53237816E+16     1.9321944         21.397540         15.769107        0.23627047    
  -0.84000    -265.39228         4.5194981         22.628340        0.32936544E+12     269956.58        0.34033681E+21    0.52483286E+16     1.9276230         23.316773         18.503157        0.27705358    
  -0.83000    -256.64944         4.5165465         22.673527        0.32510750E+12     268293.56        0.33593704E+21    0.51695047E+16     1.9235393         25.276553         21.463156        0.32151459    
  -0.82000    -247.92008         4.5054485         22.718644        0.32054094E+12     266730.53        0.33121835E+21    0.50875730E+16     1.9200223         27.275227         24.640592        0.36971795    
  -0.81000    -239.22062         4.4855320         22.763606        0.31567257E+12     265284.24        0.32618782E+21    0.50027805E+16     1.9171395         29.310701         28.023356        0.42171812    
  -0.80000    -230.56868         4.4562498         22.808323        0.31051152E+12     263969.71        0.32085485E+21    0.49153542E+16     1.9149446         31.380525         31.595776        0.47755943    
  -0.79000    -221.98278         4.4172191         22.852699        0.30506916E+12     262799.59        0.31523120E+21    0.48254990E+16     1.9134761         33.481989         35.338791        0.53727565    
  -0.78000    -213.48200         4.3682547         22.896634        0.29935907E+12     261783.48        0.30933091E+21    0.47333962E+16     1.9127559         35.612225         39.230291        0.60088909    
  -0.77000    -205.08555         4.3093941         22.940031        0.29339691E+12     260927.38        0.30317014E+21    0.46392018E+16     1.9127881         37.768331         43.245609        0.66840952    
  -0.76000    -196.81236         4.2409089         22.982790        0.28720020E+12     260233.32        0.29676702E+21    0.45430473E+16     1.9135580         39.947501         47.358164        0.73983292    
  -0.75000    -188.68060         4.1633022         23.024818        0.28078808E+12     259699.05        0.29014131E+21    0.44450402E+16     1.9150325         42.147166         51.540226        0.81514046    
  -0.74000    -180.70726         4.0772915         23.066028        0.27418098E+12     259318.07        0.28331412E+21    0.43452672E+16     1.9171596         44.365144         55.763756        0.89429802    
  -0.73000    -172.90775         3.9837774         23.106339        0.26740026E+12     259079.69        0.27630753E+21    0.42437978E+16     1.9198707         46.599780         60.001270        0.97725633    
  -0.72000    -165.29560         3.8838029         23.145682        0.26046779E+12     258969.38        0.26914414E+21    0.41406902E+16     1.9230821         48.850070         64.226654         1.0639518    
  -0.71000    -157.88222         3.7785051         23.183998        0.25340563E+12     258969.21        0.26184673E+21    0.40359970E+16     1.9266982         51.115762         68.415866         1.1543077    
  -0.70000    -150.67677         3.6690656         23.221238        0.24623559E+12     259058.40        0.25443785E+21    0.39297714E+16     1.9306146         53.397425         72.547484         1.2482363    
  -0.69000    -143.68613         3.5566628         23.257369        0.23897896E+12     259214.02        0.24693950E+21    0.38220735E+16     1.9347216         55.696489         76.603075         1.3456409    
  -0.68000    -136.91491         3.4424285         23.292366        0.23165622E+12     259411.67        0.23937283E+21    0.37129747E+16     1.9389077         58.015252         80.567376         1.4464187    
  -0.67000    -130.36563         3.3274129         23.326215        0.22428683E+12     259626.21        0.23175796E+21    0.36025617E+16     1.9430626         60.356871         84.428309         1.5504641    
  -0.66000    -124.03888         3.2125582         23.358914        0.21688910E+12     259832.43        0.22411381E+21    0.34909396E+16     1.9470797         62.725332         88.176844         1.6576721    
  -0.65000    -117.93352         3.0986812         23.390469        0.20948010E+12     260005.74        0.21645801E+21    0.33782332E+16     1.9508594         65.125405         91.806734         1.7679421    
  -0.64000    -112.04699         2.9864643         23.420894        0.20207563E+12     260122.74        0.20880690E+21    0.32645881E+16     1.9543105         67.562585         95.314146         1.8811809    
  -0.63000    -106.37552         2.8764545         23.450206        0.19469023E+12     260161.68        0.20117549E+21    0.31501709E+16     1.9573526         70.043026         98.697207         1.9973061    
  -0.62000    -100.91442         2.7690684         23.478431        0.18733724E+12     260102.91        0.19357756E+21    0.30351673E+16     1.9599168         72.573464         101.95551         2.1162470    
  -0.61000    -95.658306         2.6646016         23.505597        0.18002888E+12     259929.13        0.18602576E+21    0.29197810E+16     1.9619468         75.161140         105.08961         2.2379465    
  -0.60000    -90.601335         2.5632413         23.531734        0.17277641E+12     259625.58        0.17853170E+21    0.28042306E+16     1.9633983         77.813732         108.10053         2.3623610    
  -0.59000    -85.737391         2.4650810         23.556873        0.16559020E+12     259180.14        0.17110612E+21    0.26887465E+16     1.9642390         80.539298         110.98933         2.4894602    
  -0.58000    -81.060258         2.3701351         23.581046        0.15847992E+12     258583.36        0.16375899E+21    0.25735676E+16     1.9644476         83.346230         113.75672         2.6192267    
  -0.57000    -76.563754         2.2783537         23.604286        0.15145461E+12     257828.35        0.15649966E+21    0.24589384E+16     1.9640126         86.243229         116.40280         2.7516556    
  -0.56000    -72.241847         2.1896366         23.626623        0.14452282E+12     256910.70        0.14933696E+21    0.23451057E+16     1.9629313         89.239289         118.92674         2.8867528    
  -0.55000    -68.088737         2.1038451         23.648088        0.13769271E+12     255828.31        0.14227934E+21    0.22323165E+16     1.9612093         92.343684         121.32666         3.0245342    
  -0.54000    -64.098921         2.0208134         23.668710        0.13097213E+12     254581.21        0.13533490E+21    0.21208158E+16     1.9588590         95.565965         123.59938         3.1650234    
  -0.53000    -60.267233         1.9403578         23.688513        0.12436871E+12     253171.40        0.12851150E+21    0.20108445E+16     1.9558993         98.915957         125.74037         3.3082496    
  -0.52000    -56.588877         1.8622849         23.707525        0.11788987E+12     251602.64        0.12181686E+21    0.19026377E+16     1.9523547         102.40375         127.74360         3.4542453    
  -0.51000    -53.059431         1.7863975         23.725766        0.11154296E+12     249880.30        0.11525852E+21    0.17964234E+16     1.9482544         106.03972         129.60154         3.6030438    
  -0.50000    -49.674858         1.7125009         23.743259        0.10533518E+12     248011.21        0.10884396E+21    0.16924208E+16     1.9436319         109.83448         131.30514         3.7546774    
  -0.49000    -46.431488         1.6404068         23.760022        0.99273706E+11     246003.53        0.10258058E+21    0.15908396E+16     1.9385244         113.79892         132.84384         3.9091754    
  -0.48000    -43.326009         1.5699369         23.776073        0.93365614E+11     243866.63        0.96475680E+20    0.14918789E+16     1.9329728         117.94416         134.20564         4.0665619    
  -0.47000    -40.355439         1.5009268         23.791426        0.87617910E+11     241610.99        0.90536517E+20    0.13957261E+16     1.9270209         122.28153         135.37718         4.2268539    
  -0.46000    -37.517101         1.4332279         23.806096        0.82037501E+11     239248.15        0.84770221E+20    0.13025562E+16     1.9207160         126.82248         136.34393         4.3900596    
  -0.45000    -34.808586         1.3667104         23.820094        0.76631158E+11     236790.59        0.79183790E+20    0.12125310E+16     1.9141086         131.57859         137.09030         4.5561759    
  -0.44000    -32.227718         1.3012657         23.833433        0.71405473E+11     234251.70        0.73784034E+20    0.11257981E+16     1.9072523         136.56138         137.59993         4.7251868    
  -0.43000    -29.772506         1.2368083         23.846123        0.66366790E+11     231645.69        0.68577509E+20    0.10424899E+16     1.9002037         141.78229         137.85600         4.8970611    
  -0.42000    -27.441104         1.1732778         23.858173        0.61521136E+11     228987.48        0.63570444E+20    0.96272234E+15     1.8930227         147.25246         137.84161         5.0717504    
  -0.41000    -25.231755         1.1106413         23.869592        0.56874127E+11     226292.65        0.58768639E+20    0.88659417E+15     1.8857723         152.98262         137.54026         5.2491871    
  -0.40000    -23.142737         1.0488943         23.880389        0.52430864E+11     223577.27        0.54177369E+20    0.81418565E+15     1.8785188         158.98289         136.93633         5.4292811    
  -0.39000    -21.172311        0.98806184         23.890573        0.48195824E+11     220857.75        0.49801257E+20    0.74555754E+15     1.8713322         165.26256         136.01577         5.6119176    
  -0.38000    -19.318658        0.92819937         23.900153        0.44172732E+11     218150.64        0.45644153E+20    0.68075014E+15     1.8642863         171.82987         134.76666         5.7969524    
  -0.37000    -17.579824        0.86939170         23.909140        0.40364440E+11     215472.44        0.41709005E+20    0.61978245E+15     1.8574600         178.69176         133.17996         5.9842078    
  -0.36000    -15.953663        0.81175159         23.917545        0.36772803E+11     212839.29        0.37997728E+20    0.56265151E+15     1.8509380         185.85364         131.25014         6.1734669    
  -0.35000    -14.437787        0.75541681         23.925379        0.33398564E+11     210266.74        0.34511091E+20    0.50933209E+15     1.8448131         193.31914         128.97585         6.3644674    
  -0.34000    -13.029520        0.70054578         23.932658        0.30241254E+11     207769.42        0.31248609E+20    0.45977664E+15     1.8391884         201.08986         126.36042         6.5568938    
  -0.33000    -11.725864        0.64731190         23.939396        0.27299119E+11     205360.79        0.28208470E+20    0.41391576E+15     1.8341821         209.16523         123.41232         6.7503697    
  -0.32000    -10.523476        0.59589662         23.945610        0.24569076E+11     203052.78        0.25387487E+20    0.37165905E+15     1.8299322         217.54227         120.14536         6.9444498    
  -0.31000    -9.4186617        0.54648161         23.951320        0.22046705E+11     200855.66        0.22781095E+20    0.33289656E+15     1.8266054         226.21551         116.57873         7.1386114    
  -0.30000    -8.4073806        0.49924051         23.956547        0.19726285E+11     198777.74        0.20383380E+20    0.29750064E+15     1.8244070         235.17690         112.73675         7.3322470    
  -0.29000    -7.4852711        0.45433078         23.961313        0.17600868E+11     196825.32        0.18187164E+20    0.26532839E+15     1.8235965         244.41576         108.64841         7.5246573    
  -0.28000    -6.6476885        0.41188634         23.965642        0.15662398E+11     195002.61        0.16184122E+20    0.23622438E+15     1.8245072         253.91875         104.34669         7.7150462    
  -0.27000    -5.8897568        0.37201143         23.969559        0.13901863E+11     193311.80        0.14364942E+20    0.21002381E+15     1.8275726         263.66983         99.867640         7.9025159    
  -0.26000    -5.2064309        0.33477622         23.973091        0.12309472E+11     191753.11        0.12719508E+20    0.18655575E+15     1.8333625         273.65027         95.249364         8.0860632    
  -0.25000    -4.5925647        0.30021449         23.976264        0.10874856E+11     190325.04        0.11237104E+20    0.16564660E+15     1.8426300         283.83844         90.530900         8.2645750    
  -0.24000    -4.0429825        0.26832329         23.979104        0.95872725E+10     189024.61        0.99066305E+19    0.14712328E+15     1.8563739         294.20961         85.751094         8.4368217    
  -0.23000    -3.5525487        0.23906458         23.981639        0.84358078E+10     187847.63        0.87168098E+19    0.13081648E+15     1.8759225         304.73546         80.947521         8.6014469    
  -0.22000    -3.1162327        0.21236844         23.983894        0.74095673E+10     186789.06        0.76563846E+19    0.11656339E+15     1.9030423         315.38341         76.155527         8.7569504    
  -0.21000    -2.7291666        0.18813756         23.985895        0.64978472E+10     185843.34        0.67142946E+19    0.10421031E+15     1.9400829         326.11551         71.407412         8.9016615    
  -0.20000    -2.3866929        0.16625237         23.987665        0.56902807E+10     185004.77        0.58798274E+19    0.93614687E+14     1.9901666         336.88687         66.731784         9.0336994    
  -0.19000    -2.0844028        0.14657656         23.989227        0.49769561E+10     184267.88        0.51427416E+19    0.84646877E+14     2.0574356         347.64348         62.153113         9.1509179    
  -0.18000    -1.8181629        0.12896248         23.990603        0.43485081E+10     183627.81        0.44933596E+19    0.77191399E+14     2.1473743         358.31925         57.691449         9.2508291    
  -0.17000    -1.5841326        0.11325612         23.991813        0.37961803E+10     183080.71        0.39226334E+19    0.71147847E+14     2.2672220         368.83192         53.362322         9.3305032    
  -0.16000    -1.3787716        0.99301525E-01     23.992874        0.33118641E+10     182624.19        0.34221844E+19    0.66431372E+14     2.4264974         379.07782         49.176786         9.3864418    
  -0.15000    -1.1988401        0.86944524E-01     23.993804        0.28881155E+10     182257.81        0.29843204E+19    0.62972746E+14     2.6376502         388.92491         45.141601         9.4144205    
  -0.14000    -1.0413928        0.76035645E-01     23.994618        0.25181538E+10     181983.71        0.26020351E+19    0.60717926E+14     2.9168479         398.20392         41.259524         9.4093043    
  -0.13000   -0.90376687        0.66432368E-01     23.995329        0.21958475E+10     181807.26        0.22689926E+19    0.59627012E+14     3.2848836         406.69716         37.529723         9.3648392    
  -0.12000   -0.78356732        0.58000702E-01     23.995950        0.19156881E+10     181738.01        0.19795008E+19    0.59672376E+14     3.7681454         414.12479         33.948309         9.2734381    
  -0.11000   -0.67864928        0.50616178E-01     23.996492        0.16727573E+10     181790.76        0.17284779E+19    0.60835615E+14     4.3995077         420.12854         30.509017         9.1259927    
  -0.10000   -0.58709904        0.44164388E-01     23.996966        0.14626902E+10     181986.88        0.15114134E+19    0.63102876E+14     5.2188632         424.25348         27.204082         8.9117720    
  -0.09000   -0.50721438        0.38541132E-01     23.997379        0.12816350E+10     182355.95        0.13243270E+19    0.66457921E+14     6.2728012         425.92931         24.025381         8.6185084    
  -0.08000   -0.43748488        0.33652284E-01     23.997739        0.11262126E+10     182937.58        0.11637275E+19    0.70872208E+14     7.6126296         424.45470         20.965923         8.2328287    
  -0.07000   -0.37657276        0.29413449E-01     23.998054        0.99347796E+09     183783.34        0.10265713E+19    0.76291358E+14     9.2895833         418.99039         18.021762         7.7412557    
  -0.06000   -0.32329453        0.25749476E-01     23.998329        0.88088175E+09     184958.63        0.91022447E+18    0.82617734E+14     11.345791         408.57061         15.194372         7.1320649    
  -0.05000   -0.27660358        0.22593885E-01     23.998570        0.78623580E+09     186543.86        0.81242581E+18    0.89689945E+14     13.799713         392.14610         12.493367         6.3982867    
  -0.04000   -0.23557404        0.19888251E-01     23.998782        0.70768100E+09     188634.21        0.73125429E+18    0.97261982E+14     16.625882         368.67404         9.9392481         5.5420096    
  -0.03000   -0.19938583        0.17581573E-01     23.998969        0.64365867E+09     191336.99        0.66509934E+18    0.10498759E+15     19.731561         337.26743         7.5654596         4.5797485    
  -0.02000   -0.16731083        0.15629655E-01     23.999135        0.59288536E+09     194764.89        0.61263474E+18    0.11241855E+15     22.937516         297.40348         5.4186828         3.5479074    
  -0.01000   -0.13870034        0.13994515E-01     23.999283        0.55433100E+09     199024.09        0.57279611E+18    0.11902724E+15     25.975045         249.16423         3.5560793         2.5063651    
   0.00000   -0.11297359        0.12643833E-01     23.999416        0.52720043E+09     204196.60        0.54476181E+18    0.12426038E+15     28.512549         193.44695         2.0385924         1.5374088    
   0.01000   -0.89607283E-01    0.11550439E-01     23.999537        0.51091820E+09     210318.00        0.52793720E+18    0.12762168E+15     30.217060         132.05496        0.92064394        0.73745837    
   0.02000   -0.68126079E-01    0.10691850E-01     23.999648        0.50511625E+09     217354.81        0.52194199E+18    0.12876535E+15     30.838042         67.587553        0.23842714        0.20107833    
   0.03000   -0.48093955E-01    0.10049847E-01     23.999751        0.50962447E+09     225188.09        0.52660038E+18    0.12757117E+15     30.281779         3.1096877        0.50923085E-03    0.44756203E-03
   0.04000   -0.29106315E-01    0.96100992E-02     23.999850        0.52446372E+09     233611.27        0.54193393E+18    0.12417208E+15     28.640963        -58.322738        0.18434109        0.16692257    
   0.05000   -0.10782811E-01    0.93618180E-02     23.999944        0.54984099E+09     242347.45        0.56815653E+18    0.11892293E+15     26.164210        -114.13402        0.74011328        0.68197672    
   0.06000    0.72391960E-02    0.92974390E-02     24.000037        0.58614636E+09     251085.35        0.60567126E+18    0.11232335E+15     23.181583        -162.55024         1.6003397         1.4814310    
   0.07000    0.25310592E-01    0.94123272E-02     24.000131        0.63395134E+09     259525.15        0.65506865E+18    0.10492394E+15     20.021555        -202.70026         2.6915064         2.4712056    
   0.08000    0.43775898E-01    0.97044901E-02     24.000226        0.69400793E+09     267421.21        0.71712576E+18    0.97245135E+14     16.950502        -234.51931         3.9441419         3.5482608    
   0.09000    0.62978103E-01    0.10174292E-01     24.000325        0.76724798E+09     274609.64        0.79280549E+18    0.89725117E+14     14.146773        -258.53745         5.2992399         4.6194357    
   0.10000    0.83262949E-01    0.10824158E-01     24.000430        0.85478207E+09     281015.74        0.88325539E+18    0.82698826E+14     11.703697        -275.64121         6.7108048         5.6133657    
   0.11000    0.10498261        0.11658259E-01     24.000543        0.95789713E+09     286643.82        0.98980528E+18    0.76400352E+14     9.6484068        -286.86871         8.1454694         6.4844298    
   0.12000    0.12849874        0.12682170E-01     24.000664        0.10780520E+10     291556.74        0.11139626E+19    0.70978592E+14     7.9646514        -293.26349         9.5804653         7.2105607    
   0.13000    0.15418484        0.13902493E-01     24.000797        0.12168703E+10     295852.88        0.12574050E+19    0.66517591E+14     6.6125863        -295.78683         11.001017         7.7878194    
   0.14000    0.18242786        0.15326450E-01     24.000943        0.13761289E+10     299646.20        0.14219686E+19    0.63056209E+14     5.5430382        -295.27592         12.397841         8.2242535    
   0.15000    0.21362896        0.16961441E-01     24.001104        0.15577428E+10     303051.55        0.16096322E+19    0.60604511E+14     4.7063944        -292.43263         13.765066         8.5345630    
   0.16000    0.24820342        0.18814586E-01     24.001283        0.17637444E+10     306175.54        0.18224958E+19    0.59156206E+14     4.0573622        -287.83018         15.098687         8.7361660    
   0.17000    0.28657967        0.20892262E-01     24.001481        0.19962573E+10     309111.76        0.20627539E+19    0.58697381E+14     3.5569792        -281.92821         16.395493         8.8466527    
   0.18000    0.32919738        0.23199657E-01     24.001701        0.22574652E+10     311939.05        0.23326628E+19    0.59212239E+14     3.1729961        -275.09079         17.652412         8.8823488    
   0.19000    0.37650477        0.25740377E-01     24.001946        0.25495758E+10     314721.58        0.26345038E+19    0.60686540E+14     2.8794104        -267.60386         18.866163         8.8576485    
   0.20000    0.42895527        0.28516122E-01     24.002217        0.28747812E+10     317509.82        0.29705419E+19    0.63109413E+14     2.6556355        -259.69082         20.033133         8.7848301    
   0.21000    0.48700357        0.31526480E-01     24.002517        0.32352155E+10     320341.99        0.33429825E+19    0.66474034E+14     2.4855812        -251.52561         21.149423         8.6741381    
   0.22000    0.55110141        0.34768829E-01     24.002848        0.36329127E+10     323245.47        0.37539273E+19    0.70777577E+14     2.3567844        -243.24331         22.210977         8.5339955    
   0.23000    0.62169338        0.38238399E-01     24.003213        0.40697662E+10     326238.25        0.42053327E+19    0.76020697E+14     2.2596517        -234.94854         23.213779         8.3712603    
   0.24000    0.69921290        0.41928456E-01     24.003614        0.45474919E+10     329330.18        0.46989717E+19    0.82206779E+14     2.1868290        -226.72200         24.154062         8.1914803    
   0.25000    0.78407869        0.45830621E-01     24.004052        0.50675975E+10     332524.14        0.52364023E+19    0.89341081E+14     2.1326924        -218.62555         25.028501         7.9991248    
   0.26000    0.87669202        0.49935287E-01     24.004531        0.56313587E+10     335817.11        0.58189427E+19    0.97429889E+14     2.0929466        -210.70605         25.834384         7.7977841    
   0.27000    0.97743475        0.54232096E-01     24.005052        0.62398041E+10     339201.12        0.64476559E+19    0.10647976E+15     2.0643115        -202.99841         26.569730         7.5903361    
   0.28000     1.0866684        0.58710453E-01     24.005616        0.68937077E+10     342664.19        0.71233414E+19    0.11649690E+15     2.0442811        -195.52791         27.233364         7.3790842    
   0.29000     1.2047341        0.63360011E-01     24.006227        0.75935887E+10     346191.11        0.78465358E+19    0.12748665E+15     2.0309384        -188.31207         27.824943         7.1658698    
   0.30000     1.3319537        0.68171121E-01     24.006884        0.83397180E+10     349764.29        0.86175192E+19    0.13945316E+15     2.0228147        -181.36217         28.344947         6.9521663    
   0.31000     1.4686312        0.73135197E-01     24.007591        0.91321302E+10     353364.43        0.94363272E+19    0.15239907E+15     2.0187817        -174.68449         28.794642         6.7391561    
   0.32000     1.6150553        0.78244999E-01     24.008347        0.99706398E+10     356971.23        0.10302768E+20    0.16632530E+15     2.0179686        -168.28141         29.176030         6.5277964    
   0.33000     1.7715023        0.83494829E-01     24.009156        0.10854862E+11     360564.01        0.11216445E+20    0.18123071E+15     2.0196987        -162.15224         29.491790         6.3188716    
   0.34000     1.9382388        0.88880659E-01     24.010018        0.11784241E+11     364122.21        0.12176781E+20    0.19711175E+15     2.0234386        -156.29395         29.745198         6.1130340    
   0.35000     2.1155256        0.94400201E-01     24.010934        0.12758077E+11     367625.95        0.13183057E+20    0.21396211E+15     2.0287604        -150.70169         29.940040         5.9108312    
   0.36000     2.3036205        0.10005297         24.011906        0.13775570E+11     371056.28        0.14234443E+20    0.23177233E+15     2.0353126        -145.36912         30.080480         5.7127193    
   0.37000     2.5027824        0.10584035         24.012935        0.14835850E+11     374395.47        0.15330041E+20    0.25052970E+15     2.0428003        -140.28861         30.170890         5.5190637    
