   emu(eV)      n(10^20/cm3)               DOS            intDOS            DOSvk2         |vk|(m/s)             sigma                ke      L(1E-8V2K-2)           S(uV/K)                PF  EFF(10^-20 W^5/3 m s^-1/3 K^-2)
  -2.48000    -1928.5580        0.29117429         14.032393        0.45986801E+11     397411.19        0.47518650E+20    0.14156593E+16     3.7239570        -60.157132         17.196432         1.6021916    
  -2.47000    -1927.9869        0.29936260         14.035345        0.47771884E+11     399472.99        0.49363195E+20    0.13880712E+16     3.5149447        -62.216086         19.107710         1.7476524    
  -2.46000    -1927.3987        0.30884209         14.038384        0.49636571E+11     400896.85        0.51289996E+20    0.13665129E+16     3.3303592        -63.640665         20.773137         1.8608979    
  -2.45000    -1926.7910        0.31960326         14.041526        0.51572196E+11     401700.35        0.53290098E+20    0.13507796E+16     3.1684583        -64.534425         22.193685         1.9432711    
  -2.44000    -1926.1611        0.33164750         14.044781        0.53571211E+11     401908.66        0.55355701E+20    0.13405726E+16     3.0271782        -64.987997         23.379147         1.9972034    
  -2.43000    -1925.5068        0.34498677         14.048163        0.55627059E+11     401552.03        0.57480030E+20    0.13355326E+16     2.9043404        -65.079269         24.344582         2.0257172    
  -2.42000    -1924.8253        0.35964324         14.051685        0.57734039E+11     400663.72        0.59657196E+20    0.13352668E+16     2.7977907        -64.874189         25.107688         2.0320618    
  -2.41000    -1924.1142        0.37564889         14.055360        0.59887170E+11     399278.42        0.61882049E+20    0.13393683E+16     2.7054864        -64.427921         25.686973         2.0194648    
  -2.40000    -1923.3708        0.39304532         14.059203        0.62082052E+11     397430.98        0.64150044E+20    0.13474306E+16     2.6255450        -63.786144         26.100550         1.9909760    
  -2.39000    -1922.5923        0.41188360         14.063226        0.64314758E+11     395155.54        0.66457122E+20    0.13590569E+16     2.5562665        -62.986342         26.365397         1.9493781    
  -2.38000    -1921.7760        0.43222445         14.067445        0.66581717E+11     392484.79        0.68799595E+20    0.13738667E+16     2.4961388        -62.059014         26.496934         1.8971464    
  -2.37000    -1920.9188        0.45413858         14.071876        0.68879623E+11     389449.53        0.71174046E+20    0.13914994E+16     2.4438322        -61.028742         26.508826         1.8364383    
  -2.36000    -1920.0175        0.47770728         14.076534        0.71205336E+11     386078.25        0.73577230E+20    0.14116174E+16     2.3981900        -59.915144         26.412934         1.7691046    
  -2.35000    -1919.0691        0.50302311         14.081436        0.73555794E+11     382397.00        0.76005983E+20    0.14339077E+16     2.3582152        -58.733701         26.219386         1.6967141    
  -2.34000    -1918.0698        0.53019084         14.086600        0.75927914E+11     378429.19        0.78457120E+20    0.14580826E+16     2.3230566        -57.496512         25.936738         1.6205856    
  -2.33000    -1917.0161        0.55932844         14.092046        0.78318514E+11     374195.68        0.80927353E+20    0.14838808E+16     2.2919952        -56.212962         25.572211         1.5418251    
  -2.32000    -1915.9041        0.59056826         14.097794        0.80724244E+11     369714.89        0.83413219E+20    0.15110661E+16     2.2644284        -54.890323         25.131965         1.4613620    
  -2.31000    -1914.7294        0.62405826         14.103865        0.83141532E+11     365003.01        0.85911028E+20    0.15394264E+16     2.2398556        -53.534264         24.621391         1.3799837    
  -2.30000    -1913.4876        0.65996326         14.110283        0.85566562E+11     360074.33        0.88416837E+20    0.15687717E+16     2.2178634        -52.149273         24.045372         1.2983639    
  -2.29000    -1912.1739        0.69846623         14.117073        0.87995262E+11     354941.63        0.90926439E+20    0.15989317E+16     2.1981116        -50.738980         23.408504         1.2170866    
  -2.28000    -1910.7830        0.73976930         14.124262        0.90423315E+11     349616.61        0.93435371E+20    0.16297530E+16     2.1803212        -49.306403         22.715273         1.1366634    
  -2.27000    -1909.3093        0.78409475         14.131878        0.92846168E+11     344110.34        0.95938932E+20    0.16610975E+16     2.1642641        -47.854119         21.970176         1.0575460    
  -2.26000    -1907.7467        0.83168545         14.139954        0.95259060E+11     338433.69        0.98432198E+20    0.16928400E+16     2.1497539        -46.384398         21.177809        0.98013613    
  -2.25000    -1906.0887        0.88280505         14.148524        0.97657041E+11     332597.80        0.10091006E+21    0.17248673E+16     2.1366394        -44.899295         20.342930        0.90479128    
  -2.24000    -1904.3281        0.93773761         14.157623        0.10003500E+12     326614.40        0.10336723E+21    0.17570758E+16     2.1247979        -43.400731         19.470494        0.83182925    
  -2.23000    -1902.4573        0.99678666         14.167292        0.10238771E+12     320496.15        0.10579831E+21    0.17893712E+16     2.1141301        -41.890541         18.565672        0.76153050    
  -2.22000    -1900.4680         1.0602735         14.177574        0.10470985E+12     314256.90        0.10819780E+21    0.18216669E+16     2.1045563        -40.370517         17.633847        0.69413919    
  -2.21000    -1898.3514         1.1285347         14.188514        0.10699605E+12     307911.85        0.11056015E+21    0.18538832E+16     2.0960120        -38.842433         16.680592        0.62986329    
  -2.20000    -1896.0977         1.2019189         14.200161        0.10924092E+12     301477.64        0.11287981E+21    0.18859465E+16     2.0884454        -37.308059         15.711642        0.56887419    
  -2.19000    -1893.6968         1.2807821         14.212570        0.11143915E+12     294972.32        0.11515125E+21    0.19177885E+16     2.0818146        -35.769171         14.732838        0.51130616    
  -2.18000    -1891.1377         1.3654827         14.225797        0.11358545E+12     288415.27        0.11736905E+21    0.19493455E+16     2.0760855        -34.227555         13.750084        0.45725590    
  -2.17000    -1888.4089         1.4563745         14.239901        0.11567472E+12     281827.06        0.11952791E+21    0.19805581E+16     2.0712297        -32.684988         12.769268        0.40678230    
  -2.16000    -1885.4979         1.5537995         14.254946        0.11770198E+12     275229.13        0.12162271E+21    0.20113700E+16     2.0672229        -31.143220         11.796188        0.35990660    
  -2.15000    -1882.3918         1.6580796         14.270999        0.11966252E+12     268643.53        0.12364855E+21    0.20417286E+16     2.0640442        -29.603929         10.836468        0.31661313    
  -2.14000    -1879.0771         1.7695074         14.288131        0.12155182E+12     262092.47        0.12560079E+21    0.20715850E+16     2.0616760        -28.068673         9.8954631        0.27685092    
  -2.13000    -1875.5396         1.8883376         14.306414        0.12336565E+12     255597.92        0.12747504E+21    0.21008954E+16     2.0601047        -26.538841         8.9781954        0.24053636    
  -2.12000    -1871.7650         2.0147782         14.325923        0.12510000E+12     249181.07        0.12926716E+21    0.21296229E+16     2.0593231        -25.015626         8.0893002        0.20755708    
  -2.11000    -1867.7381         2.1489835         14.346736        0.12675109E+12     242861.86        0.13097325E+21    0.21577400E+16     2.0593328        -23.500016         7.2330076        0.17777675    
  -2.10000    -1863.4441         2.2910492         14.368929        0.12831531E+12     236658.46        0.13258958E+21    0.21852320E+16     2.0601468        -21.992825         6.4131503        0.15104044    
  -2.09000    -1858.8675         2.4410101         14.392583        0.12978922E+12     230586.84        0.13411257E+21    0.22120989E+16     2.0617930        -20.494743         5.6331908        0.12718020    
  -2.08000    -1853.9931         2.5988422         14.417776        0.13116944E+12     224660.32        0.13553878E+21    0.22383597E+16     2.0643167        -19.006427         4.8962607        0.10602038    
  -2.07000    -1848.8059         2.7644682         14.444586        0.13245271E+12     218889.35        0.13686479E+21    0.22640540E+16     2.0677834        -17.528610         4.2052005        0.87382353E-01
  -2.06000    -1843.2907         2.9377676         14.473091        0.13363579E+12     213281.25        0.13808728E+21    0.22892456E+16     2.0722813        -16.062244         3.5625924        0.71088488E-01
  -2.05000    -1837.4329         3.1185902         14.503366        0.13471551E+12     207840.25        0.13920297E+21    0.23140243E+16     2.0779229        -14.608677         2.9707785        0.56965183E-01
  -2.04000    -1831.2181         3.3067711         14.535487        0.13568875E+12     202567.54        0.14020863E+21    0.23385072E+16     2.0848461        -13.169858         2.4318508        0.44844819E-01
  -2.03000    -1824.6322         3.5021477         14.569526        0.13655253E+12     197461.60        0.14110118E+21    0.23628390E+16     2.0932133        -11.748571         1.9476043        0.34566536E-01
  -2.02000    -1817.6614         3.7045729         14.605553        0.13730412E+12     192518.61        0.14187781E+21    0.23871898E+16     2.1032093        -10.348670         1.5194401        0.25975838E-01
  -2.01000    -1810.2923         3.9139258         14.643640        0.13794119E+12     187733.03        0.14253609E+21    0.24117515E+16     2.1150358        -8.9753081         1.1482160        0.18923143E-01
  -2.00000    -1802.5115         4.1301136         14.683855        0.13846200E+12     183098.29        0.14307426E+21    0.24367324E+16     2.1289054        -7.6351144        0.83405097        0.13261603E-01
  -1.99000    -1794.3058         4.3530657         14.726265        0.13886570E+12     178607.58        0.14349140E+21    0.24623494E+16     2.1450322        -6.3363201        0.57610294        0.88446646E-02
  -1.98000    -1785.6623         4.5827163         14.770938        0.13915253E+12     174254.53        0.14378779E+21    0.24888198E+16     2.1636224        -5.0888030        0.37235164        0.55239454E-02
  -1.97000    -1776.5681         4.8189761         14.817941        0.13932410E+12     170033.99        0.14396508E+21    0.25163523E+16     2.1848635        -3.9040547        0.21942643        0.31479694E-02
  -1.96000    -1767.0104         5.0616935         14.867339        0.13938364E+12     165942.63        0.14402660E+21    0.25451379E+16     2.2089131        -2.7950711        0.11251966        0.15622215E-02
  -1.95000    -1756.9771         5.3106074         14.919196        0.13933614E+12     161979.40        0.14397752E+21    0.25753406E+16     2.2358878        -1.7761738        0.45421932E-01    0.61077450E-03
  -1.94000    -1746.4565         5.5652938         14.973571        0.13918856E+12     158145.82        0.14382502E+21    0.26070893E+16     2.2658516       -0.86276829        0.10705890E-01    0.13953254E-03
  -1.93000    -1735.4380         5.8251132         15.030519        0.13894988E+12     154446.09        0.14357839E+21    0.26404688E+16     2.2988041       -0.71042341E-01    0.72464217E-04    0.91614760E-06
  -1.92000    -1723.9126         6.0891608         15.090087        0.13863116E+12     150886.96        0.14324905E+21    0.26755121E+16     2.3346684        0.58239862        0.48588378E-02    0.59640169E-04
  -1.91000    -1711.8731         6.3562273         15.152312        0.13824548E+12     147477.50        0.14285052E+21    0.27121926E+16     2.3732785         1.0809647        0.16691866E-01    0.19910554E-03
  -1.90000    -1699.3152         6.6247766         15.217217        0.13780792E+12     144228.63        0.14239839E+21    0.27504168E+16     2.4143679         1.4085893        0.28253605E-01    0.32784694E-03
  -1.89000    -1686.2378         6.8929432         15.284807        0.13733540E+12     141152.60        0.14191012E+21    0.27900190E+16     2.4575581         1.5503123        0.34107649E-01    0.38544292E-03
  -1.88000    -1672.6436         7.1585560         15.355067        0.13684644E+12     138262.39        0.14140488E+21    0.28307565E+16     2.5023504         1.4929339        0.31517051E-01    0.34730154E-03
  -1.87000    -1658.5399         7.4191877         15.427961        0.13636100E+12     135571.03        0.14090327E+21    0.28723085E+16     2.5481209         1.2257243        0.21169308E-01    0.22777909E-03
  -1.86000    -1643.9388         7.6722315         15.503426        0.13590008E+12     133091.10        0.14042700E+21    0.29142765E+16     2.5941205        0.74116953        0.77141082E-02    0.81167596E-04
  -1.85000    -1628.8577         7.9149997         15.581371        0.13548548E+12     130834.09        0.13999859E+21    0.29561888E+16     2.6394809        0.35726363E-01    0.17869042E-04    0.18415298E-06
  -1.84000    -1613.3189         8.1448392         15.661682        0.13513936E+12     128810.03        0.13964094E+21    0.29975085E+16     2.6832286       -0.88944207        0.11047095E-01    0.11169606E-03
  -1.83000    -1597.3499         8.3592550         15.744217        0.13488389E+12     127027.06        0.13937696E+21    0.30376457E+16     2.7243076        -2.0277849        0.57310571E-01    0.56950967E-03
  -1.82000    -1580.9829         8.5560329         15.828809        0.13474081E+12     125491.22        0.13922911E+21    0.30759744E+16     2.7616122        -3.3667778        0.15781888        0.15441474E-02
  -1.81000    -1564.2536         8.7333505         15.915273        0.13473097E+12     124206.20        0.13921894E+21    0.31118550E+16     2.7940299        -4.8874885        0.33255985        0.32096719E-02
  -1.80000    -1547.2013         8.8898681         16.003406        0.13487386E+12     123173.20        0.13936660E+21    0.31446626E+16     2.8204953        -6.5643606        0.60054223        0.57278472E-02
  -1.79000    -1529.8669         9.0247923         16.092998        0.13518706E+12     122390.85        0.13969022E+21    0.31738206E+16     2.8400526        -8.3653012        0.97752791        0.92302990E-02
  -1.78000    -1512.2926         9.1379059         16.183829        0.13568559E+12     121855.05        0.14020536E+21    0.31988388E+16     2.8519227        -10.252152         1.4736513        0.13799871E-01
  -1.77000    -1494.5202         9.2295633         16.275684        0.13638135E+12     121558.94        0.14092430E+21    0.32193543E+16     2.8555706        -12.181622         2.0912025        0.19453007E-01
  -1.76000    -1476.5907         9.3006512         16.368352        0.13728241E+12     121492.86        0.14185537E+21    0.32351705E+16     2.8507650        -14.106699         2.8229070        0.26125569E-01
  -1.75000    -1458.5424         9.3525191         16.461633        0.13839238E+12     121644.31        0.14300232E+21    0.32462911E+16     2.8376210        -15.978543         3.6510472        0.33664833E-01
  -1.74000    -1440.4110         9.3868854         16.555344        0.13970991E+12     121998.04        0.14436374E+21    0.32529428E+16     2.8166205        -17.748738         4.5477130        0.41830218E-01
  -1.73000    -1422.2284         9.4057273         16.649319        0.14122824E+12     122536.25        0.14593264E+21    0.32555851E+16     2.7886026        -19.371753         5.4763383        0.50304492E-01
  -1.72000    -1404.0227         9.4111654         16.743414        0.14293504E+12     123238.85        0.14769629E+21    0.32549015E+16     2.7547252        -20.807402         6.3944812        0.58715730E-01
  -1.71000    -1385.8177         9.4053503         16.837505        0.14481249E+12     124083.92        0.14963628E+21    0.32517741E+16     2.7163984        -22.023053         7.2575823        0.66668405E-01
  -1.70000    -1367.6332         9.3903619         16.931490        0.14683770E+12     125048.25        0.15172895E+21    0.32472413E+16     2.6751992        -22.995374         8.0232330        0.73780105E-01
  -1.69000    -1349.4850         9.3681258         17.025288        0.14898339E+12     126107.98        0.15394612E+21    0.32424440E+16     2.6327751        -23.711457         8.6553621        0.79718940E-01
  -1.68000    -1331.3854         9.3403515         17.118835        0.15121897E+12     127239.37        0.15625616E+21    0.32385641E+16     2.5907491        -24.169237         9.1277355        0.84236242E-01
  -1.67000    -1313.3437         9.3084940         17.212082        0.15351178E+12     128419.55        0.15862535E+21    0.32367618E+16     2.5506341        -24.377197         9.4262757        0.87189718E-01
  -1.66000    -1295.3666         9.2737367         17.304995        0.15582860E+12     129627.22        0.16101935E+21    0.32381166E+16     2.5137636        -24.353456         9.5499094        0.88553860E-01
  -1.65000    -1277.4589         9.2369928         17.397550        0.15813721E+12     130843.37        0.16340485E+21    0.32435768E+16     2.4812427        -24.124350         9.5099057        0.88416617E-01
  -1.64000    -1259.6236         9.1989218         17.489730        0.16040790E+12     132051.83        0.16575118E+21    0.32539187E+16     2.4539181        -23.722686         9.3279107        0.86963667E-01
  -1.63000    -1241.8628         9.1599566         17.581525        0.16261492E+12     133239.65        0.16803172E+21    0.32697190E+16     2.4323674        -23.185794         9.0330664        0.84453505E-01
  -1.62000    -1224.1781         9.1203367         17.672927        0.16473762E+12     134397.43        0.17022513E+21    0.32913391E+16     2.4169016        -22.553535         8.6587048        0.81187738E-01
  -1.61000    -1206.5707         9.0801459         17.763930        0.16676133E+12     135519.33        0.17231625E+21    0.33189212E+16     2.4075799        -21.866376         8.2391015        0.77481149E-01
  -1.60000    -1189.0415         9.0393505         17.854528        0.16867784E+12     136603.05        0.17429660E+21    0.33523957E+16     2.4042319        -21.163587         7.8066998        0.73635529E-01
  -1.59000    -1171.5920         8.9978372         17.944715        0.17048546E+12     137649.49        0.17616444E+21    0.33914984E+16     2.4064862        -20.481666         7.3900743        0.69920008E-01
  -1.58000    -1154.2236         8.9554494         18.034482        0.17218873E+12     138662.39        0.17792444E+21    0.34357968E+16     2.4138033        -19.853004         7.0127454        0.66559170E-01
  -1.57000    -1136.9382         8.9120217         18.123820        0.17379769E+12     139647.73        0.17958700E+21    0.34847235E+16     2.4255120        -19.304857         6.6928036        0.63728742E-01
  -1.56000    -1119.7380         8.8674109         18.212718        0.17532698E+12     140613.16        0.18116723E+21    0.35376150E+16     2.4408490        -18.858650         6.4431887        0.61557510E-01
  -1.55000    -1102.6253         8.8215251         18.301164        0.17679462E+12     141567.21        0.18268376E+21    0.35937544E+16     2.4589997        -18.529639         6.2724016        0.60133455E-01
  -1.54000    -1085.6026         8.7743485         18.389145        0.17822078E+12     142518.66        0.18415743E+21    0.36524144E+16     2.4791387        -18.326938         6.1854184        0.59511914E-01
  -1.53000    -1068.6724         8.7259608         18.476647        0.17962659E+12     143475.81        0.18561006E+21    0.37128970E+16     2.5004686        -18.253891         6.1846116        0.59723926E-01
  -1.52000    -1051.8368         8.6765516         18.563660        0.18103298E+12     144445.92        0.18706331E+21    0.37745688E+16     2.5222536        -18.308740         6.2705486        0.60783475E-01
  -1.51000    -1035.0976         8.6264239         18.650176        0.18245985E+12     145434.77        0.18853770E+21    0.38368875E+16     2.5438463        -18.485526         6.4426101        0.62693051E-01
  -1.50000    -1018.4558         8.5759872         18.736188        0.18392534E+12     146446.41        0.19005201E+21    0.38994190E+16     2.5647052        -18.775122         6.6994321        0.65447540E-01
  -1.49000    -1001.9114         8.5257356         18.821696        0.18544545E+12     147483.07        0.19162275E+21    0.39618445E+16     2.5844037        -19.166312         7.0392142        0.69036859E-01
  -1.48000    -985.46368         8.4762117         18.906705        0.18703389E+12     148545.42        0.19326410E+21    0.40239570E+16     2.6026283        -19.646821         7.4599479        0.73447894E-01
  -1.47000    -969.11062         8.4279549         18.991225        0.18870210E+12     149632.96        0.19498788E+21    0.40856504E+16     2.6191694        -20.204225         7.9596142        0.78666283E-01
  -1.46000    -952.84931         8.3814394         19.075270        0.19045951E+12     150744.69        0.19680384E+21    0.41469008E+16     2.6339050        -20.826677         8.5363755        0.84678377E-01
  -1.45000    -936.67603         8.3370059         19.158860        0.19231386E+12     151879.88        0.19871996E+21    0.42077441E+16     2.6467800        -21.503436         9.1887664        0.91473485E-01
  -1.44000    -920.58657         8.2947953         19.242017        0.19427165E+12     153038.91        0.20074296E+21    0.42682506E+16     2.6577835        -22.225174         9.9158658        0.99046305E-01
  -1.43000    -904.57670         8.2546922         19.324763        0.19633857E+12     154224.14        0.20287873E+21    0.43284996E+16     2.6669255        -22.984066         10.717420        0.10739921    
  -1.42000    -888.64269         8.2162845         19.407117        0.19851999E+12     155440.57        0.20513281E+21    0.43885552E+16     2.6742157        -23.773703         11.593880        0.11654400    
  -1.41000    -872.78192         8.1788468         19.489092        0.20082138E+12     156696.37        0.20751086E+21    0.44484449E+16     2.6796458        -24.588827         12.546323        0.12650271    
  -1.40000    -856.99345         8.1413483         19.570694        0.20324864E+12     158003.12        0.21001897E+21    0.45081424E+16     2.6831757        -25.424956         13.576223        0.13730705    
  -1.39000    -841.27862         8.1024868         19.651915        0.20580837E+12     159375.79        0.21266398E+21    0.45675555E+16     2.6847257        -26.277918         14.685063        0.14899614    
  -1.38000    -825.64151         8.0607449         19.732734        0.20850807E+12     160832.51        0.21545361E+21    0.46265196E+16     2.6841739        -27.143341         15.873781        0.16161253    
  -1.37000    -810.08927         8.0144641         19.813114        0.21135612E+12     162394.07        0.21839652E+21    0.46847970E+16     2.6813597        -28.016154         17.142049        0.17519613    
  -1.36000    -794.63236         7.9619301         19.893002        0.21436171E+12     164083.32        0.22150223E+21    0.47420832E+16     2.6760922        -28.890105         18.487422        0.18977640    
  -1.35000    -779.28450         7.9014632         19.972327        0.21753465E+12     165924.48        0.22478086E+21    0.47980182E+16     2.6681643        -29.757375         19.904376        0.20536274    
  -1.34000    -764.06258         7.8315083         20.051000        0.22088495E+12     167942.40        0.22824276E+21    0.48522047E+16     2.6573705        -30.608284         21.383312        0.22193346    
