   emu(eV)      n(10^20/cm3)               DOS            intDOS       tau(1E-14s)         |vk|(m/s)        sigma(S/m)       ke(Wm-1K-1)      L(1E-8V2K-2)           S(uV/K)   PF(1E-4Wm-1K-2)
  -0.88000    -300.22072         4.4655552         22.448332         1.4467292         277246.96         5037175.3         79.612109         1.9756139        -1.9355154        0.18870366    
  -0.87000    -291.55891         4.4872658         22.493100         1.4611048         275365.28         5043122.1         79.357652         1.9669773       -0.29934171        0.45189126E-02
  -0.86000    -282.85975         4.5040419         22.538061         1.4755070         273510.79         5044426.7         79.041704         1.9586394         1.3787632        0.95893947E-01
  -0.85000    -274.13356         4.5150611         22.583161         1.4899371         271701.76         5040918.8         78.666372         1.9506953         3.0978234        0.48375228    
  -0.84000    -265.39228         4.5194981         22.628340         1.5043998         269956.58         5032449.9         78.233658         1.9432299         4.8562935         1.1868322    
  -0.83000    -256.64944         4.5165465         22.673527         1.5189048         268293.56         5018898.6         77.745391         1.9363160         6.6521266         2.2209022    
  -0.82000    -247.92008         4.5054485         22.718644         1.5334680         266730.53         5000173.8         77.203167         1.9300121         8.4828590         3.5980699    
  -0.81000    -239.22062         4.4855320         22.763606         1.5481125         265284.24         4976217.8         76.608305         1.9243607         10.345706         5.3262263    
  -0.80000    -230.56868         4.4562498         22.808323         1.5628693         263969.71         4947008.9         75.961802         1.9193871         12.237668         7.4086665    
  -0.79000    -221.98278         4.4172191         22.852699         1.5777778         262799.59         4912562.3         75.264313         1.9150982         14.155652         9.8439141    
  -0.78000    -213.48200         4.3682547         22.896634         1.5928849         261783.48         4872930.8         74.516136         1.9114815         16.096590         12.625774    
  -0.77000    -205.08555         4.3093941         22.940031         1.6082451         260927.38         4828203.2         73.717209         1.9085052         18.057584         15.743628    
  -0.76000    -196.81236         4.2409089         22.982790         1.6239191         260233.32         4778503.1         72.867132         1.9061182         20.036042         19.182965    
  -0.75000    -188.68060         4.1633022         23.024818         1.6399725         259699.05         4723985.1         71.965210         1.9042505         22.029833         22.926140    
  -0.74000    -180.70726         4.0772915         23.066028         1.6564740         259318.07         4664831.0         71.010514         1.9028158         24.037426         26.953293    
  -0.73000    -172.90775         3.9837774         23.106339         1.6734936         259079.69         4601244.3         70.001977         1.9017132         26.058016         31.243379    
  -0.72000    -165.29560         3.8838029         23.145682         1.6911009         258969.38         4533444.5         68.938500         1.9008312         28.091631         35.775212    
  -0.71000    -157.88222         3.7785051         23.183998         1.7093630         258969.21         4461661.2         67.819072         1.9000511         30.139192         40.528430    
  -0.70000    -150.67677         3.6690656         23.221238         1.7283424         259058.40         4386128.6         66.642882         1.8992513         32.202549         45.484337    
  -0.69000    -143.68613         3.5566628         23.257369         1.7480959         259214.02         4307080.3         65.409424         1.8983110         34.284483         50.626532    
  -0.68000    -136.91491         3.4424285         23.292366         1.7686728         259411.67         4224745.2         64.118580         1.8971138         36.388672         55.941350    
  -0.67000    -130.36563         3.3274129         23.326215         1.7901136         259626.21         4139343.9         62.770692         1.8955507         38.519648         61.418067    
  -0.66000    -124.03888         3.2125582         23.358914         1.8124491         259832.43         4051086.8         61.366605         1.8935229         40.682731         67.048914    
  -0.65000    -117.93352         3.0986812         23.390469         1.8357000         260005.74         3960172.4         59.907696         1.8909434         42.883951         72.828888    
  -0.64000    -112.04699         2.9864643         23.420894         1.8598764         260122.74         3866786.6         58.395889         1.8877396         45.129970         78.755393    
  -0.63000    -106.37552         2.8764545         23.450206         1.8849777         260161.68         3771103.9         56.833646         1.8838531         47.427985         84.827730    
  -0.62000    -100.91442         2.7690684         23.478431         1.9109935         260102.91         3673287.5         55.223943         1.8792411         49.785641         91.046472    
  -0.61000    -95.658306         2.6646016         23.505597         1.9379032         259929.13         3573492.1         53.570232         1.8738754         52.210946         97.412782    
  -0.60000    -90.601335         2.5632413         23.531734         1.9656778         259625.58         3471865.6         51.876388         1.8677418         54.712202         103.92770    
  -0.59000    -85.737391         2.4650810         23.556873         1.9942800         259180.14         3368552.0         50.146654         1.8608387         57.297954         110.59143    
  -0.58000    -81.060258         2.3701351         23.581046         2.0236652         258583.36         3263693.9         48.385579         1.8531755         59.976953         117.40273    
  -0.57000    -76.563754         2.2783537         23.604286         2.0537827         257828.35         3157435.0         46.597967         1.8447714         62.758140         124.35823    
  -0.56000    -72.241847         2.1896366         23.626623         2.0845761         256910.70         3049922.9         44.788829         1.8356541         65.650639         131.45187    
  -0.55000    -68.088737         2.1038451         23.648088         2.1159841         255828.31         2941310.8         42.963338         1.8258585         68.663759         138.67432    
  -0.54000    -64.098921         2.0208134         23.668710         2.1479411         254581.21         2831759.8         41.126797         1.8154257         71.806988         146.01243    
  -0.53000    -60.267233         1.9403578         23.688513         2.1803775         253171.40         2721441.2         39.284596         1.8044022         75.090005         153.44871    
  -0.52000    -56.588877         1.8622849         23.707525         2.2132200         251602.64         2610537.5         37.442188         1.7928390         78.522684         160.96083    
  -0.51000    -53.059431         1.7863975         23.725766         2.2463918         249880.30         2499243.9         35.605050         1.7807911         82.115093         168.52123    
  -0.50000    -49.674858         1.7125009         23.743259         2.2798123         248011.21         2387769.7         33.778663         1.7683166         85.877503         176.09671    
  -0.49000    -46.431488         1.6404068         23.760022         2.3133978         246003.53         2276338.5         31.968476         1.7554768         89.820376         183.64816    
  -0.48000    -43.326009         1.5699369         23.776073         2.3470606         243866.63         2165188.8         30.179888         1.7423358         93.954352         191.13032    
  -0.47000    -40.355439         1.5009268         23.791426         2.3807099         241610.99         2054574.0         28.418214         1.7289603         98.290211         198.49169    
  -0.46000    -37.517101         1.4332279         23.806096         2.4142509         239248.15         1944761.4         26.688660         1.7154200         102.83883         205.67455    
  -0.45000    -34.808586         1.3667104         23.820094         2.4475860         236790.59         1836031.8         24.996287         1.7017875         107.61109         212.61519    
  -0.44000    -32.227718         1.3012657         23.833433         2.4806143         234251.70         1728677.6         23.345975         1.6881383         112.61784         219.24433    
  -0.43000    -29.772506         1.2368083         23.846123         2.5132325         231645.69         1623000.8         21.742383         1.6745511         117.86970         225.48782    
  -0.42000    -27.441104         1.1732778         23.858173         2.5453357         228987.48         1519310.3         20.189907         1.6611079         123.37699         231.26764    
  -0.41000    -25.231755         1.1106413         23.869592         2.5768178         226292.65         1417918.2         18.692634         1.6478943         129.14957         236.50325    
  -0.40000    -23.142737         1.0488943         23.880389         2.6075735         223577.27         1319135.7         17.254299         1.6350003         135.19660         241.11322    
  -0.39000    -21.172311        0.98806184         23.890573         2.6374989         220857.75         1223268.5         15.878233         1.6225212         141.52639         245.01724    
  -0.38000    -19.318658        0.92819937         23.900153         2.6664939         218150.64         1130611.3         14.567327         1.6105587         148.14612         248.13836    
  -0.37000    -17.579824        0.86939170         23.909140         2.6944632         215472.44         1041442.0         13.323985         1.5992230         155.06166         250.40556    
  -0.36000    -15.953663        0.81175159         23.917545         2.7213190         212839.29         956015.96         12.150090         1.5886359         162.27725         251.75634    
  -0.35000    -14.437787        0.75541681         23.925379         2.7469825         210266.74         874559.59         11.046979         1.5789345         169.79529         252.13939    
  -0.34000    -13.029520        0.70054578         23.932658         2.7713858         207769.42         797265.14         10.015421         1.5702776         177.61610         251.51705    
  -0.33000    -11.725864        0.64731190         23.939396         2.7944739         205360.79         724285.48         9.0556161         1.5628534         185.73765         249.86743    
  -0.32000    -10.523476        0.59589662         23.945610         2.8162059         203052.78         655730.12         8.1672027         1.5568910         194.15538         247.18606    
  -0.31000    -9.4186617        0.54648161         23.951320         2.8365562         200855.66         591662.42         7.3492798         1.5526759         202.86201         243.48681    
  -0.30000    -8.4073806        0.49924051         23.956547         2.8555150         198777.74         532098.36         6.6004475         1.5505703         211.84734         238.80200    
  -0.29000    -7.4852711        0.45433078         23.961313         2.8730886         196825.32         477006.78         5.9188594         1.5510418         221.09811         233.18177    
  -0.28000    -6.6476885        0.41188634         23.965642         2.8892991         195002.61         426311.39         5.3022899         1.5546998         230.59774         226.69243    
  -0.27000    -5.8897568        0.37201143         23.969559         2.9041832         193311.80         379894.24         4.7482105         1.5623462         240.32613         219.41418    
  -0.26000    -5.2064309        0.33477622         23.973091         2.9177916         191753.11         337600.46         4.2538750         1.5750404         250.25926         211.43814    
  -0.25000    -4.5925647        0.30021449         23.976264         2.9301871         190325.04         299244.03         3.8164085         1.5941874         260.36865         202.86301    
  -0.24000    -4.0429825        0.26832329         23.979104         2.9414436         189024.61         264614.16         3.4328965         1.6216520         270.62052         193.79142    
  -0.23000    -3.5525487        0.23906458         23.981639         2.9516444         187847.63         233481.91         3.1004723         1.6599104         280.97467         184.32641    
  -0.22000    -3.1162327        0.21236844         23.983894         2.9608813         186789.06         205606.72         2.8163977         1.7122481         291.38273         174.56811    
  -0.21000    -2.7291666        0.18813756         23.985895         2.9692539         185843.34         180742.50         2.5781359         1.7830173         301.78585         164.61069    
  -0.20000    -2.3866929        0.16625237         23.987665         2.9768696         185004.77         158643.12         2.3834152         1.8779693         312.11152         154.53998    
  -0.19000    -2.0844028        0.14657656         23.989227         2.9838446         184267.88         139067.06         2.2302789         2.0046793         322.26926         144.43154    
  -0.18000    -1.8181629        0.12896248         23.990603         2.9903058         183627.81         121781.26         2.1171230         2.1730796         332.14490         134.34937    
  -0.17000    -1.5841326        0.11325612         23.991813         2.9963940         183080.71         106564.05         2.0427160         2.3961131         341.59326         124.34527    
  -0.16000    -1.3787716        0.99301525E-01     23.992874         3.0022689         182624.19         93207.273         2.0061989         2.6905074         350.42867         114.45877    
  -0.15000    -1.1988401        0.86944524E-01     23.993804         3.0081160         182257.81         81517.737         2.0070569         3.0776383         358.41323         104.71772    
  -0.14000    -1.0413928        0.76035645E-01     23.994618         3.0141565         181983.71         71317.938         2.0450550         3.5843981         365.24250         95.139616    
  -0.13000   -0.90376687        0.66432368E-01     23.995329         3.0206590         181807.26         62446.343         2.1201213         4.2438861         370.52900         85.733671    
  -0.12000   -0.78356732        0.58000702E-01     23.995950         3.0279571         181738.01         54757.243         2.2321593         5.0955801         373.78431         76.503923    
  -0.11000   -0.67864928        0.50616178E-01     23.996492         3.0364700         181790.76         48120.312         2.3807658         6.1844097         374.40210         67.453575    
  -0.10000   -0.58709904        0.44164388E-01     23.996966         3.0467295         181986.88         42419.956         2.5648272         7.5578437         371.64625         58.590841    
  -0.09000   -0.50721438        0.38541132E-01     23.997379         3.0594135         182355.95         37554.542         2.7819777         9.2597911         364.65139         49.936513    
  -0.08000   -0.43748488        0.33652284E-01     23.997739         3.0753859         182937.58         33435.552         3.0279237         11.320000         352.44646         41.533144    
  -0.07000   -0.37657276        0.29413449E-01     23.998054         3.0957421         183783.34         29986.730         3.2956908         13.738122         334.01559         33.455120    
  -0.06000   -0.32329453        0.25749476E-01     23.998329         3.1218589         184958.63         27143.248         3.5749377         16.463292         308.41040         25.817837    
  -0.05000   -0.27660358        0.22593885E-01     23.998570         3.1554394         186543.86         24850.931         3.8515901         19.373470         274.92135         18.782768    
  -0.04000   -0.23557404        0.19888251E-01     23.998782         3.1985438         188634.21         23065.551         4.1081487         22.263444         233.29734         12.554037    
  -0.03000   -0.19938583        0.17581573E-01     23.998969         3.2535847         191336.99         21752.208         4.3250132         24.853874         183.97209         7.3621934    
  -0.02000   -0.16731083        0.15629655E-01     23.999135         3.3232567         194764.89         20884.810         4.4829443         26.831368         128.22249         3.4336729    
  -0.01000   -0.13870034        0.13994515E-01     23.999283         3.4103637         199024.09         20445.644         4.5663267         27.917478         68.171085        0.95016979    
   0.00000   -0.11297359        0.12643833E-01     23.999416         3.5175055         204196.60         20425.056         4.5663594         27.945820         6.5766323        0.88342638E-02
   0.01000   -0.89607283E-01    0.11550439E-01     23.999537         3.6466042         210318.00         20821.215         4.4830476         26.913941        -53.563657        0.59737425    
   0.02000   -0.68126079E-01    0.10691850E-01     23.999648         3.7983028         217354.81         21639.979         4.3251924         24.983807        -109.48779         2.5941089    
   0.03000   -0.48093955E-01    0.10049847E-01     23.999751         3.9713488         225188.09         22894.832         4.1083834         22.430735        -159.06707         5.7929268    
   0.04000   -0.29106315E-01    0.96100992E-02     23.999850         4.1621631         233611.27         24606.897         3.8518013         19.566675        -201.01630         9.9430446    
   0.05000   -0.10782811E-01    0.93618180E-02     23.999944         4.3648278         242347.45         26804.998         3.5749578         16.671135        -234.89238         14.789506    
   0.06000    0.72391960E-02    0.92974390E-02     24.000037         4.5716450         251085.35         29525.761         3.2952393         13.950696        -260.93730         20.103581    
   0.07000    0.25310592E-01    0.94123272E-02     24.000131         4.7742052         259525.15         32813.720         3.0265868         11.529426        -279.85281         25.698917    
   0.08000    0.43775898E-01    0.97044901E-02     24.000226         4.9646725         267421.21         36721.411         2.7791890         9.4603834        -292.58171         31.435018    
   0.09000    0.62978103E-01    0.10174292E-01     24.000325         5.1368841         274609.64         41309.400         2.5598415         7.7459415        -300.13677         37.212367    
   0.10000    0.83262949E-01    0.10824158E-01     24.000430         5.2869562         281015.74         46646.227         2.3726246         6.3580292        -303.48837         42.963597    
   0.11000    0.10498261        0.11658259E-01     24.000543         5.4133203         286643.82         52808.196         2.2196419         5.2540186        -303.50343         48.643916    
   0.12000    0.12849874        0.12682170E-01     24.000664         5.5163249         291556.74         59878.981         2.1016817         4.3873527        -300.92129         54.222588    
   0.13000    0.15418484        0.13902493E-01     24.000797         5.5976356         295852.88         67948.984         2.0187406         3.7137064        -296.35281         59.676188    
   0.14000    0.18242786        0.15326450E-01     24.000943         5.6596344         299646.20         77114.402         1.9704085         3.1939698        -290.29172         64.983752    
   0.15000    0.21362896        0.16961441E-01     24.001104         5.7049411         303051.55         87475.957         1.9561298         2.7952393        -283.13120         70.123592    
   0.16000    0.24820342        0.18814586E-01     24.001283         5.7360894         306175.54         99137.273         1.9753692         2.4906995        -275.18138         75.071492    
   0.17000    0.28657967        0.20892262E-01     24.001481         5.7553459         309111.76         112202.88         2.0277057         2.2589723        -266.68549         79.799982    
   0.18000    0.32919738        0.23199657E-01     24.001701         5.7646339         311939.05         126775.89         2.1128753         2.0832779        -257.83384         84.278441    
   0.19000    0.37650477        0.25740377E-01     24.001946         5.7655245         314721.58         142955.34         2.2307787         1.9505905        -248.77525         88.473810    
   0.20000    0.42895527        0.28516122E-01     24.002217         5.7592660         317509.82         160833.40         2.3814648         1.8508786        -239.62626         92.351738    
   0.21000    0.48700357        0.31526480E-01     24.002517         5.7468304         320341.99         180492.43         2.5650995         1.7764591        -230.47827         95.878003    
   0.22000    0.55110141        0.34768829E-01     24.002848         5.7289633         323245.47         202002.16         2.7819246         1.7214695        -221.40304         99.020063    
   0.23000    0.62169338        0.38238399E-01     24.003213         5.7062327         326238.25         225417.05         3.0322136         1.6814465        -212.45690         101.74860    
   0.24000    0.69921290        0.41928456E-01     24.003614         5.6790713         329330.18         250774.04         3.3162267         1.6529954        -203.68387         104.03892    
   0.25000    0.78407869        0.45830621E-01     24.004052         5.6478121         332524.14         278090.87         3.6341679         1.6335344        -195.11807         105.87215    
   0.26000    0.87669202        0.49935287E-01     24.004531         5.6127175         335817.11         307364.96         3.9861487         1.6210976        -186.78553         107.23605    
   0.27000    0.97743475        0.54232096E-01     24.005052         5.5740019         339201.12         338573.00         4.3721581         1.6141859        -178.70554         108.12556    
   0.28000     1.0866684        0.58710453E-01     24.005616         5.5318494         342664.19         371671.15         4.7920417         1.6116538        -170.89178         108.54284    
   0.29000     1.2047341        0.63360011E-01     24.006227         5.4864266         346191.11         406595.89         5.2454899         1.6126239        -163.35321         108.49715    
   0.30000     1.3319537        0.68171121E-01     24.006884         5.4378923         349764.29         443265.33         5.7320337         1.6164229        -156.09487         108.00429    
   0.31000     1.4686312        0.73135197E-01     24.007591         5.3864029         353364.43         481580.90         6.2510462         1.6225327        -149.11857         107.08601    
   0.32000     1.6150553        0.78244999E-01     24.008347         5.3321166         356971.23         521429.38         6.8017456         1.6305529        -142.42357         105.76921    
   0.33000     1.7715023        0.83494829E-01     24.009156         5.2751945         360564.01         562685.16         7.3831963         1.6401704        -136.00713         104.08516    
   0.34000     1.9382388        0.88880659E-01     24.010018         5.2158011         364122.21         605212.82         7.9943049         1.6511351        -129.86503         102.06870    
   0.35000     2.1155256        0.94400201E-01     24.010934         5.1541034         367625.95         648869.95         8.6338104         1.6632398        -123.99198         99.757336    
   0.36000     2.3036205        0.10005297         24.011906         5.0902700         371056.28         693510.26         9.3002711         1.6763038        -118.38181         97.190288    
   0.37000     2.5027824        0.10584035         24.012935         5.0244704         374395.47         738986.77         9.9920553         1.6901614        -113.02762         94.407360    
   0.38000     2.7132746        0.11176560         24.014023         4.9568744         377627.07         785154.91         10.707346         1.7046550        -107.92170         91.447727    
   0.39000     2.9353686        0.11783400         24.015171         4.8876524         380735.78         831875.11         11.444168         1.7196343        -103.05544         88.348656    
   0.40000     3.1693480        0.12405278         24.016381         4.8169755         383707.36         879014.49         12.200445         1.7349608        -98.419221         85.144360    
   0.41000     3.4155124        0.13043115         24.017653         4.7450158         386528.31         926447.42         12.974089         1.7505161        -94.002448         81.865157    
   0.42000     3.6741811        0.13698021         24.018990         4.6719454         389185.65         974054.66         13.763105         1.7662131        -89.793694         78.537126    
   0.43000     3.9456963        0.14371280         24.020393         4.5979349         391666.70         1021721.6         14.565697         1.7820041        -85.781109         75.182352    
   0.44000     4.2304271        0.15064336         24.021865         4.5231511         393959.02         1069336.2         15.380358         1.7978861        -81.952988         71.819747    
   0.45000     4.5287715        0.15778783         24.023407         4.4477533         396050.40         1116786.8         16.205896         1.8138977        -78.298452         68.466264    
   0.46000     4.8411600        0.16516363         24.025021         4.3718903         397929.03         1163961.6         17.041404         1.8301080        -74.808103         65.138229    
   0.47000     5.1680586        0.17278991         24.026711         4.2956977         399583.70         1210750.1         17.886147         1.8465977        -71.474496         61.852420    
   0.48000     5.5099719        0.18068790         24.028478         4.2192967         401004.03         1257045.8         18.739393         1.8634357        -68.292308         58.626598    
   0.49000     5.8674483        0.18888153         24.030325         4.1427947         402180.64         1302752.0         19.600216         1.8806549        -65.258114         55.479278    
   0.50000     6.2410857        0.19739818         24.032257         4.0662876         403105.11         1347786.8         20.467313         1.8982335        -62.369766         52.428742    
   0.51000     6.6315389        0.20626951         24.034275         3.9898640         403769.85         1392088.4         21.338888         1.9160859        -59.625466         49.491474    
   0.52000     7.0395290        0.21553224         24.036383         3.9136097         404167.75         1435618.1         22.212651         1.9340669        -57.022689         46.680372    
   0.53000     7.4658531        0.22522879         24.038587         3.8376122         404291.59         1478359.7         23.085954         1.9519906        -54.557182         44.003171    
   0.54000     7.9113967        0.23540770         24.040889         3.7619641         404133.51         1520315.0         23.956061         1.9696626        -52.222260         41.461491    
   0.55000     8.3771451        0.24612392         24.043297         3.6867649         403684.39         1561496.1         24.820531         1.9869190        -50.008587         39.050814    
   0.56000     8.8641964        0.25743889         24.045814         3.6121200         402933.47         1601914.2         25.677635         2.0036681        -47.904572         36.761497    
   0.57000     9.3737736        0.26942063         24.048448         3.5381381         401868.15         1641568.7         26.526734         2.0199226        -45.897355         34.580747    
   0.58000     9.9072384        0.28214409         24.051205         3.4649280         400474.17         1680437.8         27.368528         2.0358182        -43.974271         32.495240    
   0.59000     10.466104        0.29569179         24.054093         3.3925937         398736.16         1718473.8         28.205099         2.0516097        -42.124539         30.493919    
   0.60000     11.052053        0.31015503         24.057122         3.3212320         396638.44         1755603.3         29.039710         2.0676446        -40.340858         28.570423    
   0.61000     11.666952        0.32563579         24.060300         3.2509309         394166.19         1791735.5         29.876361         2.0843172        -38.620587         26.724626    
   0.62000     12.312880        0.34224919         24.063638         3.1817710         391306.56         1826774.6         30.719173         2.1020090        -36.966232         24.962918    
   0.63000     12.992151        0.36012651         24.067149         3.1138290         388049.82         1860637.7         31.571691         2.1210263        -35.385094         23.297136    
   0.64000     13.707355        0.37941844         24.070845         3.0471827         384390.35         1893271.9         32.436241         2.1415467        -33.888062         21.742348    
   0.65000     14.461392        0.40029842         24.074743         2.9819174         380327.10         1924669.2         33.313465         2.1635838        -32.487722         20.313961    
   0.66000     15.257523        0.42296561         24.078857         2.9181303         375863.84         1954874.5         34.202163         2.1869794        -31.196081         19.024751    
   0.67000     16.099420        0.44764735         24.083209         2.8559339         371008.89         1983985.6         35.099486         2.2114252        -30.022286         17.882409    
   0.68000     16.991226        0.47460094         24.087818         2.7954559         365774.49         2012142.5         36.001500         2.2365153        -28.970773         16.888026    
   0.69000     17.937610        0.50411467         24.092709         2.7368362         360176.02         2039510.2         36.904045         2.2618203        -28.040235         16.035747    
   0.70000     18.943830        0.53650815         24.097910         2.6802208         354231.22         2066254.3         37.803757         2.2869739        -27.223675         15.313599    
   0.71000     20.015792        0.57213229         24.103450         2.6257539         347959.57         2092517.0         38.699073         2.3117538        -26.509631         14.705384    
   0.72000     21.160112        0.61136892         24.109364         2.5735691         341382.14         2118396.6         39.590994         2.3361415        -25.884469         14.193379    
   0.73000     22.384172        0.65463036         24.115691         2.5237813         334521.83         2143934.9         40.483430         2.3603463        -25.335374         13.761514    
   0.74000     23.696183        0.70235904         24.122472         2.4764807         327404.25         2169117.4         41.382997         2.3847831        -24.853530         13.398594    
   0.75000     25.105241        0.75502691         24.129755         2.4317287         320058.83         2193886.3         42.298221         2.4100053        -24.436885         13.101041    
   0.76000     26.621381        0.81313419         24.137591         2.3895573         312520.25         2218166.1         43.238242         2.4365985        -24.091924         12.874697    
   0.77000     28.255633        0.87720686         24.146037         2.3499701         304829.60         2241897.5         44.211183         2.4650537        -23.834035         12.735350    
   0.78000     30.020065        0.94779177         24.155156         2.3129445         297035.15         2265075.6         45.222449         2.4956369        -23.686274         12.707971    
   0.79000     31.927817         1.0254483         24.165017         2.2784348         289192.32         2287783.4         46.273229         2.5282785        -23.676611         12.824900    
   0.80000     33.993114         1.1107357         24.175691         2.2463752         281362.82         2310217.0         47.359474         2.5625014        -23.833990         13.123397    
   0.81000     36.231248         1.2041948         24.187258         2.2166813         273612.80         2332694.5         48.471547         2.5974011        -24.183759         13.642862    
   0.82000     38.658521         1.3063245         24.199804         2.1892523         266010.31         2355649.4         49.594663         2.6316874        -24.743148         14.421836    
   0.83000     41.292138         1.4175527         24.213415         2.1639710         258622.30         2379606.1         50.710091         2.6637860        -25.517494         15.494626    
   0.84000     44.150035         1.5382027         24.228186         2.1407056         251511.52         2405142.9         51.796981         2.6919909        -26.497856         16.887382    
   0.85000     47.250645         1.6684584         24.244211         2.1193106         244733.83         2432847.6         52.834553         2.7146456        -27.660432         18.613705    
   0.86000     50.612591         1.8083277         24.261587         2.0996292         238336.17         2463272.6         53.804297         2.7303260        -28.967913         20.670305    
   0.87000     54.254318         1.9576108         24.280409         2.0814964         232355.35         2496894.2         54.691836         2.7379932        -30.372556         23.033653    
   0.88000     58.193658         2.1158737         24.300770         2.0647424         226817.82         2534084.4         55.488152         2.7370908        -31.820421         25.658598    
   0.89000     62.447365         2.2824308         24.322755         2.0491968         221740.19         2575093.5         56.190014         2.7275716        -33.256060         28.479646    
   0.90000     67.030616         2.4563401         24.346443         2.0346928         217130.35         2620047.5         56.799613         2.7098561        -34.626848         31.414858    
   0.91000     71.956522         2.6364102         24.371902         2.0210705         212988.90         2668956.2         57.323569         2.6847372        -35.886367         34.371654    
   0.92000     77.235666         2.8212227         24.399187         2.0081807         209310.63         2721728.7         57.771577         2.6532575        -36.996458         37.253332    
   0.93000     82.875692         3.0091666         24.428337         1.9958864         206085.94         2778192.7         58.154990         2.6165837        -37.927940         39.965098    
   0.94000     88.880978         3.1984844         24.459375         1.9840651         203301.90         2838113.4         58.485590         2.5759009        -38.660199         42.418755    
   0.95000     95.252404         3.3873271         24.492305         1.9726090         200943.08         2901208.3         58.774708         2.5323375        -39.180052         44.535766    
   0.96000     101.98723         3.5738134         24.527113         1.9614255         198992.13         2967157.6         59.032742         2.4869231        -39.480292         46.248892    
   0.97000     109.07910         3.7560912         24.563767         1.9504361         197430.06         3035608.4         59.269042         2.4405751        -39.558281         47.502950    
   0.98000     116.51814         3.9323949         24.602215         1.9395765         196236.45         3106175.1         59.492052         2.3941041        -39.414812         48.255283    
   0.99000     124.29119         4.1010978         24.642390         1.9287945         195389.56         3178435.9         59.709601         2.3482305        -39.053356         48.476381    
   1.00000     132.38211         4.2607546         24.684207         1.9180496         194866.43         3251929.6         59.929224         2.3036024        -38.479691         48.150887    
   1.01000     140.77219         4.4101343         24.727570         1.9073109         194643.01         3326152.7         60.158412         2.2608107        -37.701842         47.278895    
   1.02000     149.44052         4.5482413         24.772372         1.8965563         194694.38         3400559.9         60.404748         2.2203971        -36.730230         45.877286    
   1.03000     158.36453         4.6743266         24.818495         1.8857707         194994.97         3474569.5         60.675860         2.1828553        -35.577904         43.980658    
   1.04000     167.52045         4.7878893         24.865817         1.8749450         195518.91         3547573.0         60.979221         2.1486246        -34.260754         41.641386    
   1.05000     176.88375         4.8886713         24.914210         1.8640747         196240.39         3618952.1         61.321770         2.1180776        -32.797588         38.928410    
   1.06000     186.42964         4.9766468         24.963548         1.8531590         197134.03         3688099.4         61.709411         2.0915045        -31.210016         35.924489    
   1.07000     196.13349         5.0520080         25.013701         1.8421995         198175.32         3754443.4         62.146442         2.0690964        -29.522063         32.721934    
   1.08000     205.97126         5.1151493         25.064547         1.8311999         199340.89         3817475.6         62.634977         2.0509292        -27.759512         29.417105    
   1.09000     215.91982         5.1666499         25.115965         1.8201652         200608.80         3876774.9         63.174447         2.0369524        -25.948983         26.104253    
   1.10000     225.95736         5.2072560         25.167844         1.8091017         201958.65         3932028.1         63.761268         2.0269842        -24.116803         22.869469    
   1.11000     236.06363         5.2378602         25.220077         1.7980165         203371.54         3983043.0         64.388732         2.0207142        -22.287762         19.785540    
   1.12000     246.22026         5.2594810         25.272571         1.7869182         204829.91         4029751.0         65.047175         2.0177170        -20.483877         16.908400    
   1.13000     256.41092         5.2732380         25.325241         1.7758166         206317.21         4072199.4         65.724442         2.0174737        -18.723291         14.275568    
   1.14000     266.62154         5.2803258         25.378013         1.7647238         207817.52         4110533.8         66.406596         2.0194031        -17.019439         11.906626    
   1.15000     276.84043         5.2819850         25.430829         1.7536538         209315.08         4144971.9         67.078833         2.0228977        -15.380584         9.8054430    
   1.16000     287.05829         5.2794721         25.483639         1.7426236         210793.89         4175773.6         67.726470         2.0273630        -13.809773         7.9636103    
   1.17000     297.26826         5.2740284         25.536409         1.7316529         212237.46         4203209.6         68.335916         2.0322540        -12.305228         6.3644427    
   1.18000     307.46582         5.2668510         25.589114         1.7207646         213628.62         4227532.9         68.895493         2.0371070        -10.861107         4.9869519    
   1.19000     317.64874         5.2590649         25.641744         1.7099840         214949.68         4248956.5         69.396037         2.0415612        -9.4685303         3.8093198    
   1.20000     327.81684         5.2516993         25.694297         1.6993391         216182.61         4267638.4         69.831200         2.0453701        -8.1167465         2.8115873    
   1.21000     337.97185         5.2456681         25.746782         1.6888596         217309.60         4283674.9         70.197481         2.0484013        -6.7942897         1.9774460    
   1.22000     348.11712         5.2417553         25.799217         1.6785762         218313.56         4297102.0         70.493987         2.0506258        -5.4900093         1.2951552    
   1.23000     358.25739         5.2406046         25.851626         1.6685201         219178.84         4307902.3         70.722010         2.0521011        -4.1938836        0.75770226    
   1.24000     368.39853         5.2427144         25.904040         1.6587215         219891.88         4316016.7         70.884494         2.0529489        -2.8975701        0.36236899    
   1.25000     378.54720         5.2484362         25.956493         1.6492092         220441.76         4321358.0         70.985461         2.0533320        -1.5946868        0.10989325    
   1.26000     388.71061         5.2579762         26.009022         1.6400097         220820.68         4323825.0         71.029469         2.0534327       -0.28084749        0.34104304E-02
   1.27000     398.89624         5.2714011         26.061665         1.6311465         221024.29         4323315.5         71.021163         2.0534345         1.0465027        0.47347566E-01
   1.28000     409.11156         5.2886445         26.114462         1.6226392         221051.75         4319736.2         70.964922         2.0535085         2.3883997        0.24641733    
