   emu(eV)      n(10^20/cm3)               DOS            intDOS       tau(1E-14s)         |vk|(m/s)        sigma(S/m)       ke(Wm-1K-1)      L(1E-8V2K-2)           S(uV/K)   PF(1E-4Wm-1K-2)
  -2.74000    -1947.4803        0.65063725         13.934595         3.9348334         351776.85         3286440.0         57.885150         2.2016662         141.82850         661.07798    
  -2.73000    -1946.2510        0.62001009         13.940948         3.9227119         346978.10         3036813.8         56.572589         2.3286161         145.75851         645.18756    
  -2.72000    -1945.0811        0.58936756         13.946995         3.9089163         342568.47         2802406.5         55.641502         2.4818625         149.17540         623.62796    
  -2.71000    -1943.9702        0.55899796         13.952736         3.8932349         338596.77         2583906.9         55.083279         2.6647283         151.92746         596.41620    
  -2.70000    -1942.9176        0.52918889         13.958176         3.8754200         335117.25         2381821.2         54.879533         2.8801245         153.84508         563.73676    
  -2.69000    -1941.9219        0.50021810         13.963323         3.8551875         332189.37         2196465.3         55.000206         3.1300407         154.74525         525.96763    
  -2.68000    -1940.9812        0.47234541         13.968185         3.8322213         329876.80         2027962.3         55.401934         3.4148770         154.43961         483.70129    
  -2.67000    -1940.0932        0.44580604         13.972774         3.8061800         328245.04         1876244.9         56.027073         3.7326600         152.74645         437.75568    
  -2.66000    -1939.2551        0.42080547         13.977106         3.7767091         327357.71         1741063.1         56.803862         4.0782455         149.50712         389.16901    
  -2.65000    -1938.4637        0.39751596         13.981196         3.7434586         327271.36         1621996.7         57.648268         4.4426932         144.60553         339.17182    
  -2.64000    -1937.7156        0.37607468         13.985062         3.7061063         328029.22         1518471.6         58.467878         4.8130532         137.98906         289.13189    
  -2.63000    -1937.0072        0.35658328         13.988724         3.6643865         329654.27         1429780.8         59.167916         5.1728136         129.68713         240.47130    
  -2.62000    -1936.3345        0.33910895         13.992201         3.6181207         332142.67         1355106.6         59.658951         5.5031602         119.82348         194.56168    
  -2.61000    -1935.6936        0.32368651         13.995513         3.5672489         335458.62         1293545.6         59.865269         5.7849980         108.61791         152.61057    
  -2.60000    -1935.0806        0.31032166         13.998681         3.5118559         339531.73         1244133.0         59.732483         6.0014165         96.375345         115.55765    
  -2.59000    -1934.4915        0.29899487         14.001726         3.4521871         344257.74         1205867.6         59.232846         6.1400652         83.462279         84.000159    
  -2.58000    -1933.9223        0.28966578         14.004668         3.3886515         349502.88         1177733.8         58.367124         6.1948551         70.274347         58.162196    
  -2.57000    -1933.3693        0.28227788         14.007526         3.3218077         355111.48         1158722.7         57.162704         6.1665644         57.200723         37.912511    
  -2.56000    -1932.8288        0.27676310         14.010320         3.2523341         360915.77         1147849.1         55.668455         6.0622577         44.591819         22.824179    
  -2.55000    -1932.2972        0.27304627         14.013067         3.1809871         366746.51         1144166.4         53.947574         5.8937642         32.735384         12.260948    
  -2.54000    -1931.7711        0.27104911         14.015786         3.1085522         372443.06         1146777.7         52.069903         5.6756754         21.843579         5.4717575    
  -2.53000    -1931.2472        0.27069378         14.018494         3.0357956         377861.51         1154843.8         50.104999         5.4233523         12.050830         1.6770931    
  -2.52000    -1930.7226        0.27190576         14.021205         2.9634216         382880.38         1167588.5         48.116804         5.1513016         3.4202268        0.13658393    
  -2.51000    -1930.1941        0.27461632         14.023937         2.8920415         387403.48         1184301.0         46.160211         4.8720943        -4.0446963        0.19374654    
  -2.50000    -1929.6590        0.27876434         14.026702         2.8221544         391360.31         1204336.9         44.279414         4.5958291        -10.385900         1.2990812    
  -2.49000    -1929.1145        0.28429770         14.029517         2.7541418         394704.55         1227116.9         42.507669         4.3300346        -15.676904         3.0158278    
  -2.48000    -1928.5580        0.29117429         14.032393         2.6882713         397411.19         1252124.9         40.868029         4.0798675        -20.010475         5.0137472    
  -2.47000    -1927.9869        0.29936260         14.035345         2.6247089         399472.99         1278905.3         39.374630         3.8484700        -23.488654         7.0559363    
  -2.46000    -1927.3987        0.30884209         14.038384         2.5635353         400896.85         1307059.5         38.034210         3.6373833        -26.215241         8.9826203    
  -2.45000    -1926.7910        0.31960326         14.041526         2.5047636         401700.35         1336241.5         36.847652         3.4469492        -28.290522         10.694657    
  -2.44000    -1926.1611        0.33164750         14.044781         2.4483562         401908.66         1366154.0         35.811410         3.2766629        -29.807884         12.138414    
  -2.43000    -1925.5068        0.34498677         14.048163         2.3942403         401552.03         1396543.2         34.918758         3.1254634        -30.851908         13.292860    
  -2.42000    -1924.8253        0.35964324         14.051685         2.3423204         400663.72         1427193.5         34.160828         2.9919584        -31.497577         14.159149    
  -2.41000    -1924.1142        0.37564889         14.055360         2.2924872         399278.42         1457922.5         33.527442         2.8745906        -31.810251         14.752602    
  -2.40000    -1923.3708        0.39304532         14.059203         2.2446253         397430.98         1488576.3         33.007754         2.7717552        -31.846148         15.096801    
  -2.39000    -1922.5923        0.41188360         14.063226         2.1986181         395155.54         1519025.1         32.590712         2.6818773        -31.653094         15.219392    
  -2.38000    -1921.7760        0.43222445         14.067445         2.1543516         392484.79         1549159.0         32.265397         2.6034607        -31.271393         15.149226    
  -2.37000    -1920.9188        0.45413858         14.071876         2.1117166         389449.53         1578885.0         32.021251         2.5351158        -30.734695         14.914488    
  -2.36000    -1920.0175        0.47770728         14.076534         2.0706105         386078.25         1608123.6         31.848234         2.4755741        -30.070838         14.541543    
  -2.35000    -1919.0691        0.50302311         14.081436         2.0309389         382397.00         1636805.9         31.736933         2.4236940        -29.302619         14.054328    
  -2.34000    -1918.0698        0.53019084         14.086600         1.9926160         378429.19         1664870.7         31.678636         2.3784606        -28.448536         13.474118    
  -2.33000    -1917.0161        0.55932844         14.092046         1.9555649         374195.68         1692262.3         31.665372         2.3389822        -27.523465         12.819583    
  -2.32000    -1915.9041        0.59056826         14.097794         1.9197178         369714.89         1718928.0         31.689926         2.3044833        -26.539312         12.107013    
  -2.31000    -1914.7294        0.62405826         14.103865         1.8850162         365003.01         1744816.6         31.745829         2.2742955        -25.505592         11.350647    
  -2.30000    -1913.4876        0.65996326         14.110283         1.8514103         360074.33         1769877.8         31.827317         2.2478471        -24.429939         10.563018    
  -2.29000    -1912.1739        0.69846623         14.117073         1.8188589         354941.63         1794060.9         31.929283         2.2246516        -23.318529         9.7552743    
  -2.28000    -1910.7830        0.73976930         14.124262         1.7873286         349616.61         1817315.4         32.047217         2.2042966        -22.176420         8.9374405    
  -2.27000    -1909.3093        0.78409475         14.131878         1.7567936         344110.34         1839590.8         32.177142         2.1864334        -21.007808         8.1186291    
  -2.26000    -1907.7467        0.83168545         14.139954         1.7272346         338433.69         1860836.9         32.315567         2.1707684        -19.816237         7.3071944    
  -2.25000    -1906.0887        0.88280505         14.148524         1.6986378         332597.80         1881004.1         32.459428         2.1570546        -18.604753         6.5108477    
  -2.24000    -1904.3281        0.93773761         14.157623         1.6709940         326614.40         1900043.8         32.606048         2.1450853        -17.376035         5.7367373    
  -2.23000    -1902.4573        0.99678666         14.167292         1.6442970         320496.15         1917909.0         32.753092         2.1346875        -16.132495         4.9915003    
  -2.22000    -1900.4680         1.0602735         14.177574         1.6185430         314256.90         1934554.7         32.898530         2.1257172        -14.876359         4.2812868    
  -2.21000    -1898.3514         1.1285347         14.188514         1.5937284         307911.85         1949938.4         33.040604         2.1180543        -13.609723         3.6117646    
  -2.20000    -1896.0977         1.2019189         14.200161         1.5698497         301477.64         1964020.6         33.177792         2.1115991        -12.334600         2.9881072    
  -2.19000    -1893.6968         1.2807821         14.212570         1.5469014         294972.32         1976765.3         33.308786         2.1062683        -11.052955         2.4149711    
  -2.18000    -1891.1377         1.3654827         14.225797         1.5248755         288415.27         1988141.0         33.432460         2.1019926        -9.7667253         1.8964663    
  -2.17000    -1888.4089         1.4563745         14.239901         1.5037608         281827.06         1998120.2         33.547849         2.0987131        -8.4778314         1.4361215    
  -2.16000    -1885.4979         1.5537995         14.254946         1.4835415         275229.13         2006681.2         33.654117         2.0963792        -7.1881691         1.0368477    
  -2.15000    -1882.3918         1.6580796         14.270999         1.4641974         268643.53         2013807.2         33.750547         2.0949465        -5.8995810        0.70090672    
  -2.14000    -1879.0771         1.7695074         14.288131         1.4457036         262092.47         2019487.5         33.836518         2.0943753        -4.6138103        0.42989326    
  -2.13000    -1875.5396         1.8883376         14.306414         1.4280300         255597.92         2023716.8         33.911516         2.0946308        -3.3324472        0.22473789    
  -2.12000    -1871.7650         2.0147782         14.325923         1.4111416         249181.07         2026495.1         33.975138         2.0956835        -2.0568805        0.85736087E-01
  -2.11000    -1867.7381         2.1489835         14.346736         1.3949992         242861.86         2027826.7         34.027122         2.0975117       -0.78826701        0.12600203E-01
  -2.10000    -1863.4441         2.2910492         14.368929         1.3795596         236658.46         2027719.7         34.067376         2.1001039        0.47247148        0.45264643E-02
  -2.09000    -1858.8675         2.4410101         14.392583         1.3647768         230586.84         2026184.7         34.096015         2.1034617         1.7246221        0.60265243E-01
  -2.08000    -1853.9931         2.5988422         14.417776         1.3506027         224660.32         2023234.2         34.113400         2.1076033         2.9676239        0.17818201    
  -2.07000    -1848.8059         2.7644682         14.444586         1.3369888         218889.35         2018881.5         34.120177         2.1125668         4.2009803        0.35629696    
  -2.06000    -1843.2907         2.9377676         14.473091         1.3238867         213281.25         2013140.2         34.117310         2.1184137         5.4241381        0.59229148    
  -2.05000    -1837.4329         3.1185902         14.503366         1.3112503         207840.25         2006023.4         34.106119         2.1252319         6.6363276        0.88346965    
  -2.04000    -1831.2181         3.3067711         14.535487         1.2990366         202567.54         1997544.2         34.088301         2.1331380         7.8363621         1.2266634    
  -2.03000    -1824.6322         3.5021477         14.569526         1.2872073         197461.60         1987715.6         34.065937         2.1422794         9.0223990         1.6180737    
  -2.02000    -1817.6614         3.7045729         14.605553         1.2757293         192518.61         1976551.8         34.041484         2.1528328         10.191676         2.0530495    
  -2.01000    -1810.2923         3.9139258         14.643640         1.2645759         187733.03         1964069.8         34.017728         2.1650025         11.340243         2.5258156    
  -2.00000    -1802.5115         4.1301136         14.683855         1.2537273         183098.29         1950292.2         33.997719         2.1790144         12.462713         3.0291787    
  -1.99000    -1794.3058         4.3530657         14.726265         1.2431701         178607.58         1935249.6         33.984680         2.1951096         13.552066         3.5542501    
  -1.98000    -1785.6623         4.5827163         14.770938         1.2328978         174254.53         1918983.8         33.981893         2.2135344         14.599510         4.0902315    
  -1.97000    -1776.5681         4.8189761         14.817941         1.2229092         170033.99         1901550.9         33.992583         2.2345302         15.594433         4.6243120    
  -1.96000    -1767.0104         5.0616935         14.867339         1.2132081         165942.63         1883024.1         34.019795         2.2583218         16.524419         5.1417185    
  -1.95000    -1756.9771         5.3106074         14.919196         1.2038016         161979.40         1863495.5         34.066272         2.2851056         17.375358         5.6259501    
  -1.94000    -1746.4565         5.5652938         14.973571         1.1946985         158145.82         1843077.9         34.134342         2.3150365         18.131611         6.0592167    
  -1.93000    -1735.4380         5.8251132         15.030519         1.1859079         154446.09         1821905.6         34.225812         2.3482153         18.776256         6.4230877    
  -1.92000    -1723.9126         6.0891608         15.090087         1.1774378         150886.96         1800134.1         34.341860         2.3846737         19.291398         6.6993437    
  -1.91000    -1711.8731         6.3562273         15.152312         1.1692934         147477.50         1777940.2         34.482942         2.4243604         19.658561         6.8710098    
  -1.90000    -1699.3152         6.6247766         15.217217         1.1614766         144228.63         1755519.9         34.648699         2.4671252         19.859161         6.9235293    
  -1.89000    -1686.2378         6.8929432         15.284807         1.1539848         141152.60         1733087.1         34.837883         2.5127042         19.875076         6.8460177    
  -1.88000    -1672.6436         7.1585560         15.355067         1.1468110         138262.39         1710870.7         35.048295         2.5607060         19.689308         6.6325129    
  -1.87000    -1658.5399         7.4191877         15.427961         1.1399437         135571.03         1689111.5         35.276757         2.6106001         19.286722         6.2831169    
  -1.86000    -1643.9388         7.6722315         15.503426         1.1333674         133091.10         1668058.3         35.519100         2.6617100         18.654865         5.8049093    
  -1.85000    -1628.8577         7.9149997         15.581371         1.1270631         130834.09         1647964.8         35.770207         2.7132108         17.784826         5.2125134    
  -1.84000    -1613.3189         8.1448392         15.661682         1.1210092         128810.03         1629084.2         36.024079         2.7641357         16.672124         4.5281978    
  -1.83000    -1597.3499         8.3592550         15.744217         1.1151825         127027.06         1611666.0         36.273968         2.8133907         15.317571         3.7814195    
  -1.82000    -1580.9829         8.5560329         15.828809         1.1095592         125491.22         1595950.6         36.512547         2.8597805         13.728099         3.0077397    
  -1.81000    -1564.2536         8.7333505         15.915273         1.1041154         124206.20         1582165.2         36.732158         2.9020483         11.917456         2.2470820    
  -1.80000    -1547.2013         8.8898681         16.003406         1.0988285         123173.20         1570518.2         36.925120         2.9389281         9.9067246         1.5413567    
  -1.79000    -1529.8669         9.0247923         16.092998         1.0936776         122390.85         1561194.3         37.084122         2.9692109         7.7245479        0.93154344    
  -1.78000    -1512.2926         9.1379059         16.183829         1.0886440         121855.05         1554348.2         37.202660         2.9918216         5.4069608        0.45441720    
  -1.77000    -1494.5202         9.2295633         16.275684         1.0837121         121558.94         1550098.2         37.275535         3.0059011         2.9967272        0.13920462    
  -1.76000    -1476.5907         9.3006512         16.368352         1.0788694         121492.86         1548520.0         37.299336         3.0108859        0.54210934        0.45508297E-02
  -1.75000    -1458.5424         9.3525191         16.461633         1.0741071         121644.31         1549640.5         37.272885         3.0065751        -1.9049416        0.56233393E-01
  -1.74000    -1440.4110         9.3868854         16.555344         1.0694201         121998.04         1553432.6         37.197572         2.9931756        -4.2911077        0.28604295    
  -1.73000    -1422.2284         9.4057273         16.649319         1.0648068         122536.25         1559811.4         37.077531         2.9713153        -6.5643877        0.67214121    
  -1.72000    -1404.0227         9.4111654         16.743414         1.0602694         123238.85         1568632.9         36.919612         2.9420214        -8.6769139         1.1810054    
  -1.71000    -1385.8177         9.4053503         16.837505         1.0558133         124083.92         1579695.5         36.733146         2.9066636        -10.587635         1.7708073    
  -1.70000    -1367.6332         9.3903619         16.931490         1.0514467         125048.25         1592744.4         36.529501         2.8668679        -12.264595         2.3958106    
  -1.69000    -1349.4850         9.3681258         17.025288         1.0471798         126107.98         1607479.9         36.321476         2.8244114        -13.686582         3.0111719    
  -1.68000    -1331.3854         9.3403515         17.118835         1.0430248         127239.37         1623568.5         36.122597         2.7811112        -14.844017         3.5774495    
  -1.67000    -1313.3437         9.3084940         17.212082         1.0389946         128419.55         1640656.8         35.946373         2.7387181        -15.739028         4.0641860    
  -1.66000    -1295.3666         9.2737367         17.304995         1.0351022         129627.22         1658387.1         35.805593         2.6988265        -16.384771         4.4521180    
  -1.65000    -1277.4589         9.2369928         17.397550         1.0313608         130843.37         1676413.9         35.711699         2.6628044        -16.804121         4.7338324    
  -1.64000    -1259.6236         9.1989218         17.489730         1.0277824         132051.83         1694420.2         35.674293         2.6317479        -17.027904         4.9129630    
  -1.63000    -1241.8628         9.1599566         17.581525         1.0243780         133239.65         1712131.9         35.700782         2.6064567        -17.092836         5.0022509    
  -1.62000    -1224.1781         9.1203367         17.672927         1.0211575         134397.43         1729330.5         35.796168         2.5874297        -17.039353         5.0209301    
  -1.61000    -1206.5707         9.0801459         17.763930         1.0181289         135519.33         1745861.2         35.962990         2.5748746        -16.909448         4.9919309    
  -1.60000    -1189.0415         9.0393505         17.854528         1.0152991         136603.05         1761638.5         36.201385         2.5687297        -16.744641         4.9393350    
  -1.59000    -1171.5920         8.9978372         17.944715         1.0126733         137649.49         1776645.9         36.509274         2.5686937        -16.584152         4.8863821    
  -1.58000    -1154.2236         8.9554494         18.034482         1.0102556         138662.39         1790933.3         36.882638         2.5742610        -16.463343         4.8541755    
  -1.57000    -1136.9382         8.9120217         18.123820         1.0080487         139647.73         1804608.9         37.315890         2.5847629        -16.412490         4.8610718    
  -1.56000    -1119.7380         8.8674109         18.212718         1.0060544         140613.16         1817829.8         37.802296         2.5994112        -16.455910         4.9226283    
  -1.55000    -1102.6253         8.8215251         18.301164         1.0042736         141567.21         1830789.1         38.334442         2.6173441        -16.611493         5.0519107    
  -1.54000    -1085.6026         8.7743485         18.389145         1.0027067         142518.66         1843703.7         38.904699         2.6376729        -16.890618         5.2599575    
  -1.53000    -1068.6724         8.7259608         18.476647         1.0013533         143475.81         1856801.0         39.505669         2.6595249        -17.298468         5.5562353    
  -1.52000    -1051.8368         8.6765516         18.563660         1.0002125         144445.92         1870307.8         40.130566         2.6820830        -17.834663         5.9489854    
  -1.51000    -1035.0976         8.6264239         18.650176        0.99928339         145434.77         1884441.0         40.773518         2.7046163        -18.494168         6.4454336    
  -1.50000    -1018.4558         8.5759872         18.736188        0.99856419         146446.41         1899400.5         41.429757         2.7265023        -19.268352         7.0518923    
  -1.49000    -1001.9114         8.5257356         18.821696        0.99805296         147483.07         1915365.4         42.095714         2.7472378        -20.146113         7.7738141    
  -1.48000    -985.46368         8.4762117         18.906705        0.99774723         148545.42         1932492.3         42.768988         2.7664398        -21.114967         8.6158587    
  -1.47000    -969.11062         8.4279549         18.991225        0.99764396         149632.96         1950915.5         43.448241         2.7838367        -22.162015         9.5820177    
  -1.46000    -952.84931         8.3814394         19.075270        0.99773950         150744.69         1970750.0         44.133006         2.7992520        -23.274732         10.675812    
  -1.45000    -936.67603         8.3370059         19.158860        0.99802946         151879.88         1992094.6         44.823454         2.8125832        -24.441531         11.900543    
  -1.44000    -920.58657         8.2947953         19.242017        0.99850875         153038.91         2015036.6         45.520125         2.8237777        -25.652110         13.259560    
  -1.43000    -904.57670         8.2546922         19.324763        0.99917156         154224.14         2039656.9         46.223662         2.8328086        -26.897560         14.756484    
  -1.42000    -888.64269         8.2162845         19.407117         1.0000116         155440.57         2066034.3         46.934556         2.8396525        -28.170282         16.395321    
  -1.41000    -872.78192         8.1788468         19.489092         1.0010221         156696.37         2094250.1         47.652922         2.8442712        -29.463726         18.180419    
  -1.40000    -856.99345         8.1413483         19.570694         1.0021963         158003.12         2124392.0         48.378322         2.8465980        -30.772005         20.116214    
  -1.39000    -841.27862         8.1024868         19.651915         1.0035279         159375.79         2156556.7         49.109646         2.8465311        -32.089421         22.206731    
  -1.38000    -825.64151         8.0607449         19.732734         1.0050109         160832.51         2190851.3         49.845050         2.8439317        -33.409964         24.454844    
  -1.37000    -810.08927         8.0144641         19.813114         1.0066406         162394.07         2227394.1         50.581972         2.8386294        -34.726809         26.861287    
  -1.36000    -794.63236         7.9619301         19.893002         1.0084136         164083.32         2266313.5         51.317204         2.8304339        -36.031873         29.423455    
  -1.35000    -779.28450         7.9014632         19.972327         1.0103284         165924.48         2307745.2         52.047042         2.8191501        -37.315463         32.134056    
  -1.34000    -764.06258         7.8315083         20.051000         1.0123852         167942.40         2351828.8         52.767495         2.8045991        -38.566047         34.979690    
  -1.33000    -748.98629         7.7507180         20.128921         1.0145868         170161.82         2398701.9         53.474550         2.7866400        -39.770187         37.939496    
  -1.32000    -734.07769         7.6580267         20.205975         1.0169386         172606.59         2448493.8         54.164480         2.7651939        -40.912657         40.984003    
  -1.31000    -719.36055         7.5527114         20.282039         1.0194486         175298.93         2501317.1         54.834180         2.7402653        -41.976756         44.074409    
  -1.30000    -704.85970         7.4344377         20.356986         1.0221280         178258.63         2557259.4         55.481489         2.7119604        -42.944826         47.162461    
  -1.29000    -690.60019         7.3032892         20.430685         1.0249910         181502.25         2616373.7         56.105487         2.6804985        -43.798944         50.191138    
  -1.28000    -676.60650         7.1597789         20.503010         1.0280552         185042.28         2678670.0         56.706710         2.6462157        -44.521758         53.096246    
  -1.27000    -662.90172         7.0048404         20.573842         1.0313415         188886.29         2744107.4         57.287271         2.6095585        -45.097382         55.808940    
  -1.26000    -649.50674         6.8398005         20.643073         1.0348740         193036.11         2812588.2         57.850848         2.5710682        -45.512288         58.259061    
  -1.25000    -636.43953         6.6663311         20.710610         1.0386797         197487.03         2883954.7         58.402543         2.5313566        -45.756080         60.379020    
  -1.24000    -623.71455         6.4863835         20.776378         1.0427885         202227.20         2957988.6         58.948610         2.4910766        -45.822105         62.107862    
  -1.23000    -611.34228         6.3021094         20.840323         1.0472319         207237.14         3034414.3         59.496095         2.4508887        -45.707807         63.395096    
  -1.22000    -599.32892         6.1157713         20.902414         1.0520430         212489.57         3112904.2         60.052397         2.4114297        -45.414827         64.203853    
  -1.21000    -587.67624         5.9296517         20.962640         1.0572551         217949.46         3193087.8         60.624821         2.3732835        -44.948835         64.513074    
  -1.20000    -576.38166         5.7459657         21.021015         1.0629006         223574.50         3274561.9         61.220140         2.3369592        -44.319142         64.318497    
  -1.19000    -565.43845         5.5667839         21.077574         1.0690104         229315.88         3356903.4         61.844215         2.3028744        -43.538134         63.632422    
  -1.18000    -554.83604         5.3939713         21.132372         1.0756121         235119.36         3439681.3         62.501681         2.2713471        -42.620593         62.482326    
  -1.17000    -544.56050         5.2291442         21.185480         1.0827296         240926.66         3522469.5         63.195730         2.2425932        -41.582974         60.908560    
  -1.16000    -534.59505         5.0736465         21.236986         1.0903814         246677.06         3604858.4         63.927972         2.2167297        -40.442669         58.961404    
  -1.15000    -524.92055         4.9285440         21.286988         1.0985804         252309.04         3686464.5         64.698393         2.1937819        -39.217330         56.697786    
  -1.14000    -515.51608         4.7946328         21.335594         1.1073331         257762.05         3766939.4         65.505384         2.1736938        -37.924258         54.177982    
  -1.13000    -506.35942         4.6724605         21.382919         1.1166390         262978.13         3845974.9         66.345829         2.1563398        -36.579888         51.462536    
  -1.12000    -497.42751         4.5623530         21.429083         1.1264906         267903.41         3923307.1         67.215251         2.1415368        -35.199369         48.609602    
  -1.11000    -488.69684         4.4644443         21.474207         1.1368734         272489.51         3998717.7         68.107984         2.1290570        -33.796252         45.672820    
  -1.10000    -480.14381         4.3787072         21.518413         1.1477661         276694.59         4072033.5         69.017377         2.1186398        -32.382262         42.699787    
  -1.09000    -471.74502         4.3049794         21.561821         1.1591409         280484.28         4143123.2         69.936008         2.1100027        -30.967166         39.731116    
  -1.08000    -463.47748         4.2429860         21.604551         1.1709641         283832.36         4211893.9         70.855904         2.1028517        -29.558704         36.800033    
  -1.07000    -455.31882         4.1923572         21.646719         1.1831973         286721.15         4278284.8         71.768763         2.0968906        -28.162600         33.932449    
  -1.06000    -447.24748         4.1526399         21.688435         1.1957980         289141.71         4342261.4         72.666168         2.0918296        -26.782620         31.147420    
  -1.05000    -439.24285         4.1233062         21.729806         1.2087211         291093.80         4403808.0         73.539793         2.0873921        -25.420681         28.457893    
  -1.04000    -431.28541         4.1037585         21.770934         1.2219207         292585.51         4462920.4         74.381588         2.0833216        -24.077010         25.871657    
  -1.03000    -423.35685         4.0933330         21.811912         1.2353513         293632.68         4519599.0         75.183947         2.0793865        -22.750319         23.392406    
  -1.02000    -415.44022         4.0913038         21.852828         1.2489695         294258.01         4573842.0         75.939851         2.0753846        -21.438020         21.020861    
  -1.01000    -407.52003         4.0968877         21.893763         1.2627357         294489.95         4625639.0         76.642988         2.0711460        -20.136444         18.755873    
  -1.00000    -399.58233         4.1092518         21.934789         1.2766154         294361.38         4674965.8         77.287847         2.0665351        -18.841080         16.595488    
  -0.99000    -391.61485         4.1275236         21.975968         1.2905799         293908.18         4721780.1         77.869777         2.0614518        -17.546813         14.537920    
  -0.98000    -383.60702         4.1508032         22.017356         1.3046067         293167.78         4766018.4         78.385024         2.0558310        -16.248161         12.582419    
  -0.97000    -375.55005         4.1781778         22.058998         1.3186798         292177.75         4807593.7         78.830734         2.0496411        -14.939504         10.730009    
  -0.96000    -367.43688         4.2087356         22.100930         1.3327888         290974.60         4846395.5         79.204917         2.0428821        -13.615291         8.9840615    
  -0.95000    -359.26223         4.2415791         22.143180         1.3469281         289592.85         4882289.6         79.506397         2.0355818        -12.270231         7.3507056    
  -0.94000    -351.02254         4.2758351         22.185766         1.3610956         288064.36         4915120.5         79.734731         2.0277919        -10.899440         5.8390551    
  -0.93000    -342.71588         4.3106602         22.228699         1.3752917         286418.06         4944713.7         79.890114         2.0195839        -9.4985632         4.4612544    
  -0.92000    -334.34195         4.3452413         22.271979         1.3895175         284679.92         4970879.7         79.973282         2.0110445        -8.0638549         3.2323521    
  -0.91000    -325.90198         4.3787908         22.315600         1.4037743         282873.30         4993417.5         79.985411         2.0022713        -6.5922349         2.1700175    
  -0.90000    -317.39872         4.4105378         22.359549         1.4180624         281019.36         5012119.0         79.928030         1.9933692        -5.0813140         1.2941167    
  -0.89000    -308.83639         4.4397167         22.403802         1.4323812         279137.71         5026774.2         79.802935         1.9844470        -3.5294042        0.62616988    
