   emu(eV)      n(10^20/cm3)               DOS            intDOS       tau(1E-14s)         |vk|(m/s)        sigma(S/m)       ke(Wm-1K-1)      L(1E-8V2K-2)           S(uV/K)   PF(1E-4Wm-1K-2)
  -0.96000    -357.90604         4.2957985         22.150189         1.3408163         144957.70         1218225.0         22.297607         2.2879196         5.7677052        0.40525989    
  -0.95000    -349.56436         4.3270250         22.193303         1.3548833         143681.95         1216981.4         21.926435         2.2521334         6.5103839        0.51581876    
  -0.94000    -341.16166         4.3587257         22.236732         1.3689871         142369.86         1215047.9         21.560908         2.2181130         7.4003510        0.66542334    
  -0.93000    -332.69782         4.3901013         22.280476         1.3831278         141029.43         1212324.5         21.201031         2.1859897         8.4278263        0.86109295    
  -0.92000    -324.17421         4.4203744         22.324530         1.3973049         139668.26         1208723.6         20.846516         2.1558399         9.5834420         1.1101203    
  -0.91000    -315.59372         4.4487789         22.368878         1.4115175         138293.71         1204168.8         20.496885         2.1277006         10.858522         1.4198053    
  -0.90000    -306.96069         4.4745465         22.413497         1.4257632         136913.06         1198593.5         20.151584         2.1015866         12.245207         1.7972322    
  -0.89000    -298.28099         4.4968965         22.458357         1.4400394         135533.59         1191939.6         19.810091         2.0775057         13.736424         2.2490631    
  -0.88000    -289.56199         4.5150276         22.503421         1.4543439         134162.67         1184156.4         19.472000         2.0554717         15.325710         2.7813155    
  -0.87000    -280.81266         4.5281176         22.548641         1.4686757         132807.75         1175199.9         19.137093         2.0355146         17.006920         3.3990932    
  -0.86000    -272.04355         4.5353311         22.593963         1.4830367         131476.35         1165033.1         18.805367         2.0176860         18.773858         4.1062491    
  -0.85000    -263.26684         4.5358359         22.639325         1.4974331         130175.92         1153626.8         18.477042         2.0020603         20.619870         4.9049792    
  -0.84000    -254.49629         4.5288289         22.684655         1.5118766         128913.72         1140961.4         18.152523         1.9887309         22.537458         5.7953653    
  -0.83000    -245.74718         4.5135691         22.729874         1.5263855         127696.57         1127029.3         17.832337         1.9778031         24.517951         6.7749106    
  -0.82000    -237.03610         4.4894163         22.774897         1.5409857         126530.71         1111836.7         17.517053         1.9693823         26.551298         7.8381314    
  -0.81000    -228.38077         4.4558705         22.819631         1.5557110         125421.56         1095406.8         17.207179         1.9635604         28.625988         8.9762800    
  -0.80000    -219.79970         4.4126093         22.863982         1.5706034         124373.57         1077781.0         16.903060         1.9604006         30.729155         10.177280    
  -0.79000    -211.31185         4.3595178         22.907851         1.5857122         123390.02         1059020.6         16.604784         1.9599222         32.846850         11.425938    
  -0.78000    -202.93616         4.2967086         22.951140         1.6010939         122472.97         1039206.7         16.312108         1.9620867         34.964490         12.704463    
  -0.77000    -194.69114         4.2245281         22.993753         1.6168104         121623.16         1018438.4         16.024409         1.9667867         37.067445         13.993298    
  -0.76000    -186.59439         4.1435484         23.035601         1.6329279         120839.99         996830.92         15.740674         1.9738395         39.141729         15.272196    
  -0.75000    -178.66223         4.0545445         23.076598         1.6495151         120121.59         974511.07         15.459525         1.9829847         41.174722         16.521449    
  -0.74000    -170.90929         3.9584600         23.116668         1.6666413         119464.84         951612.96         15.179283         1.9938887         43.155881         17.723126    
  -0.73000    -163.34825         3.8563638         23.155747         1.6843748         118865.48         928272.61         14.898055         2.0061530         45.077353         18.862200    
  -0.72000    -155.98965         3.7494014         23.193779         1.7027807         118318.27         904622.85         14.613849         2.0193290         46.934447         19.927415    
  -0.71000    -148.84176         3.6387460         23.230723         1.7219194         117817.08         880788.50         14.324687         2.0329352         48.725928         20.911822    
  -0.70000    -141.91061         3.5255526         23.266546         1.7418447         117355.10         856882.47         14.028722         2.0464770         50.454124         21.812960    
  -0.69000    -135.20003         3.4109182         23.301229         1.7626030         116925.01         833002.80         13.724336         2.0594673         52.124829         22.632668    
  -0.68000    -128.71182         3.2958495         23.334763         1.7842315         116519.11         809230.84         13.410224         2.0714459         53.747052         23.376620    
  -0.67000    -122.44594         3.1812398         23.367147         1.8067580         116129.58         785630.59         13.085440         2.0819963         55.332622         24.053645    
  -0.66000    -116.40074         3.0678552         23.398392         1.8302000         115748.57         762248.95         12.749433         2.0907594         56.895708         24.674925    
  -0.65000    -110.57321         2.9563276         23.428511         1.8545643         115368.45         739116.79         12.402045         2.0974434         58.452277         25.253172    
  -0.64000    -104.95926         2.8471562         23.457526         1.8798478         114981.89         716250.71         12.043493         2.1018292         60.019552         25.801833    
  -0.63000    -99.553951         2.7407137         23.485463         1.9060374         114582.02         693655.10         11.674332         2.1037710         61.615491         26.334398    
  -0.62000    -94.351731         2.6372568         23.512350         1.9331103         114162.55         671324.50         11.295408         2.1031944         63.258320         26.863822    
  -0.61000    -89.346662         2.5369391         23.538218         1.9610356         113717.82         649245.97         10.907801         2.1000903         64.966149         27.402079    
  -0.60000    -84.532594         2.4398260         23.563100         1.9897744         113242.86         627401.40         10.512772         2.0945069         66.756665         27.959844    
  -0.59000    -79.903324         2.3459093         23.587026         2.0192810         112733.45         605769.62         10.111705         2.0865409         68.646922         28.546287    
  -0.58000    -75.452725         2.2551214         23.610028         2.0495035         112186.08         584328.34         9.7060596         2.0763283         70.653208         29.168945    
  -0.57000    -71.174847         2.1673482         23.632138         2.0803850         111597.99         563055.77         9.2973313         2.0640343         72.790979         29.833660    
  -0.56000    -67.063995         2.0824417         23.653385         2.1118634         110967.14         541932.02         8.8870166         2.0498458         75.074853         30.544554    
  -0.55000    -63.114786         2.0002297         23.673796         2.1438728         110292.16         520940.31         8.4765867         2.0339630         77.518636         31.304027    
  -0.54000    -59.322187         1.9205248         23.693398         2.1763431         109572.34         500067.85         8.0674689         2.0165936         80.135390         32.112761    
  -0.53000    -55.681534         1.8431320         23.712214         2.2092008         108807.61         479306.65         7.6610326         1.9979466         82.937510         32.969733    
  -0.52000    -52.188545         1.7678549         23.730267         2.2423686         107998.48         458654.03         7.2585810         1.9782289         85.936816         33.872226    
  -0.51000    -48.839313         1.6945005         23.747578         2.2757656         107146.06         438113.05         6.8613466         1.9576416         89.144652         34.815832    
  -0.50000    -45.630299         1.6228836         23.764163         2.3093074         106251.97         417692.78         6.4704896         1.9363782         92.571962         35.794468    
  -0.49000    -42.558312         1.5528303         23.780041         2.3429061         105318.41         397408.34         6.0870984         1.9146234         96.229367         36.800374    
  -0.48000    -39.620483         1.4841810         23.795225         2.3764700         104348.07         377280.94         5.7121914         1.8925523         100.12721         37.824142    
  -0.47000    -36.814237         1.4167929         23.809728         2.4099038         103344.15         357337.74         5.3467183         1.8703308         104.27558         38.854747    
  -0.46000    -34.137255         1.3505429         23.823564         2.4431092         102310.34         337611.55         4.9915620         1.8481158         108.68429         39.879607    
  -0.45000    -31.587439         1.2853293         23.836743         2.4759846         101250.81         318140.45         4.6475387         1.8260562         113.36289         40.884690    
  -0.44000    -29.162862         1.2210744         23.849274         2.5084263         100170.16         298967.27         4.3153976         1.8042935         118.32053         41.854662    
  -0.43000    -26.861723         1.1577263         23.861167         2.5403289         99073.440         280138.89         3.9958192         1.7829635         123.56590         42.773095    
  -0.42000    -24.682297         1.0952606         23.872431         2.5715862         97966.056         261705.39         3.6894126         1.7621974         129.10710         43.622741    
  -0.41000    -22.622876         1.0336822         23.883075         2.6020930         96853.749         243719.14         3.3967115         1.7421238         134.95146         44.385880    
  -0.40000    -20.681714        0.97302547         23.893108         2.6317460         95742.518         226233.61         3.1181699         1.7228707         141.10534         45.044736    
  -0.39000    -18.856971        0.91335523         23.902539         2.6604457         94638.533         209302.12         2.8541572         1.7045678         147.57394         45.581960    
  -0.38000    -17.146652        0.85476531         23.911379         2.6880983         93548.040         192976.58         2.6049530         1.6873505         154.36104         45.981164    
  -0.37000    -15.548554        0.79737685         23.919638         2.7146179         92477.240         177305.97         2.3707427         1.6713641         161.46875         46.227488    
  -0.36000    -14.060214        0.74133493         23.927331         2.7399278         91432.167         162335.04         2.1516145         1.6567699         168.89729         46.308172    
  -0.35000    -12.678872        0.68680380         23.934470         2.7639629         90418.555         148102.93         1.9475574         1.6437533         176.64473         46.213094    
  -0.34000    -11.401435        0.63396081         23.941073         2.7866714         89441.703         134641.96         1.7584614         1.6325348         184.70677         45.935243    
  -0.33000    -10.224458        0.58298922         23.947156         2.8080156         88506.352         121976.63         1.5841205         1.6233853         193.07647         45.471084    
  -0.32000    -9.1441458        0.53407011         23.952739         2.8279734         87616.577         110122.90         1.4242374         1.6166454         201.74412         44.820780    
  -0.31000    -8.1563590        0.48737414         23.957844         2.8465386         86775.699         99087.773         1.2784326         1.6127528         210.69698         43.988253    
  -0.30000    -7.2566455        0.44305352         23.962495         2.8637208         85986.229         88869.185         1.1462544         1.6122776         219.91911         42.981062    
  -0.29000    -6.4402822        0.40123490         23.966714         2.8795447         85249.852         79456.305         1.0271920         1.6159699         229.39104         41.810106    
  -0.28000    -5.7023306        0.36201371         23.970528         2.8940497         84567.433         70830.117        0.92069102         1.6248226         239.08948         40.489171    
  -0.27000    -5.0377006        0.32545033         23.973963         2.9072878         83939.076         62964.291        0.82616932         1.6401545         248.98676         39.034340    
  -0.26000    -4.4412213        0.29156830         23.977046         2.9193226         83364.202         55826.264        0.74303410         1.6637198         259.05015         37.463319    
  -0.25000    -3.9077114        0.26035460         23.979803         2.9302273         82841.662         49378.468        0.67069885         1.6978525         269.24071         35.794728    
  -0.24000    -3.4320489        0.23176174         23.982262         2.9400835         82369.866         43579.597        0.60859956         1.7456551         279.51186         34.047380    
  -0.23000    -3.0092340        0.20571145         23.984447         2.9489795         81946.935         38385.886        0.55620985         1.8112447         289.80717         32.239614    
  -0.22000    -2.6344445        0.18209932         23.986384         2.9570097         81570.863         33752.290        0.51305435         1.9000724         300.05749         30.388703    
  -0.21000    -2.3030811        0.16080021         23.988097         2.9642739         81239.686         29633.559        0.47871993         2.0193319         310.17693         28.510366    
  -0.20000    -2.0108024        0.14167368         23.989607         2.9708780         80951.666         25985.154        0.45286445         2.1784769         320.05766         26.618387    
  -0.19000    -1.7535491        0.12456938         23.990937         2.9769353         80705.488         22763.995        0.43522227         2.3898610         329.56298         24.724374    
  -0.18000    -1.5275584        0.10933187         23.992105         2.9825682         80500.479         19929.045        0.42560593         2.6695078         338.51846         22.837638    
  -0.17000    -1.3293698        0.95804869E-01     23.993129         2.9879128         80336.857         17441.737        0.42390262         3.0379903         346.70077         20.965215    
  -0.16000    -1.1558231        0.83834742E-01     23.994026         2.9931234         80216.029         15266.250        0.43006365         3.5213595         353.82396         19.112032    
  -0.15000    -1.0040503        0.73273256E-01     23.994811         2.9983800         80140.959         13369.679        0.44408411         4.1519706         359.52326         17.281242    
  -0.14000   -0.87146365        0.63979617E-01     23.995496         3.0038983         80116.615         11722.089        0.46596893         4.9689194         363.33700         15.474773    
  -0.13000   -0.75573916        0.55821873E-01     23.996094         3.0099424         80150.540         10296.506        0.49568049         6.0175813         364.68844         13.694112    
  -0.12000   -0.65479896        0.48677775E-01     23.996616         3.0168416         80253.556         9068.8400        0.53306206         7.3474399         362.87084         11.941417    
  -0.11000   -0.56679196        0.42435183E-01     23.997071         3.0250121         80440.644         8017.7764        0.57773232         9.0070533         357.04216         10.220989    
  -0.10000   -0.49007418        0.36992123E-01     23.997467         3.0349839         80731.987         7124.6370        0.62894949         11.034764         346.23895         8.5411156    
  -0.09000   -0.42318926        0.32256578E-01     23.997813         3.0474349         81154.190         6373.2323        0.68545229         13.443969         329.42299         6.9162000    
  -0.08000   -0.36484955        0.28146091E-01     23.998114         3.0632310         81741.591         5749.7102        0.74530074         16.203007         305.57576         5.3688807    
  -0.07000   -0.31391812        0.24587240E-01     23.998378         3.0834724         82537.518         5242.4106        0.80576269         19.212600         273.85265         3.9315603    
  -0.06000   -0.26939183        0.21515039E-01     23.998608         3.1095432         83595.224         4841.7305        0.86331611         22.288418         233.79415         2.6464755    
  -0.05000   -0.23038561        0.18872303E-01     23.998809         3.1431571         84978.012         4540.0046        0.91384654         25.160948         185.56419         1.5633083    
  -0.04000   -0.19611802        0.16609012E-01     23.998986         3.1863876         86757.909         4331.4037        0.95309098         27.505257         130.15035        0.73370137    
  -0.03000   -0.16589798        0.14681685E-01     23.999143         3.2416620         89012.039         4211.8530        0.97729703         29.004367         69.435389        0.20306494    
  -0.02000   -0.13911267        0.13052791E-01     23.999281         3.3116882         91815.898         4178.9716        0.98394857         29.431540         6.0637551        0.15365713E-02
  -0.01000   -0.11521659        0.11690201E-01     23.999405         3.3992770         95233.060         4232.0333        0.97232122         28.719091        -56.907233        0.13705157    
   0.00000   -0.93721581E-01    0.10566684E-01     23.999516         3.5070205         99301.749         4371.9491        0.94365126         26.980279        -116.48602        0.59322943    
   0.01000   -0.74187805E-01    0.96594546E-02     23.999617         3.6368097         104020.07         4601.2703        0.90084727         24.472787        -170.20404         1.3329612    
   0.02000   -0.56215541E-01    0.89497656E-02     23.999709         3.7892238         109333.27         4924.2123        0.84786383         21.522829        -216.41162         2.3062050    
   0.03000   -0.39437723E-01    0.84225506E-02     23.999796         3.9629117         115127.47         5346.6963        0.78897261         18.445330        -254.35231         3.4590504    
   0.04000   -0.23513140E-01    0.80661043E-02     23.999878         4.1541701         121234.05         5876.4081        0.72815148         15.488872        -284.04841         4.7412916    
   0.05000   -0.81202030E-02    0.78718019E-02     23.999958         4.3569559         127446.28         6522.8696        0.66870818         12.814685        -306.08272         6.1110570    
   0.06000    0.70487644E-02    0.78338470E-02     24.000036         4.5634785         133546.22         7297.5210        0.61314205         10.502574        -321.36285         7.5364476    
   0.07000    0.22292772E-01    0.79490423E-02     24.000115         4.7652994         139335.13         8213.8061        0.56318023         8.5706344        -330.92382         8.9949864    
   0.08000    0.37906984E-01    0.82165743E-02     24.000196         4.9546311         144659.26         9287.2569        0.51990851         6.9976059        -335.79054         10.471873    
   0.09000    0.54187129E-01    0.86378028E-02     24.000280         5.1254259         149424.31         10535.567        0.48393283         5.7416561        -336.89738         11.957853    
   0.10000    0.71433493E-01    0.92160449E-02     24.000369         5.2739526         153596.69         11978.646        0.45553228         4.7535868        -335.05170         13.447186    
   0.11000    0.89954492E-01    0.99563451E-02     24.000465         5.3987986         157193.93         13638.640        0.43478552         3.9848688        -330.92610         14.935959    
   0.12000    0.11006977        0.10865220E-01     24.000569         5.5004452         160269.71         15539.906        0.42166640         3.3918031        -325.06694         16.420787    
   0.13000    0.13211277        0.11950373E-01     24.000683         5.5806541         162898.19         17708.929        0.41611151         2.9371589        -317.91042         17.897890    
   0.14000    0.15643274        0.13220366E-01     24.000809         5.6418655         165161.06         20174.161        0.41806485         2.5903484        -309.80092         19.362475    
   0.15000    0.18339603        0.14684256E-01     24.000948         5.6867243         167138.44         22965.764        0.42750527         2.3268618        -301.00847         20.808384    
   0.16000    0.21338665        0.16351191E-01     24.001103         5.7177653         168903.50         26115.257        0.44446125         2.1274022        -291.74427         22.227928    
   0.17000    0.24680607        0.18229975E-01     24.001276         5.7372401         170519.85         29655.043        0.46901668         1.9769685        -282.17352         23.611907    
   0.18000    0.28407211        0.20328627E-01     24.001468         5.7470465         172040.91         33617.818        0.50131026         1.8640051        -272.42586         24.949748    
   0.19000    0.32561698        0.22653940E-01     24.001683         5.7487248         173510.30         38035.874        0.54153042         1.7796700        -262.60354         26.229775    
   0.20000    0.37188451        0.25211077E-01     24.001922         5.7434895         174962.74         42940.303        0.58990703         1.7172301        -252.78775         27.439561    
   0.21000    0.42332668        0.28003244E-01     24.002188         5.7322773         176425.12         48360.121        0.64670089         1.6715759        -243.04339         28.566368    
   0.22000    0.48039957        0.31031444E-01     24.002483         5.7157979         177917.54         54321.370        0.71219176         1.6388388        -233.42268         29.597621    
   0.23000    0.54355896        0.34294364E-01     24.002809         5.6945837         179454.28         60846.220        0.78666564         1.6160939        -223.96777         30.521414    
   0.24000    0.61325588        0.37788397E-01     24.003170         5.6690318         181044.57         67952.138        0.87040184         1.6011303        -214.71274         31.326997    
   0.25000    0.68993226        0.41507801E-01     24.003566         5.6394406         182693.32         75651.161        0.96366044         1.5922764        -205.68501         32.005223    
   0.26000    0.77401708        0.45445005E-01     24.004000         5.6060391         184401.72         83949.332         1.0666709         1.5882659        -196.90633         32.548921    
   0.27000    0.86592324        0.49591004E-01     24.004475         5.5690099         186167.82         92846.330         1.1796220         1.5881376        -188.39363         32.953169    
   0.28000    0.96604521        0.53935856E-01     24.004993         5.5285074         187986.98         102335.31         1.3026543         1.5911594        -180.15958         33.215456    
   0.29000     1.0747577        0.58469198E-01     24.005555         5.4846714         189852.38         112402.96         1.4358546         1.5967714        -172.21306         33.335727    
   0.30000     1.1924155        0.63180768E-01     24.006163         5.4376370         191755.46         123029.75         1.5792530         1.6045438        -164.55966         33.316311    
   0.31000     1.3193539        0.68060893E-01     24.006819         5.3875407         193686.32         134190.40         1.7328229         1.6141457        -157.20201         33.161765    
   0.32000     1.4558905        0.73100894E-01     24.007525         5.3345249         195634.13         145854.39         1.8964822         1.6253215        -150.14028         32.878645    
   0.33000     1.6023272        0.78293416E-01     24.008282         5.2787394         197587.49         157986.68         2.0700962         1.6378724        -143.37253         32.475238    
   0.34000     1.7589533        0.83632670E-01     24.009091         5.2203421         199534.78         170548.45         2.2534802         1.6516423        -136.89516         31.961267    
   0.35000     1.9260484        0.89114589E-01     24.009955         5.1594974         201464.42         183497.93         2.4464019         1.6665051        -130.70331         31.347604    
   0.36000     2.1038862        0.94736941E-01     24.010874         5.0963748         203365.17         196791.25         2.6485815         1.6823547        -124.79113         30.645962    
   0.37000     2.2927376        0.10049941         24.011850         5.0311470         205226.29         210383.42         2.8596923         1.6990956        -119.15206         29.868582    
   0.38000     2.4928752        0.10640365         24.012884         4.9639886         207037.63         224229.24         3.0793607         1.7166365        -113.77890         29.027906    
   0.39000     2.7045764        0.11245339         24.013978         4.8950745         208789.71         238284.22         3.3071690         1.7348867        -108.66390         28.136226    
   0.40000     2.9281281        0.11865447         24.015134         4.8245803         210473.71         252505.41         3.5426634         1.7537562        -103.79864         27.205333    
   0.41000     3.1638305        0.12501493         24.016352         4.7526813         212081.37         266851.95         3.7853686         1.7731595        -99.174042         26.246199    
   0.42000     3.4120016        0.13154496         24.017635         4.6795532         213604.87         281285.37         4.0348094         1.7930232        -94.780313         25.268730    
   0.43000     3.6729809        0.13825690         24.018984         4.6053711         215036.82         295769.54         4.2905377         1.8132942        -90.607118         24.281644    
   0.44000     3.9471341        0.14516513         24.020400         4.5303081         216370.10         310270.44         4.5521600         1.8339485        -86.643846         23.292486    
   0.45000     4.2348563        0.15228594         24.021888         4.4545329         217597.87         324755.61         4.8193612         1.8549954        -82.880043         22.307793    
   0.46000     4.5365762        0.15963746         24.023447         4.3782068         218713.55         339193.80         5.0919164         1.8764775        -79.305941         21.333364    
   0.47000     4.8527592        0.16723971         24.025081         4.3014808         219710.91         353554.78         5.3696872         1.8984637        -75.912975         20.374583    
   0.48000     5.1839114        0.17511482         24.026793         4.2244926         220584.07         367809.55         5.6526010         1.9210353        -72.694194         19.436697    
   0.49000     5.5305842        0.18328744         24.028584         4.1473658         221327.58         381931.07         5.9406138         1.9442690        -69.644438         18.524985    
   0.50000     5.8933796        0.19178537         24.030459         4.0702105         221936.43         395895.37         6.2336655         1.9682175        -66.760228         17.644772    
   0.51000     6.2729569        0.20064042         24.032421         3.9931252         222405.98         409682.84         6.5316367         1.9928942        -64.039344         16.801248    
   0.52000     6.6700418        0.20988922         24.034474         3.9162012         222731.91         423279.53         6.8343187         2.0182640        -61.480149         15.999157    
   0.53000     7.0854360        0.21957417         24.036621         3.8395272         222910.00         436677.87         7.1414099         2.0442443        -59.080772         15.242405    
   0.54000     7.5200298        0.22974421         24.038867         3.7631939         222935.98         449876.71         7.4525425         2.0707180        -56.838328         14.533697    
   0.55000     7.9748147        0.24045533         24.041217         3.6872976         222805.34         462880.53         7.7673440         2.0975564        -54.748328         13.874286    
   0.56000     8.4508978        0.25177104         24.043678         3.6119421         222513.14         475697.57         8.0855241         2.1246493        -52.804474         13.263935    
   0.57000     8.9495165        0.26376263         24.046255         3.5372381         222053.96         488337.55         8.4069737         2.1519371        -50.998904         12.701114    
   0.58000     9.4720539        0.27650939         24.048956         3.4633011         221421.85         500809.06         8.7318555         2.1794373        -49.322927         12.183438    
   0.59000     10.020055        0.29009913         24.051788         3.3902481         220610.54         513117.40         9.0606638         2.2072590        -47.768134         11.708285    
   0.60000     10.595242        0.30462899         24.054761         3.3181929         219613.64         525263.39         9.3942337         2.2356007        -46.327708         11.273500    
   0.61000     11.199538        0.32020683         24.057884         3.2472441         218425.03         537243.55         9.7336897         2.2647293        -44.997683         10.878062    
   0.62000     11.835084        0.33695324         24.061169         3.1775031         217039.32         549051.85         10.080333         2.2949410        -43.777861         10.522585    
   0.63000     12.504271        0.35500416         24.064627         3.1090653         215452.31         560682.84         10.435480         2.3265115        -42.672190         10.209562    
   0.64000     13.209767        0.37451409         24.068274         3.0420228         213661.45         572135.82         10.800285         2.3596418        -41.688445         9.9432998    
   0.65000     13.954564        0.39565941         24.072123         2.9764696         211666.26         583419.06         11.175562         2.3944115        -40.837220         9.7295543    
   0.66000     14.742015        0.41864184         24.076193         2.9125056         209468.56         594553.50         11.561669         2.4307460        -40.130342         9.5749531    
   0.67000     15.575894        0.44369148         24.080503         2.8502411         207072.65         605574.86         11.958447         2.4684081        -39.578980         9.4863041    
   0.68000     16.460447        0.47106918         24.085075         2.7897980         204485.24         616533.78         12.365273         2.5070145        -39.191761         9.4699226    
   0.69000     17.400457        0.50106813         24.089933         2.7313092         201715.35         627493.69         12.781185         2.5460784        -38.973247         9.5310892    
   0.70000     18.401306        0.53401458         24.095106         2.6749140         198774.06         638526.79         13.205094         2.5850704        -38.923102         9.6737313    
   0.71000     19.469039        0.57026754         24.100624         2.6207514         195674.22         649708.72         13.636027         2.6234886        -39.036152         9.9003988    
   0.72000     20.610426        0.61021780         24.106523         2.5689520         192430.32         661112.99         14.073357         2.6609213        -39.303373         10.212577    
   0.73000     21.833024        0.65428631         24.112842         2.5196290         189058.28         672806.43         14.516959         2.6970906        -39.713688         10.611349    
   0.74000     23.145231        0.70292205         24.119624         2.4728706         185575.61         684846.61         14.967247         2.7318612        -40.256222         11.098374    
   0.75000     24.556338        0.75659934         24.126918         2.4287352         182001.48         697282.21         15.425059         2.7652110        -40.922547         11.677070    
   0.76000     26.076577        0.81581449         24.134775         2.3872477         178357.08         710156.48         15.891391         2.7971637        -41.708410         12.353822    
   0.77000     27.717158        0.88108116         24.143254         2.3484005         174665.90         723513.62         16.367004         2.8276945        -42.614476         13.138961    
   0.78000     29.490295        0.95292392         24.152418         2.3121549         170953.90         737407.00         16.851973         2.8566268        -43.645792         14.047273    
   0.79000     31.409222         1.0318690         24.162336         2.2784448         167249.52         751907.92         17.345267         2.8835424        -44.809920         15.097777    
   0.80000     33.488181         1.1184315         24.173081         2.2471810         163583.34         767113.13         17.844433         2.9077251        -46.113960         16.312640    
   0.81000     35.742389         1.2130978         24.184732         2.2182551         159987.40         783149.52         18.345483         2.9281577        -47.560914         17.715160    
   0.82000     38.187956         1.3163041         24.197372         2.1915427         156494.28         800174.72         18.843021         2.9435792        -49.146049         19.326893    
   0.83000     40.841768         1.4284095         24.211088         2.1669065         153135.82         818373.19         19.330635         2.9526008        -50.853933         21.164133    
   0.84000     43.721307         1.5496664         24.225970         2.1441983         149941.89         837947.88         19.801490         2.9538666        -52.656790         23.234095    
   0.85000     46.844415         1.6801888         24.242112         2.1232616         146939.15         859108.53         20.249074         2.9462334        -54.514580         25.531326    
   0.86000     50.228995         1.8199211         24.259605         2.1039339         144150.10         882058.21         20.667939         2.9289364        -56.376903         28.034942    
   0.87000     53.892656         1.9686106         24.278540         2.0860492         141592.46         906979.78         21.054341         2.9017103        -58.186468         30.707297    
   0.88000     57.852309         2.1257863         24.299005         2.0694411         139278.93         934023.98         21.406647         2.8648418        -59.883570         33.494492    
   0.89000     62.123732         2.2907466         24.321082         2.0539458         137217.34         963300.48         21.725471         2.8191451        -61.410805         36.328826    
   0.90000     66.721122         2.4625583         24.344843         2.0394055         135411.06         994872.51         22.013507         2.7658704        -62.717278         39.132882    
   0.91000     71.656652         2.6400675         24.370352         2.0256711         133859.63         1028755.2         22.275141         2.7065649        -63.761701         41.824602    
   0.92000     76.940068         2.8219226         24.397659         2.0126047         132559.50         1064916.7         22.515909         2.6429189        -64.514097         44.322567    
   0.93000     82.578336         3.0066085         24.426800         2.0000811         131504.65         1103282.5         22.741933         2.5766217        -64.956084         46.550718    
   0.94000     88.575366         3.1924899         24.457795         1.9879894         130687.23         1143739.0         22.959402         2.5092485        -65.080014         48.442016    
   0.95000     94.931828         3.3778601         24.490648         1.9762329         130097.97         1186139.1         23.174190         2.4421871        -64.887369         49.940855    
   0.96000     101.64506         3.5609928         24.525345         1.9647293         129726.59         1230306.0         23.391604         2.3766043        -64.386816         51.004327    
   0.97000     108.70909         3.7401938         24.561855         1.9534102         129561.92         1276035.6         23.616290         2.3134435        -63.592302         51.602634    
   0.98000     116.11473         3.9138487         24.600130         1.9422197         129592.12         1323098.8         23.852237         2.2534444        -62.521428         51.718994    
   0.99000     123.84977         4.0804649         24.640108         1.9311137         129804.73         1371242.6         24.102861         2.1971733        -61.194207         51.349347    
   1.00000     131.89930         4.2387060         24.681712         1.9200582         130186.72         1420190.3         24.371106         2.1450564        -59.632242         50.502027    
   1.01000     140.24594         4.3874182         24.724851         1.9090280         130724.61         1469643.2         24.659549         2.0974096        -57.858246         49.197431    
   1.02000     148.87031         4.5256477         24.769425         1.8980054         131404.50         1519282.6         24.970459         2.0544613        -55.895835         47.467620    
   1.03000     157.75137         4.6526512         24.815326         1.8869789         132212.28         1568774.2         25.305815         2.0163685        -53.769451         45.355676    
   1.04000     166.86686         4.7678992         24.862439         1.8759415         133133.70         1617773.3         25.667270         1.9832251        -51.504358         42.914656    
   1.05000     176.19368         4.8710748         24.910644         1.8648903         134154.59         1665933.5         26.056057         1.9550643        -49.126586         40.205996    
   1.06000     185.70835         4.9620680         24.959820         1.8538249         135261.03         1712915.7         26.472863         1.9318567        -46.662793         37.297306    
   1.07000     195.38735         5.0409681         25.009845         1.8427468         136439.50         1758400.0         26.917672         1.9135061        -44.139988         34.259584    
   1.08000     205.20752         5.1080543         25.060600         1.8316590         137677.07         1802096.5         27.389611         1.8998435        -41.585107         31.164034    
   1.09000     215.14641         5.1637841         25.111968         1.8205651         138961.42         1843756.8         27.886805         1.8906238        -39.024446         28.078709    
   1.10000     225.18263         5.2087807         25.163840         1.8094697         140280.95         1883183.4         28.406284         1.8855229        -36.482984         25.065323    
   1.11000     235.29615         5.2438185         25.216110         1.7983781         141624.72         1920235.8         28.943944         1.8841399        -33.983627         22.176552    
   1.12000     245.46854         5.2698057         25.268686         1.7872966         142982.35         1954834.1         29.494590         1.8860034        -31.546465         19.454107    
   1.13000     255.68328         5.2877634         25.321480         1.7762326         144343.88         1986957.5         30.052062         1.8905828        -29.188076         16.927760    
   1.14000     265.92588         5.2988022         25.374418         1.7651955         145699.62         2016639.4         30.609441         1.8973051        -26.920978         14.615373    
   1.15000     276.18408         5.3040950         25.427437         1.7541968         147039.89         2043958.5         31.159329         1.9055749        -24.753280         12.523843    
   1.16000     286.44794         5.3048473         25.480485         1.7432507         148354.94         2069027.7         31.694166         1.9147983        -22.688573         10.650762    
   1.17000     296.70984         5.3022668         25.533523         1.7323740         149634.75         2091981.1         32.206567         1.9244059        -20.726077         8.9865290    
   1.18000     306.96448         5.2975323         25.586523         1.7215869         150869.06         2112961.1         32.689636         1.9338758        -18.861041         7.5166239    
   1.19000     317.20878         5.2917645         25.639470         1.7109123         152047.39         2132106.6         33.137233         1.9427518        -17.085334         6.2238035    
   1.20000     327.44176         5.2860000         25.692358         1.7003757         153159.19         2149543.0         33.544166         1.9506568        -15.388179         5.0900331    
