   emu(eV)      n(10^20/cm3)               DOS            intDOS       tau(1E-14s)         |vk|(m/s)        sigma(S/m)       ke(Wm-1K-1)      L(1E-8V2K-2)           S(uV/K)   PF(1E-4Wm-1K-2)
   1.21000     337.66436         5.2811689         25.745193         1.6900046         154194.05         2165375.0         33.906310         1.9573001        -13.756938         4.0980447    
   1.22000     347.87917         5.2780772         25.797987         1.6798281         155142.01         2179681.7         34.220630         1.9624786        -12.177888         3.2324885    
   1.23000     358.09023         5.2773944         25.850762         1.6698757         155993.86         2192514.6         34.485148         1.9660729        -10.636914         2.4806975    
   1.24000     368.30274         5.2796459         25.903545         1.6601764         156741.45         2203897.6         34.698847         1.9680387        -9.1200951         1.8331169    
   1.25000     378.52276         5.2852090         25.956366         1.6507583         157377.99         2213828.4         34.861547         1.9683971        -7.6141389         1.2834695    
   1.26000     388.75694         5.2943146         26.009261         1.6416471         157898.22         2222281.0         34.973765         1.9672223        -6.1066911        0.82872582    
   1.27000     399.01225         5.3070501         26.062265         1.6328658         158298.62         2229209.3         35.036575         1.9646302        -4.5865123        0.46893858    
   1.28000     409.29568         5.3233665         26.115414         1.6244343         158577.44         2234550.2         35.051487         1.9607685        -3.0435534        0.20699124    
   1.29000     419.61402         5.3430864         26.168744         1.6163683         158734.70         2238227.2         35.020343         1.9558081        -1.4689484        0.48296678E-01
   1.30000     429.97357         5.3659132         26.222286         1.6086800         158772.08         2240153.1         34.945244         1.9499361        0.14504854        0.47130755E-03
   1.31000     440.37997         5.3914414         26.276071         1.6013774         158692.83         2240233.2         34.828502         1.9433524         1.8051594        0.73000251E-01
   1.32000     450.83798         5.4191652         26.330122         1.5944646         158501.53         2238367.4         34.672627         1.9362677         3.5171855        0.27689933    
   1.33000     461.35128         5.4484880         26.384459         1.5879426         158203.93         2234451.6         34.480345         1.9289042         5.2860940        0.62436812    
   1.34000     471.92232         5.4787296         26.439095         1.5818090         157806.71         2228379.7         34.254631         1.9214987         7.1160646         1.1284153    
   1.35000     482.55216         5.5091332         26.494035         1.5760585         157317.33         2220044.7         33.998773         1.9143068         9.0104727         1.8024236    
   1.36000     493.24032         5.5388714         26.549276         1.5706840         156743.81         2209339.8         33.716437         1.9076082         10.971796         2.6596102    
   1.37000     503.98465         5.5670529         26.604807         1.5656760         156094.61         2196160.6         33.411730         1.9017126         13.001436         3.7123313    
   1.38000     514.78125         5.5927308         26.660608         1.5610241         155378.51         2180407.6         33.089245         1.8969644         15.099450         4.9711852    
   1.39000     525.62432         5.6149130         26.716650         1.5567163         154604.51         2161989.7         32.754084         1.8937465         17.264219         6.4438805    
   1.40000     536.50609         5.6325784         26.772891         1.5527402         153781.77         2140828.9         32.411839         1.8924819         19.492053         8.1338684    
   1.41000     547.41685         5.6446973         26.829283         1.5490826         152919.49         2116865.9         32.068536         1.8936330         21.776783         10.038776    
   1.42000     558.34487         5.6502592         26.885764         1.5457302         152026.90         2090066.9         31.730535         1.8976985         24.109339         12.148727    
   1.43000     569.27653         5.6483075         26.942263         1.5426696         151113.07         2060431.0         31.404392         1.9052077         26.477377         14.444682    
   1.44000     580.19644         5.6379797         26.998702         1.5398873         150186.86         2027997.1         31.096682         1.9167114         28.864959         16.896985    
   1.45000     591.08767         5.6185523         27.054992         1.5373704         149256.72         1992850.8         30.813800         1.9327714         31.252325         19.464328    
   1.46000     601.93206         5.5894877         27.111041         1.5351065         148330.54         1955129.3         30.561736         1.9539460         33.615775         22.093359    
   1.47000     612.71062         5.5504777         27.166749         1.5330840         147415.45         1915025.8         30.345852         1.9807730         35.927699         24.719145    
   1.48000     623.40402         5.5014812         27.222017         1.5312919         146517.65         1872789.9         30.170649         2.0137502         38.156755         27.266658    
   1.49000     633.99315         5.4427501         27.276746         1.5297207         145642.27         1828726.2         30.039553         2.0533113         40.268230         29.653350    
   1.50000     644.45964         5.3748400         27.330841         1.5283620         144793.23         1783189.9         29.954729         2.0997995         42.224592         31.792781    
   1.51000     654.78652         5.2986027         27.384215         1.5272086         143973.22         1736579.0         29.916916         2.1534376         43.986242         33.599147    
   1.52000     664.95873         5.2151592         27.436789         1.5262550         143183.71         1689325.0         29.925316         2.2142954         45.512459         34.992406    
   1.53000     674.96359         5.1258546         27.488499         1.5254969         142425.15         1641881.0         29.977528         2.2822550         46.762560         35.903618    
   1.54000     684.79119         5.0321972         27.539292         1.5249311         141697.18         1594709.0         30.069534         2.3569766         47.697237         36.280050    
   1.55000     694.43466         4.9357856         27.589133         1.5245559         140998.94         1548267.1         30.195751         2.4378667         48.280073         36.089572    
   1.56000     703.89022         4.8382312         27.638004         1.5243699         140329.61         1502997.3         30.349155         2.5240527         48.479184         35.323912    
   1.57000     713.15718         4.7410796         27.685899         1.5243724         139688.78         1459313.4         30.521467         2.6143689         48.268945         34.000412    
   1.58000     722.23772         4.6457380         27.732831         1.5245627         139077.06         1417592.0         30.703440         2.7073586         47.631699         32.162025    
   1.59000     731.13652         4.5534137         27.778824         1.5249399         138496.44         1378164.2         30.885206         2.8012995         46.559331         29.875449    
   1.60000     739.86041         4.4650661         27.823913         1.5255024         137950.74         1341309.8         31.056720         2.8942532         45.054572         27.227441    
   1.61000     748.41778         4.3813763         27.868141         1.5262476         137445.77         1307252.9         31.208253         2.9841445         43.131840         24.319553    
   1.62000     756.81807         4.3027342         27.911557         1.5271721         136989.37         1276160.6         31.330917         3.0688650         40.817482         21.261689    
   1.63000     765.07118         4.2292429         27.954213         1.5282715         136591.23         1248142.5         31.417195         3.1463951         38.149266         18.165047    
   1.64000     773.18698         4.1607404         27.996159         1.5295406         136262.51         1223252.2         31.461400         3.2149338         35.175081         15.135133    
   1.65000     781.17477         4.0968342         28.037443         1.5309737         136015.35         1201491.3         31.460036         3.2730196         31.950870         12.265521    
   1.66000     789.04289         4.0369468         28.078109         1.5325653         135862.21         1182813.2         31.412006         3.3196288         28.537934         9.6329920    
   1.67000     796.79848         3.9803689         28.118193         1.5343100         135815.24         1167130.0         31.318645         3.3542371         24.999847         7.2944731    
   1.68000     804.44716         3.9263160         28.157725         1.5362036         135885.66         1154318.8         31.183562         3.3768359         21.399284         5.2859651    
   1.69000     811.99306         3.8739850         28.196725         1.5382428         136083.21         1144230.0         31.012327         3.3879036         17.795055         3.6233644    
   1.70000     819.43874         3.8226074         28.235208         1.5404264         136415.75         1136694.2         30.812022         3.3883367         14.239641         2.3048450    
   1.71000     826.78538         3.7714970         28.273178         1.5427544         136888.89         1131530.9         30.590726         3.3793516         10.777410         1.3143022    
   1.72000     834.03293         3.7200882         28.310637         1.5452291         137505.83         1128555.1         30.356983         3.3623726         7.4436203        0.62530398    
   1.73000     841.18036         3.6679652         28.347578         1.5478543         138267.21         1127584.1         30.119304         3.3389198         4.2641852        0.20503172    
   1.74000     848.22605         3.6148790         28.383993         1.5506354         139171.09         1128442.8         29.885749         3.3105079         1.2561088        0.17804675E-01
   1.75000     855.16801         3.5607528         28.419872         1.5535793         140212.96         1130967.7         29.663614         3.2785655        -1.5715717        0.27933066E-01
   1.76000     862.00430         3.5056756         28.455204         1.5566933         141385.83         1135010.3         29.459224         3.2443785        -4.2165234        0.20179427    
   1.77000     868.73329         3.4498860         28.489983         1.5599853         142680.38         1140438.2         29.277841         3.2090560        -6.6817167        0.50915250    
   1.78000     875.35393         3.3937467         28.524201         1.5634629         144085.18         1147136.0         29.123657         3.1735184        -8.9740417        0.92382789    
   1.79000     881.86597         3.3377122         28.557858         1.5671325         145586.97         1155004.7         28.999862         3.1385004        -11.103053         1.4238643    
   1.80000     888.27010         3.2822941         28.590957         1.5709995         147171.08         1163961.0         28.908751         3.1045660        -13.079916         1.9913534    
   1.81000     894.56804         3.2280242         28.623508         1.5750670         148821.88         1173935.7         28.851865         3.0721301        -14.916569         2.6120543    
   1.82000     900.76251         3.1754202         28.655523         1.5793360         150523.34         1184871.8         28.830129         3.0414818        -16.625121         3.2749222    
   1.83000     906.85719         3.1249553         28.687023         1.5838047         152259.65         1196723.5         28.843990         3.0128086        -18.217427         3.9716217    
   1.84000     912.85663         3.0770338         28.718031         1.5884690         154015.82         1209454.0         28.893539         2.9862173        -19.704835         4.6960742    
   1.85000     918.76608         3.0319733         28.748574         1.5933222         155778.28         1223034.6         28.978608         2.9617526        -21.098046         5.4440642    
   1.86000     924.59130         2.9899953         28.778681         1.5983558         157535.35         1237443.5         29.098853         2.9394122        -22.407055         6.2129087    
   1.87000     930.33839         2.9512231         28.808384         1.6035599         159277.64         1252664.7         29.253821         2.9191591        -23.641147         7.0011909    
   1.88000     936.01359         2.9156871         28.837716         1.6089243         160998.19         1268687.3         29.442991         2.9009306        -24.808918         7.8085472    
   1.89000     941.62314         2.8833365         28.866708         1.6144386         162692.49         1285505.2         29.665821         2.8846462        -25.918326         8.6355050    
   1.90000     947.17308         2.8540562         28.895393         1.6200939         164358.24         1303116.2         29.921765         2.8702127        -26.976754         9.4833664    
   1.91000     952.66922         2.8276871         28.923799         1.6258828         165994.91         1321522.0         30.210296         2.8575287        -27.991091         10.354140    
   1.92000     958.11700         2.8040487         28.951956         1.6318000         167603.23         1340727.9         30.530912         2.8464866        -28.967825         11.250515    
   1.93000     963.52155         2.7829622         28.979889         1.6378430         169184.55         1360742.8         30.883121         2.8369726        -29.913149         12.175879    
   1.94000     968.88764         2.7642717         29.007623         1.6440115         170740.13         1381579.9         31.266420         2.8288646        -30.833036         13.134350    
   1.95000     974.21979         2.7478633         29.035182         1.6503075         172270.55         1403257.0         31.680250         2.8220285        -31.733281         14.130814    
   1.96000     979.52235         2.7336791         29.062588         1.6567344         173775.22         1425797.6         32.123940         2.8163132        -32.619478         15.170919    
   1.97000     984.79961         2.7217273         29.089863         1.6632968         175251.94         1449231.9         32.596654         2.8115457        -33.496916         16.261011    
   1.98000     990.05597         2.7120856         29.117030         1.6699990         176696.75         1473598.1         33.097340         2.8075277        -34.370412         17.407986    
   1.99000     995.29602         2.7048990         29.144113         1.6768443         178103.92         1498942.4         33.624700         2.8040354        -35.244095         18.619057    
   2.00000     1000.5247         2.7003732         29.171137         1.6838342         179466.08         1525319.8         34.177184         2.8008211        -36.121187         19.901461    
   2.01000     1005.7474         2.6987619         29.198130         1.6909670         180774.59         1552793.6         34.753000         2.7976191        -37.003816         21.262130    
   2.02000     1010.9700         2.7003523         29.225123         1.6982376         182020.07         1581434.5         35.350146         2.7941519        -37.892898         22.707371    
   2.03000     1016.1991         2.7054470         29.252149         1.7056366         183192.97         1611320.1         35.966438         2.7901376        -38.788095         24.242574    
   2.04000     1021.4416         2.7143452         29.279244         1.7131503         184284.33         1642533.8         36.599532         2.7852952        -39.687835         25.871947    
   2.05000     1026.7053         2.7273245         29.306449         1.7207609         185286.53         1675164.1         37.246932         2.7793495        -40.589359         27.598263    
   2.06000     1031.9982         2.7446213         29.333805         1.7284465         186194.02         1709304.5         37.905976         2.7720322        -41.488755         29.422544    
   2.07000     1037.3289         2.7664146         29.361357         1.7361824         187004.08         1745052.6         38.573824         2.7630846        -42.380938         31.343655    
   2.08000     1042.7062         2.7928084         29.389149         1.7439414         187717.32         1782510.4         39.247453         2.7522598        -43.259576         33.357738    
   2.09000     1048.1391         2.8238183         29.417228         1.7516956         188338.12         1821782.8         39.923687         2.7393281        -44.116974         35.457494    
   2.10000     1053.6363         2.8593574         29.445640         1.7594172         188874.78         1862976.1         40.599271         2.7240869        -44.943955         37.631356    
   2.11000     1059.2066         2.8992277         29.474430         1.7670801         189339.43         1906194.7         41.270996         2.7063733        -45.729817         39.862651    
   2.12000     1064.8579         2.9431128         29.503638         1.7746613         189747.69         1951537.4         41.935875         2.6860794        -46.462397         42.128897    
   2.13000     1070.5977         2.9905774         29.533304         1.7821417         190118.00         1999091.9         42.591339         2.6631679        -47.128310         44.401381    
   2.14000     1076.4324         3.0410720         29.563460         1.7895075         190470.85         2048929.0         43.235436         2.6376851        -47.713352         46.645180    
   2.15000     1082.3671         3.0939444         29.594133         1.7967505         190827.80         2101097.0         43.867010         2.6097682        -48.203051         48.819707    
   2.16000     1088.4059         3.1484585         29.625344         1.8038681         191210.38         2155615.5         44.485813         2.5796469        -48.583314         50.879820    
   2.17000     1094.5511         3.2038192         29.657105         1.8108638         191639.16         2212471.0         45.092562         2.5476358        -48.841090         52.777437    
   2.18000     1100.8036         3.2592022         29.689421         1.8177461         192132.75         2271613.8         45.688906         2.5141216        -48.964979         54.463512    
   2.19000     1107.1626         3.3137863         29.722287         1.8245276         192707.04         2332955.3         46.277339         2.4795449        -48.945710         55.890202    
   2.20000     1113.6258         3.3667860         29.755691         1.8312248         193374.70         2396368.1         46.861056         2.4443790        -48.776449         57.013000    
   2.21000     1120.1894         3.4174805         29.789615         1.8378560         194144.75         2461686.5         47.443802         2.4091107        -48.452919         57.792655    
   2.22000     1126.8483         3.4652382         29.824031         1.8444408         195022.48         2528707.8         48.029724         2.3742228        -47.973358         58.196770    
   2.23000     1133.5964         3.5095327         29.858908         1.8509990         196009.48         2597194.0         48.623257         2.3401822        -47.338346         58.201016    
   2.24000     1140.4265         3.5499512         29.894209         1.8575496         197103.92         2666874.6         49.229062         2.3074324        -46.550576         57.790002    
   2.25000     1147.3308         3.5861944         29.929893         1.8641101         198300.84         2737447.6         49.852004         2.2763908        -45.614608         56.957865    
   2.26000     1154.3010         3.6180688         29.965918         1.8706961         199592.66         2808582.6         50.497165         2.2474488        -44.536662         55.708635    
   2.27000     1161.3286         3.6454741         30.002239         1.8773212         200969.70         2879922.9         51.169874         2.2209741        -43.324455         54.056394    
   2.28000     1168.4048         3.6683869         30.038813         1.8839967         202420.71         2951089.7         51.875733         2.1973127        -41.987079         52.025197    
   2.29000     1175.5211         3.6868441         30.075592         1.8907318         203933.41         3021686.0         52.620631         2.1767910        -40.534904         49.648670    
   2.30000     1182.6688         3.7009267         30.112535         1.8975342         205495.04         3091303.7         53.410741         2.1597175        -38.979463         46.969223    
   2.31000     1189.8396         3.7107460         30.149597         1.9044100         207092.77         3159530.1         54.252523         2.1463842        -37.333319         44.036794    
   2.32000     1197.0254         3.7164332         30.186736         1.9113641         208714.11         3225955.6         55.152734         2.1370696        -35.609887         40.907185    
   2.33000     1204.2183         3.7181318         30.223912         1.9184009         210347.19         3290182.5         56.118471         2.1320424        -33.823231         37.640049    
   2.34000     1211.4108         3.7159922         30.261086         1.9255242         211980.94         3351831.6         57.157263         2.1315683        -31.987852         34.296701    
   2.35000     1218.5956         3.7101688         30.298220         1.9327377         213605.25         3410548.9         58.277225         2.1359181        -30.118509         30.937928    
   2.36000     1225.7656         3.7008177         30.335277         1.9400449         215211.03         3466011.4         59.487249         2.1453785        -28.230087         27.621954    
   2.37000     1232.9143         3.6880956         30.372225         1.9474499         216790.22         3517930.5         60.797247         2.1602632        -26.337549         24.402705    
   2.38000     1240.0352         3.6721575         30.409029         1.9549566         218335.80         3566055.9         62.218408         2.1809251        -24.455980         21.328400    
   2.39000     1247.1222         3.6531563         30.445658         1.9625698         219841.84         3610178.2         63.763452         2.2077668        -22.600703         18.440493    
   2.40000     1254.1697         3.6312406         30.482082         1.9702948         221303.51         3650131.9         65.446860         2.2412498        -20.787461         15.772897    
   2.41000     1261.1721         3.6065539         30.518273         1.9781377         222717.17         3685798.9         67.285072         2.2819026        -19.032626         13.351469    
   2.42000     1268.1241         3.5792342         30.554204         1.9861059         224080.41         3717112.3         69.296644         2.3303252        -17.353386         11.193712    
   2.43000     1275.0209         3.5494133         30.589850         1.9942079         225392.18         3744061.0         71.502390         2.3871937        -15.767896         9.3087297    
   2.44000     1281.8576         3.5172181         30.625185         2.0024543         226652.87         3766693.0         73.925512         2.4532631        -14.295356         7.6975087    
   2.45000     1288.6298         3.4827712         30.660186         2.0108575         227864.38         3785119.1         76.591756         2.5293708        -12.956001         6.3536238    
   2.46000     1295.3333         3.4461923         30.694833         2.0194325         229030.16         3799513.8         79.529623         2.6164408        -11.771019         5.2644885    
   2.47000     1301.9641         3.4075995         30.729104         2.0281971         230155.15         3810115.2         82.770664         2.7154909        -10.762413         4.4132385    
   2.48000     1308.5183         3.3671101         30.762979         2.0371726         231245.81         3817221.2         86.349875         2.8276418        -9.9528320         3.7812960    
   2.49000     1314.9925         3.3248406         30.796440         2.0463843         232309.90         3821184.1         90.306211         2.9541305        -9.3654320         3.3516109    
   2.50000     1321.3832         3.2809070         30.829470         2.0558618         233356.43         3822402.4         94.683200         3.0963250        -9.0237899         3.1125358    
   2.51000     1327.6874         3.2354240         30.862053         2.0656407         234395.39         3821312.1         99.529655         3.2557421        -8.9519226         3.0622818    
   2.52000     1333.9023         3.1885044         30.894174         2.0757629         235437.61         3818377.0         104.90044         3.4340650        -9.1744279         3.2139328    
   2.53000     1340.0250         3.1402599         30.925818         2.0862785         236494.47         3814080.4         110.85725         3.6331579        -9.7167481         3.6010714    
   2.54000     1346.0532         3.0908019         30.956975         2.0972469         237577.73         3808918.2         117.46937         3.8550764        -10.605534         4.2841703    
   2.55000     1351.9846         3.0402446         30.987631         2.1087393         238699.25         3803395.3         124.81435         4.1020700        -11.869061         5.3580184    
   2.56000     1357.8172         2.9887095         31.017776         2.1208402         239870.77         3798024.1         132.97865         4.3765733        -13.537636         6.9605472    
   2.57000     1363.5493         2.9363312         31.047402         2.1336504         241103.62         3793326.1         142.05811         4.6811855        -15.643919         9.2834909    
   2.58000     1369.1794         2.8832638         31.076501         2.1472894         242408.46         3789835.9         152.15842         5.0186350        -18.223099         12.585338    
   2.59000     1374.7062         2.8296872         31.105066         2.1618985         243794.99         3788105.8         163.39552         5.3917291        -21.312860         17.207017    
   2.60000     1380.1291         2.7758131         31.133093         2.1776433         245271.60         3788711.6         175.89594         5.8032900        -24.953122         23.590726    
   2.61000     1385.4476         2.7218875         31.160582         2.1947176         246845.09         3792257.3         189.79724         6.2560776        -29.185538         32.302281    
   2.62000     1390.6620         2.6681910         31.187532         2.2133459         248520.37         3799378.4         205.24854         6.7527015        -34.052805         44.057346    
   2.63000     1395.7729         2.6150355         31.213948         2.2337877         250300.15         3810744.1         222.41108         7.2955264        -39.597835         59.752031    
   2.64000     1400.7818         2.5627568         31.239836         2.2563402         252184.82         3827056.9         241.45892         7.8865735        -45.862889         80.498491    
   2.65000     1405.6907         2.5117042         31.265207         2.2813431         254172.26         3849050.8         262.57977         8.5274196        -52.888779         107.66653    
   2.66000     1410.5023         2.4622274         31.290075         2.3091828         256257.93         3877489.5         285.97565         9.2190981        -60.714234         142.93272    
   2.67000     1415.2199         2.4146620         31.314458         2.3402978         258434.91         3913163.5         311.86346         9.9619992        -69.375515         188.33908    
   2.68000     1419.8476         2.3693162         31.338376         2.3751852         260694.20         3956890.3         340.47515         10.755768        -78.906316         246.36417    
   2.69000     1424.3899         2.3264574         31.361852         2.4144083         263025.02         4009515.9         372.05723         11.599194        -89.337922         320.01006    
   2.70000     1428.8519         2.2863033         31.384914         2.4586066         265415.29         4071921.2         406.86934         12.490091        -100.69957         412.90920    
   2.71000     1433.2390         2.2490148         31.407588         2.5085070         267852.06         4145033.4         445.18161         13.425152        -113.01881         529.45550    
   2.72000     1437.5567         2.2146941         31.429904         2.5649382         270322.05         4229843.2         487.27047         14.399779        -126.32178         674.96416    
   2.73000     1441.8110         2.1833858         31.451892         2.6288473         272812.13         4327429.0         533.41278         15.407901        -140.63304         855.86385    
   2.74000     1446.0076         2.1550818         31.473582         2.7013193         275309.75         4438988.0         583.87808         16.441757        -155.97489         1079.9244    
   2.75000     1450.1523         2.1297292         31.495003         2.7835995         277803.35         4565873.8         638.91905         17.491697        -172.36588         1356.5209    
   2.76000     1454.2508         2.1072393         31.516186         2.8771188         280282.59         4709641.3         698.76037         18.546008        -189.81852         1696.9342    
   2.77000     1458.3084         2.0874986         31.537157         2.9835220         282738.61         4872097.0         763.58658         19.590809        -208.33622         2114.6841    
   2.78000     1462.3303         2.0703781         31.557945         3.1046991         285164.04         5055354.1         833.52928         20.610062        -227.90955         2625.8907    
   2.79000     1466.3216         2.0557432         31.578573         3.2428205         287553.03         5261892.9         908.65484         21.585741        -248.51222         3249.6569    
   2.80000     1470.2869         2.0434599         31.599067         3.4003753         289901.15         5494623.4         988.95323         22.498203        -270.09719         4008.4646    
   2.81000     1474.2305         2.0334001         31.619450         3.5802152         292205.21         5756953.5         1074.3289         23.326768        -292.59332         4928.5769    
   2.82000     1478.1568         2.0254429         31.639742         3.7856049         294463.14         6052860.9         1164.5947         24.050501        -315.90316         6040.4408    
   2.83000     1482.0696         2.0194747         31.659965         4.0202800         296673.71         6386972.5         1259.4685         24.649168        -339.90207         7379.0876    
   2.84000     1485.9726         2.0153863         31.680138         4.2885157         298836.42         6764653.7         1358.5743         25.104283        -364.43903         8984.5294    
   2.85000     1489.8695         2.0130695         31.700279         4.5952086         300951.35         7192111.0         1461.4460         25.400158        -389.33910         10902.157    
   2.86000     1493.7636         2.0124132         31.720405         4.9459738         303019.07         7676512.9         1567.5357         25.524866        -414.40731         13183.138    
   2.87000     1497.6579         2.0132999         31.740532         5.3472600         305040.62         8226133.7         1676.2244         25.471024        -439.43370         15884.827    
   2.88000     1501.5553         2.0156036         31.760676         5.8064864         307017.50         8850525.4         1786.8375         25.236319        -464.19907         19071.181    
   2.89000     1505.4584         2.0191891         31.780849         6.3322010         308951.73         9560720.5         1898.6632         24.823746        -488.48103         22813.191    
   2.90000     1509.3696         2.0239134         31.801063         6.9342660         310845.91         10369473.         2010.9759         24.241539        -512.06002         27189.326    
   2.91000     1513.2909         2.0296282         31.821330         7.6240698         312703.29         11291539.         2123.0631         23.502809        -534.72509         32286.002    
   2.92000     1517.2241         2.0361831         31.841659         8.4147713         314527.72         12343999.         2234.2556         22.624916        -556.27925         38198.087    
   2.93000     1521.1706         2.0434296         31.862056         9.3215799         316323.72         13546634.         2343.9613         21.628632        -576.54429         45029.461    
   2.94000     1525.1318         2.0512237         31.882529         10.362080         318096.35         14922349.         2451.6985         20.537136        -595.36500         52893.680    
   2.95000     1529.1084         2.0594277         31.903082         11.556605         319851.11         16497661.         2557.1275         19.374925        -612.61255         61914.753    
   2.96000     1533.1012         2.0679102         31.923718         12.928685         321593.85         18303257.         2660.0788         18.166704        -628.18697         72228.105    
   2.97000     1537.1106         2.0765444         31.944441         14.505566         323330.59         20374634.         2760.5742         16.936342        -642.01843         83981.727    
   2.98000     1541.1367         2.0852057         31.965249         16.318838         325067.34         22752831.         2858.8422         15.705970        -654.06737         97337.550    
   2.99000     1545.1796         2.0937683         31.986144         18.405186         326809.99         25485282.         2955.3263         14.495260        -664.32332         112473.04    
   3.00000     1549.2387         2.1021015         32.007124         20.807283         328564.13         28626794.         3050.6877         13.320946        -672.80261         129583.00    
