   emu(eV)      n(10^20/cm3)               DOS            intDOS            DOSvk2         |vk|(m/s)             sigma                ke      L(1E-8V2K-2)           S(uV/K)                PF  EFF(10^-20 W^5/3 m s^-1/3 K^-2)
  -1.37000    -799.21986         7.9435067         19.869292        0.15931398E+12     141618.77        0.16462082E+21    0.27219824E+16     2.0668576         14.922181         3.6656362        0.37686511E-01
  -1.36000    -783.90123         7.8898468         19.948465        0.15787528E+12     141456.46        0.16313420E+21    0.27136750E+16     2.0793272         16.072329         4.2140787        0.43521282E-01
  -1.35000    -768.69439         7.8276936         20.027061        0.15639578E+12     141349.93        0.16160542E+21    0.27011676E+16     2.0893232         17.198819         4.7802783        0.49629746E-01
  -1.34000    -753.61720         7.7556148         20.104986        0.15487073E+12     141311.19        0.16002957E+21    0.26849150E+16     2.0972022         18.329604         5.3765836        0.56166023E-01
  -1.33000    -738.69004         7.6724200         20.182136        0.15329081E+12     141348.72        0.15839702E+21    0.26655716E+16     2.1035525         19.486971         6.0150009        0.63288607E-01
  -1.32000    -723.93536         7.5772245         20.258394        0.15164387E+12     141467.72        0.15669522E+21    0.26439326E+16     2.1091363         20.685999         6.7051537        0.71139922E-01
  -1.31000    -709.37692         7.4694992         20.333639        0.14991673E+12     141670.46        0.15491055E+21    0.26208699E+16     2.1148253         21.933582         7.4524680        0.79827136E-01
  -1.30000    -695.03918         7.3491062         20.407742        0.14809703E+12     141956.70        0.15303023E+21    0.25972682E+16     2.1215319         23.228049         8.2566275        0.89404168E-01
  -1.29000    -680.94645         7.2163178         20.480579        0.14617487E+12     142324.13        0.15104404E+21    0.25739639E+16     2.1301435         24.559356         9.1104021        0.99855471E-01
  -1.28000    -667.12211         7.0718181         20.552029        0.14414422E+12     142768.72        0.14894575E+21    0.25516926E+16     2.1414614         25.909824         9.9990109        0.11108304    
  -1.27000    -653.58785         6.9166864         20.621980        0.14200396E+12     143285.15        0.14673421E+21    0.25310450E+16     2.1561477         27.255341         10.900204        0.12289871    
  -1.26000    -640.36289         6.7523612         20.690333        0.13975847E+12     143867.02        0.14441391E+21    0.25124359E+16     2.1746831         28.566958         11.785202        0.13502411    
  -1.25000    -627.46337         6.5805874         20.757003        0.13741769E+12     144507.03        0.14199515E+21    0.24960866E+16     2.1973343         29.812753         12.620533        0.14710000    
  -1.24000    -614.90184         6.4033474         20.821926        0.13499675E+12     145197.16        0.13949358E+21    0.24820205E+16     2.2241351         30.959871         13.370650        0.15870571    
  -1.23000    -602.68680         6.2227816         20.885059        0.13251519E+12     145928.64        0.13692935E+21    0.24700735E+16     2.2548795         31.976578         14.001047        0.16938784    
  -1.22000    -590.82256         6.0411025         20.946378        0.12999573E+12     146692.01        0.13432597E+21    0.24599152E+16     2.2891284         32.834206         14.481483        0.17869551    
  -1.21000    -579.30914         5.8605103         21.005884        0.12746304E+12     147477.04        0.13170891E+21    0.24510813E+16     2.3262296         33.508867         14.788858        0.18621833    
  -1.20000    -568.14237         5.6831143         21.063599        0.12494226E+12     148272.80        0.12910416E+21    0.24430119E+16     2.3653497         33.982800         14.909345        0.19162215    
  -1.19000    -557.31415         5.5108656         21.119564        0.12245777E+12     149067.60        0.12653691E+21    0.24350933E+16     2.4055168         34.245298         14.839495        0.19467820    
  -1.18000    -546.81280         5.3455065         21.173839        0.12003203E+12     149849.10        0.12403037E+21    0.24266996E+16     2.4456708         34.293153         14.586224        0.19528178    
  -1.17000    -536.62349         5.1885356         21.226502        0.11768475E+12     150604.41        0.12160491E+21    0.24172304E+16     2.4847172         34.130638         14.165761        0.19345864    
  -1.16000    -526.72876         5.0411908         21.277642        0.11543231E+12     151320.28        0.11927744E+21    0.24061426E+16     2.5215819         33.769057         13.601793        0.18935880    
  -1.15000    -517.10900         4.9044469         21.327361        0.11328746E+12     151983.31        0.11706113E+21    0.23929740E+16     2.5552610         33.225958         12.923131        0.18323952    
  -1.14000    -507.74296         4.7790257         21.375769        0.11125925E+12     152580.27        0.11496537E+21    0.23773584E+16     2.5848637         32.524097         12.161231        0.17544031    
  -1.13000    -498.60822         4.6654140         21.422981        0.10935322E+12     153098.41        0.11299584E+21    0.23590325E+16     2.6096453         31.690268         11.347868        0.16635362    
  -1.12000    -489.68163         4.5638877         21.469117        0.10757159E+12     153525.79        0.11115487E+21    0.23378358E+16     2.6290299         30.754097         10.513188        0.15639490    
  -1.11000    -480.93971         4.4745364         21.514299        0.10591368E+12     153851.60        0.10944173E+21    0.23137046E+16     2.6426215         29.746878         9.6842444        0.14597499    
  -1.10000    -472.35893         4.3972880         21.558648        0.10437623E+12     154066.55        0.10785306E+21    0.22866629E+16     2.6502062         28.700510         8.8840650        0.13547730    
  -1.09000    -463.91607         4.3319299         21.602285        0.10295377E+12     154163.10        0.10638323E+21    0.22568103E+16     2.6517459         27.646569         8.1312185        0.12524088    
  -1.08000    -455.58842         4.2781275         21.645325        0.10163902E+12     154135.75        0.10502468E+21    0.22243100E+16     2.6473659         26.615508         7.4397935        0.11554997    
  -1.07000    -447.35404         4.2354385         21.687884        0.10042313E+12     153981.19        0.10376828E+21    0.21893762E+16     2.6373379         25.636005         6.8197009        0.10662961    
  -1.06000    -439.19193         4.2033243         21.730069        0.99295995E+11     153698.43        0.10260361E+21    0.21522628E+16     2.6220604         24.734413         6.2771981        0.98646572E-01
  -1.05000    -431.08222         4.1811592         21.771984        0.98246517E+11     153288.73        0.10151917E+21    0.21132527E+16     2.6020366         23.934317         5.8155411        0.91714306E-01
  -1.04000    -423.00634         4.1682393         21.813724        0.97262809E+11     152755.58        0.10050269E+21    0.20726475E+16     2.5778507         23.256183         5.4356886        0.85900870E-01
  -1.03000    -414.94713         4.1637908         21.855377        0.96332444E+11     152104.42        0.99541338E+20    0.20307583E+16     2.5501444         22.717090         5.1369918        0.81238338E-01
  -1.02000    -406.88899         4.1669807         21.897025        0.95442688E+11     151342.39        0.98621943E+20    0.19878964E+16     2.5195920         22.330559         4.9178215        0.77732599E-01
  -1.01000    -398.81801         4.1769289         21.938739        0.94580738E+11     150477.93        0.97731281E+20    0.19443647E+16     2.4868761         22.106486         4.7760955        0.75372520E-01
  -1.00000    -390.72197         4.1927225         21.980583        0.93733977E+11     149520.40        0.96856314E+20    0.19004486E+16     2.4526648         22.051187         4.7096852        0.74137719E-01
  -0.99000    -382.59046         4.2134310         22.022610        0.92890223E+11     148479.69        0.95984454E+20    0.18564088E+16     2.4175905         22.167581         4.7166919        0.74004537E-01
  -0.98000    -374.41489         4.2381221         22.064865        0.92037964E+11     147365.82        0.95103805E+20    0.18124743E+16     2.3822315         22.455490         4.7956003        0.74950079E-01
  -0.97000    -366.18844         4.2658763         22.107383        0.91166574E+11     146188.66        0.94203389E+20    0.17688371E+16     2.3470985         22.912061         4.9453252        0.76954516E-01
  -0.96000    -357.90604         4.2957985         22.150189        0.90266480E+11     144957.70        0.93273312E+20    0.17256495E+16     2.3126249         23.532283         5.1651806        0.80002028E-01
  -0.95000    -349.56436         4.3270250         22.193303        0.89329278E+11     143681.95        0.92304892E+20    0.16830232E+16     2.2791630         24.309555         5.4547987        0.84080874E-01
  -0.94000    -341.16166         4.3587257         22.236732        0.88347788E+11     142369.86        0.91290708E+20    0.16410313E+16     2.2469857         25.236283         5.8140310        0.89183068E-01
  -0.93000    -332.69782         4.3901013         22.280476        0.87316042E+11     141029.43        0.90224594E+20    0.15997123E+16     2.2162920         26.304434         6.2428496        0.95304030E-01
  -0.92000    -324.17421         4.4203744         22.324530        0.86229225E+11     139668.26        0.89101574E+20    0.15590766E+16     2.1872181         27.506027         6.7412602        0.10244242    
  -0.91000    -315.59372         4.4487789         22.368878        0.85083566E+11     138293.71        0.87917753E+20    0.15191137E+16     2.1598507         28.833501         7.3092250        0.11060011    
  -0.90000    -306.96069         4.4745465         22.413497        0.83876211E+11     136913.06        0.86670180E+20    0.14798010E+16     2.1342419         30.279961         7.9465813        0.11978223    
  -0.89000    -298.28099         4.4968965         22.458357        0.82605087E+11     135533.59        0.85356714E+20    0.14411116E+16     2.1104251         31.839260         8.6529387        0.12999694    
  -0.88000    -289.56199         4.5150276         22.503421        0.81268784E+11     134162.67        0.83975898E+20    0.14030222E+16     2.0884298         33.505934         9.4275342        0.14125460    
  -0.87000    -280.81266         4.5281176         22.548641        0.79866474E+11     132807.75        0.82526876E+20    0.13655186E+16     2.0682938         35.275001         10.269031        0.15356625    
  -0.86000    -272.04355         4.5353311         22.593963        0.78397870E+11     131476.35        0.81009351E+20    0.13286002E+16     2.0500722         37.141652         11.175259        0.16694100    
  -0.85000    -263.26684         4.5358359         22.639325        0.76863239E+11     130175.92        0.79423601E+20    0.12922812E+16     2.0338433         39.100872         12.142901        0.18138261    
  -0.84000    -254.49629         4.5288289         22.684655        0.75263461E+11     128913.72        0.77770534E+20    0.12565905E+16     2.0197085         41.147033         13.167161        0.19688514    
  -0.83000    -245.74718         4.5135691         22.729874        0.73600126E+11     127696.57        0.76051792E+20    0.12215681E+16     2.0077898         43.273515         14.241436        0.21342821    
  -0.82000    -237.03610         4.4894163         22.774897        0.71875648E+11     126530.71        0.74269870E+20    0.11872614E+16     1.9982219         45.472389         15.357065        0.23097220    
  -0.81000    -228.38077         4.4558705         22.819631        0.70093379E+11     125421.56        0.72428233E+20    0.11537186E+16     1.9911410         47.734221         16.503177        0.24945408    
  -0.80000    -219.79970         4.4126093         22.863982        0.68257705E+11     124373.57        0.70531411E+20    0.11209824E+16     1.9866723         50.048009         17.666730        0.26878434    
  -0.79000    -211.31185         4.3595178         22.907851        0.66374085E+11     123390.02        0.68585047E+20    0.10890838E+16     1.9849147         52.401293         18.832737        0.28884570    
  -0.78000    -202.93616         4.2967086         22.951140        0.64449036E+11     122472.97        0.66595873E+20    0.10580363E+16     1.9859269         54.780437         19.984731        0.30949416    
  -0.77000    -194.69114         4.2245281         22.993753        0.62490035E+11     121623.16        0.64571617E+20    0.10278322E+16     1.9897136         57.171064         21.105430        0.33056243    
  -0.76000    -186.59439         4.1435484         23.035601        0.60505354E+11     120839.99        0.62520825E+20    0.99844018E+15     1.9962152         59.558629         22.177576        0.35186594    
  -0.75000    -178.66223         4.0545445         23.076598        0.58503821E+11     120121.59        0.60452620E+20    0.96980569E+15     2.0053012         61.929073         23.184850        0.37321091    
  -0.74000    -170.90929         3.9584600         23.116668        0.56494538E+11     119464.84        0.58376406E+20    0.94185322E+15     2.0167677         64.269507         24.112780        0.39440391    
  -0.73000    -163.34825         3.8563638         23.155747        0.54486575E+11     118865.48        0.56301556E+20    0.91449059E+15     2.0303404         66.568866         24.949550        0.41526196    
  -0.72000    -155.98965         3.7494014         23.193779        0.52488666E+11     118318.27        0.54237096E+20    0.88761461E+15     2.0456816         68.818478         25.686596        0.43562221    
  -0.71000    -148.84176         3.6387460         23.230723        0.50508937E+11     117817.08        0.52191421E+20    0.86111747E+15     2.0624018         71.012500         26.318960        0.45535033    
  -0.70000    -141.91061         3.5255526         23.266546        0.48554687E+11     117355.10        0.50172074E+20    0.83489329E+15     2.0800747         73.148201         26.845368        0.47434681    
  -0.69000    -135.20003         3.4109182         23.301229        0.46632223E+11     116925.01        0.48185572E+20    0.80884410E+15     2.0982528         75.226080         27.268037        0.49255088    
  -0.68000    -128.71182         3.2958495         23.334763        0.44746772E+11     116519.11        0.46237315E+20    0.78288486E+15     2.1164855         77.249811         27.592271        0.50994182    
  -0.67000    -122.44594         3.1812398         23.367147        0.42902452E+11     116129.58        0.44331559E+20    0.75694724E+15     2.1343352         79.226064         27.825896        0.52653791    
  -0.66000    -116.40074         3.0678552         23.398392        0.41102303E+11     115748.57        0.42471446E+20    0.73098193E+15     2.1513923         81.164198         27.978605        0.54239321    
  -0.65000    -110.57321         2.9563276         23.428511        0.39348365E+11     115368.45        0.40659083E+20    0.70495968E+15     2.1672884         83.075880         28.061280        0.55759285    
  -0.64000    -104.95926         2.8471562         23.457526        0.37641783E+11     114981.89        0.38895654E+20    0.67887094E+15     2.1817056         84.974647         28.085349        0.57224725    
  -0.63000    -99.553951         2.7407137         23.485463        0.35982941E+11     114582.02        0.37181555E+20    0.65272462E+15     2.1943831         86.875466         28.062209        0.58648579    
  -0.62000    -94.351731         2.6372568         23.512350        0.34371601E+11     114162.55        0.35516541E+20    0.62654589E+15     2.2051201         88.794292         28.002755        0.60045054    
  -0.61000    -89.346662         2.5369391         23.538218        0.32807043E+11     113717.82        0.33899866E+20    0.60037358E+15     2.2137756         90.747674         27.917016        0.61429040    
  -0.60000    -84.532594         2.4398260         23.563100        0.31288197E+11     113242.86        0.32330426E+20    0.57425728E+15     2.2202664         92.752420         27.813903        0.62815592    
  -0.59000    -79.903324         2.3459093         23.587026        0.29813763E+11     112733.45        0.30806878E+20    0.54825438E+15     2.2245616         94.825319         27.701055        0.64219500    
  -0.58000    -75.452725         2.2551214         23.610028        0.28382317E+11     112186.08        0.29327750E+20    0.52242743E+15     2.2266771         96.982933         27.584770        0.65654957    
  -0.57000    -71.174847         2.1673482         23.632138        0.26992397E+11     111597.99        0.27891531E+20    0.49684165E+15     2.2266690         99.241458         27.469998        0.67135298    
  -0.56000    -67.063995         2.0824417         23.653385        0.25642575E+11     110967.14        0.26496745E+20    0.47156285E+15     2.2246263         101.61662         27.360376        0.68672827    
  -0.55000    -63.114786         2.0002297         23.673796        0.24331514E+11     110292.16        0.25142012E+20    0.44665584E+15     2.2206648         104.12366         27.258306        0.70278700    
  -0.54000    -59.322187         1.9205248         23.693398        0.23058008E+11     109572.34        0.23826085E+20    0.42218301E+15     2.2149202         106.77726         27.165033        0.71962857    
  -0.53000    -55.681534         1.8431320         23.712214        0.21821017E+11     108807.61        0.22547888E+20    0.39820342E+15     2.2075428         109.59163         27.080749        0.73734003    
  -0.52000    -52.188545         1.7678549         23.730267        0.20619681E+11     107998.48        0.21306535E+20    0.37477209E+15     2.1986921         112.58051         27.004692        0.75599615    
  -0.51000    -48.839313         1.6945005         23.747578        0.19453336E+11     107146.06        0.20101339E+20    0.35193954E+15     2.1885330         115.75719         26.935246        0.77565972    
  -0.50000    -45.630299         1.6228836         23.764163        0.18321515E+11     106251.97        0.18931816E+20    0.32975159E+15     2.1772317         119.13462         26.870037        0.79638202    
  -0.49000    -42.558312         1.5528303         23.780041        0.17223944E+11     105318.41        0.17797684E+20    0.30824929E+15     2.1649537         122.72541         26.806028        0.81820331    
  -0.48000    -39.620483         1.4841810         23.795225        0.16160534E+11     104348.07        0.16698851E+20    0.28746893E+15     2.1518616         126.54185         26.739604        0.84115330    
  -0.47000    -36.814237         1.4167929         23.809728        0.15131367E+11     103344.15        0.15635402E+20    0.26744216E+15     2.1381139         130.59597         26.666658        0.86525164    
  -0.46000    -34.137255         1.3505429         23.823564        0.14136680E+11     102310.34        0.14607582E+20    0.24819613E+15     2.1238640         134.89946         26.582680        0.89050825    
  -0.45000    -31.587439         1.2853293         23.836743        0.13176843E+11     101250.81        0.13615772E+20    0.22975362E+15     2.1092599         139.46371         26.482847        0.91692364    
  -0.44000    -29.162862         1.2210744         23.849274        0.12252335E+11     100170.16        0.12660468E+20    0.21213316E+15     2.0944443         144.29964         26.362116        0.94448913    
  -0.43000    -26.861723         1.1577263         23.861167        0.11363716E+11     99073.440        0.11742248E+20    0.19534916E+15     2.0795544         149.41771         26.215336        0.97318693    
  -0.42000    -24.682297         1.0952606         23.872431        0.10511597E+11     97966.056        0.10861745E+20    0.17941191E+15     2.0647223         154.82770         26.037359         1.0029903    
  -0.41000    -22.622876         1.0336822         23.883075        0.96966092E+10     96853.749        0.10019609E+20    0.16432768E+15     2.0500759         160.53858         25.823175         1.0338632    
  -0.40000    -20.681714        0.97302547         23.893108        0.89193642E+10     95742.518        0.92164738E+19    0.15009871E+15     2.0357394         166.55835         25.568051         1.0657604    
  -0.39000    -18.856971        0.91335523         23.902539        0.81804222E+10     94638.533        0.84529172E+19    0.13672320E+15     2.0218345         172.89378         25.267679         1.0986271    
  -0.38000    -17.146652        0.85476531         23.911379        0.74802527E+10     93548.040        0.77294246E+19    0.12419529E+15     2.0084822         179.55021         24.918333         1.1323982    
  -0.37000    -15.548554        0.79737685         23.919638        0.68191986E+10     92477.240        0.70463504E+19    0.11250510E+15     1.9958045         186.53131         24.517022         1.1669979    
  -0.36000    -14.060214        0.74133493         23.927331        0.61974423E+10     91432.167        0.64038829E+19    0.10163873E+15     1.9839278         193.83887         24.061633         1.2023389    
  -0.35000    -12.678872        0.68680380         23.934470        0.56149748E+10     90418.555        0.58020131E+19    0.91578360E+14     1.9729868         201.47255         23.551060         1.2383216    
  -0.34000    -11.401435        0.63396081         23.941073        0.50715712E+10     89441.703        0.52405084E+19    0.82302402E+14     1.9631302         209.42974         22.985297         1.2748330    
  -0.33000    -10.224458        0.58298922         23.947156        0.45667728E+10     88506.352        0.47188948E+19    0.73785726E+14     1.9545288         217.70535         22.365494         1.3117455    
  -0.32000    -9.1441458        0.53407011         23.952739        0.40998771E+10     87616.577        0.42364466E+19    0.65999972E+14     1.9473860         226.29174         21.693975         1.3489165    
  -0.31000    -8.1563590        0.48737414         23.957844        0.36699380E+10     86775.699        0.37921859E+19    0.58913953E+14     1.9419523         235.17861         20.974193         1.3861866    
  -0.30000    -7.2566455        0.44305352         23.962495        0.32757745E+10     85986.229        0.33848926E+19    0.52494137E+14     1.9385451         244.35295         20.210641         1.4233796    
  -0.29000    -6.4402822        0.40123490         23.966714        0.29159896E+10     85249.852        0.30131230E+19    0.46705195E+14     1.9375742         253.79901         19.408712         1.4603009    
  -0.28000    -5.7023306        0.36201371         23.970528        0.25889956E+10     84567.433        0.26752367E+19    0.41510610E+14     1.9395765         263.49823         18.574520         1.4967377    
  -0.27000    -5.0377006        0.32545033         23.973963        0.22930477E+10     83939.076        0.23694305E+19    0.36873307E+14     1.9452621         273.42910         17.714685         1.5324574    
  -0.26000    -4.4412213        0.29156830         23.977046        0.20262802E+10     83364.202        0.20937769E+19    0.32756294E+14     1.9555745         283.56698         16.836108         1.5672067    
  -0.25000    -3.9077114        0.26035460         23.979803        0.17867462E+10     82841.662        0.18462638E+19    0.29123276E+14     1.9717710         293.88368         15.945740         1.6007099    
  -0.24000    -3.4320489        0.23176174         23.982262        0.15724559E+10     82369.866        0.16248354E+19    0.25939241E+14     1.9955284         304.34683         15.050362         1.6326655    
  -0.23000    -3.0092340        0.20571145         23.984447        0.13814141E+10     81946.935        0.14274299E+19    0.23170978E+14     2.0290819         314.91893         14.156384         1.6627418    
  -0.22000    -2.6344445        0.18209932         23.986384        0.12116535E+10     81570.863        0.12520145E+19    0.20787532E+14     2.0754085         325.55591         13.269682         1.6905696    
  -0.21000    -2.3030811        0.16080021         23.988097        0.10612632E+10     81239.686        0.10966145E+19    0.18760580E+14     2.1384658         336.20511         12.395458         1.7157327    
  -0.20000    -2.0108024        0.14167368         23.989607        0.92841204E+09     80951.666        0.95933803E+18    0.17064729E+14     2.2235031         346.80256         11.538152         1.7377538    
  -0.19000    -1.7535491        0.12456938         23.990937        0.81136720E+09     80705.488        0.83839434E+18    0.15677728E+14     2.3374633         357.26922         10.701374         1.7560766    
  -0.18000    -1.5275584        0.10933187         23.992105        0.70850629E+09     80500.479        0.73210707E+18    0.14580606E+14     2.4894935         367.50599         9.8878858         1.7700426    
  -0.17000    -1.3293698        0.95804869E-01     23.993129        0.61832564E+09     80336.857        0.63892245E+18    0.13757720E+14     2.6915865         377.38722         9.0996045         1.7788620    
  -0.16000    -1.1558231        0.83834742E-01     23.994026        0.53944399E+09     80216.029        0.55741320E+18    0.13196701E+14     2.9593624         386.75227         8.3376374         1.7815791    
  -0.15000    -1.0040503        0.73273256E-01     23.994811        0.47060286E+09     80140.959        0.48627894E+18    0.12888289E+14     3.3129877         395.39489         7.6023447         1.7770324    
  -0.14000   -0.87146365        0.63979617E-01     23.995496        0.41066418E+09     80116.615        0.42434366E+18    0.12825997E+14     3.7781867         403.04988         6.8934290         1.7638122    
  -0.13000   -0.75573916        0.55821873E-01     23.996094        0.35860580E+09     80150.540        0.37055118E+18    0.13005556E+14     4.3872334         409.37727         6.2100579         1.7402201    
  -0.12000   -0.65479896        0.48677775E-01     23.996616        0.31351570E+09     80253.556        0.32395910E+18    0.13424044E+14     5.1796832         413.94400         5.5510275         1.7042411    
  -0.11000   -0.56679196        0.42435183E-01     23.997071        0.27458522E+09     80440.644        0.28373182E+18    0.14078564E+14     6.2024081         416.20457         4.9149798         1.6535442    
  -0.10000   -0.49007418        0.36992123E-01     23.997467        0.24110185E+09     80731.987        0.24913310E+18    0.14964336E+14     7.5082034         415.48320         4.3006923         1.5855393    
  -0.09000   -0.42318926        0.32256578E-01     23.997813        0.21244191E+09     81154.190        0.21951848E+18    0.16072031E+14     9.1518670         410.96279         3.7074566         1.4975294    
  -0.08000   -0.36484955        0.28146091E-01     23.998114        0.18806339E+09     81741.591        0.19432790E+18    0.17384269E+14     11.182304         401.68893         3.1355583         1.3870144    
  -0.07000   -0.31391812        0.24587240E-01     23.998378        0.16749914E+09     82537.518        0.17307864E+18    0.18871334E+14     13.629161         386.60164         2.5868478         1.2522061    
  -0.06000   -0.26939183        0.21515039E-01     23.998608        0.15035057E+09     83595.224        0.15535884E+18    0.20486546E+14     16.483248         364.61019         2.0653495         1.0928073    
  -0.05000   -0.23038561        0.18872303E-01     23.998809        0.13628186E+09     84978.012        0.14082149E+18    0.22162277E+14     19.672314         334.72607         1.5777857        0.91105141    
  -0.04000   -0.19611802        0.16609012E-01     23.998986        0.12501495E+09     86757.909        0.12917928E+18    0.23808290E+14     23.038032         296.25963         1.1338036        0.71288600    
  -0.03000   -0.16589798        0.14681685E-01     23.999143        0.11632509E+09     89012.039        0.12019995E+18    0.25314622E+14     26.325532         249.06326        0.74563047        0.50900008    
  -0.02000   -0.13911267        0.13052791E-01     23.999281        0.11003711E+09     91815.898        0.11370251E+18    0.26560953E+14     29.200051         193.76916        0.42691299        0.31519689    
  -0.01000   -0.11521659        0.11690201E-01     23.999405        0.10602236E+09     95233.060        0.10955403E+18    0.27432795E+14     31.300531         131.93538        0.19070008        0.15153549    
   0.00000   -0.93721581E-01    0.10566684E-01     23.999516        0.10419635E+09     99301.749        0.10766720E+18    0.27841776E+14     32.323883         66.007072        0.46909883E-01    0.39873407E-01
   0.01000   -0.74187805E-01    0.96594546E-02     23.999617        0.10451698E+09     104020.07        0.10799851E+18    0.27744188E+14     32.111772       -0.95437974        0.98369437E-05    0.88770758E-05
   0.02000   -0.56215541E-01    0.89497656E-02     23.999709        0.10698338E+09     109333.27        0.11054706E+18    0.27151007E+14     30.700734        -65.729077        0.47759773E-01    0.45348817E-01
   0.03000   -0.39437723E-01    0.84225506E-02     23.999796        0.11163531E+09     115127.47        0.11535395E+18    0.26125262E+14     28.309891        -125.44707        0.18153215        0.17948822    
   0.04000   -0.23513140E-01    0.80661043E-02     23.999878        0.11855313E+09     121234.05        0.12250221E+18    0.24767874E+14     25.272885        -177.98525        0.38807169        0.39492463    
   0.05000   -0.81202030E-02    0.78718019E-02     23.999958        0.12785817E+09     127446.28        0.13211720E+18    0.23197569E+14     21.947907        -222.14759        0.65199245        0.67437988    
   0.06000    0.70487644E-02    0.78338470E-02     24.000036        0.13971347E+09     133546.22        0.14436741E+18    0.21531671E+14     18.643119        -257.62312        0.95816179        0.99426069    
   0.07000    0.22292772E-01    0.79490423E-02     24.000115        0.15432492E+09     139335.13        0.15946558E+18    0.19872488E+14     15.577411        -284.79358         1.2933836         1.3291142    
   0.08000    0.37906984E-01    0.82165743E-02     24.000196        0.17194250E+09     144659.26        0.17767001E+18    0.18300665E+14     12.875460        -304.48592         1.6472085         1.6557681    
   0.09000    0.54187129E-01    0.86378028E-02     24.000280        0.19286162E+09     149424.31        0.19928596E+18    0.16874342E+14     10.584251        -317.74408         2.0120170         1.9561746    
   0.10000    0.71433493E-01    0.92160449E-02     24.000369        0.21742440E+09     153596.69        0.22466694E+18    0.15631916E+14     8.6972719        -325.65715         2.3826508         2.2185820    
   0.11000    0.89954492E-01    0.99563451E-02     24.000465        0.24602061E+09     157193.93        0.25421570E+18    0.14596373E+14     7.1771593        -329.25053         2.7558485         2.4372506    
   0.12000    0.11006977        0.10865220E-01     24.000569        0.27908817E+09     160269.71        0.28838477E+18    0.13779763E+14     5.9728201        -329.42966         3.1296641         2.6112604    
   0.13000    0.13211277        0.11950373E-01     24.000683        0.31711295E+09     162898.19        0.32767617E+18    0.13187091E+14     5.0305346        -326.96045         3.5029610         2.7429999    
   0.14000    0.15643274        0.13220366E-01     24.000809        0.36062746E+09     165161.06        0.37264019E+18    0.12819353E+14     4.3001781        -322.47189         3.8750153         2.8367598    
   0.15000    0.18339603        0.14684256E-01     24.000948        0.41020851E+09     167138.44        0.42387281E+18    0.12675743E+14     3.7380738        -316.47019         4.2452295         2.8976417    
   0.16000    0.21338665        0.16351191E-01     24.001103        0.46647318E+09     168903.50        0.48201169E+18    0.12755133E+14     3.3077863        -309.35717         4.6129414         2.9308245    
   0.17000    0.24680607        0.18229975E-01     24.001276        0.53007333E+09     170519.85        0.54773040E+18    0.13057020E+14     2.9798009        -301.44903         4.9773093         2.9411379    
   0.18000    0.28407211        0.20328627E-01     24.001468        0.60168825E+09     172040.91        0.62173086E+18    0.13582051E+14     2.7306934        -292.99341         5.3372571         2.9328570    
   0.19000    0.32561698        0.22653940E-01     24.001683        0.68201556E+09     173510.30        0.70473392E+18    0.14332264E+14     2.5421410        -284.18388         5.6914646         2.9096429    
   0.20000    0.37188451        0.25211077E-01     24.001922        0.77176053E+09     174962.74        0.79746836E+18    0.15311135E+14     2.3999596        -275.17178         6.0383913         2.8745627    
   0.21000    0.42332668        0.28003244E-01     24.002188        0.87162402E+09     176425.12        0.90065836E+18    0.16523477E+14     2.2932498        -266.07568         6.3763251         2.8301515    
   0.22000    0.48039957        0.31031444E-01     24.002483        0.98228958E+09     177917.54        0.10150103E+19    0.17975264E+14     2.2136801        -256.98864         6.7034483         2.7784872    
   0.23000    0.54355896        0.34294364E-01     24.002809        0.11044102E+10     179454.28        0.11411988E+19    0.19673391E+14     2.1549041        -247.98382         7.0179130         2.7212657    
   0.24000    0.61325588        0.37788397E-01     24.003170        0.12385954E+10     181044.57        0.12798538E+19    0.21625416E+14     2.1120983        -239.11876         7.3179198         2.6598683    
   0.25000    0.68993226        0.41507801E-01     24.003566        0.13853996E+10     182693.32        0.14315481E+19    0.23839287E+14     2.0816002        -230.43852         7.6017942         2.5954206    
   0.26000    0.77401708        0.45445005E-01     24.004000        0.15453117E+10     184401.72        0.15967870E+19    0.26323087E+14     2.0606291        -221.97813         7.8680548         2.5288403    
   0.27000    0.86592324        0.49591004E-01     24.004475        0.17187477E+10     186167.82        0.17760003E+19    0.29084807E+14     2.0470722        -213.76435         8.1154680         2.4608762    
   0.28000    0.96604521        0.53935856E-01     24.004993        0.19060449E+10     187986.98        0.19695364E+19    0.32132148E+14     2.0393218        -205.81709         8.3430894         2.3921403    
   0.29000     1.0747577        0.58469198E-01     24.005555        0.21074595E+10     189852.38        0.21776603E+19    0.35472376E+14     2.0361518        -198.15054         8.5502861         2.3231327    
   0.30000     1.1924155        0.63180768E-01     24.006163        0.23231668E+10     191755.46        0.24005530E+19    0.39112217E+14     2.0366254        -190.77401         8.7367456         2.2542628    
   0.31000     1.3193539        0.68060893E-01     24.006819        0.25532630E+10     193686.32        0.26383138E+19    0.43057800E+14     2.0400246        -183.69275         8.9024696         2.1858660    
   0.32000     1.4558905        0.73100894E-01     24.007525        0.27977696E+10     195634.13        0.28909650E+19    0.47314628E+14     2.0457973        -176.90865         9.0477583         2.1182180    
   0.33000     1.6023272        0.78293416E-01     24.008282        0.30566390E+10     197587.49        0.31584575E+19    0.51887567E+14     2.0535169        -170.42081         9.1731884         2.0515477    
