   emu(eV)      n(10^20/cm3)               DOS            intDOS            DOSvk2         |vk|(m/s)             sigma                ke      L(1E-8V2K-2)           S(uV/K)                PF  EFF(10^-20 W^5/3 m s^-1/3 K^-2)
  -1.33000    -748.98629         7.7507180         20.128921        0.15763282E+12     142610.78        0.16288367E+21    0.27089739E+16     2.0789177         18.764373         5.7351614        0.59937107E-01
  -1.32000    -734.07769         7.6580267         20.205975        0.15596938E+12     142712.24        0.16116482E+21    0.26897127E+16     2.0861507         20.021210         6.4602729        0.68058813E-01
  -1.31000    -719.36055         7.5527114         20.282039        0.15422570E+12     142898.26        0.15936305E+21    0.26684466E+16     2.0930562         21.314067         7.2396955        0.76977380E-01
  -1.30000    -704.85970         7.4344377         20.356986        0.15239019E+12     143170.80        0.15746641E+21    0.26460308E+16     2.1004724         22.646625         8.0759738        0.86777587E-01
  -1.29000    -690.60019         7.3032892         20.430685        0.15045263E+12     143529.33        0.15546430E+21    0.26233159E+16     2.1092590         24.014409         8.9654994        0.97485549E-01
  -1.28000    -676.60650         7.1597789         20.503010        0.14840566E+12     143971.13        0.15334915E+21    0.26010911E+16     2.1202360         25.405118         9.8974612        0.10905247    
  -1.27000    -662.90172         7.0048404         20.573842        0.14624608E+12     144491.73        0.15111762E+21    0.25800344E+16     2.1341276         26.799451         10.853427        0.12134247    
  -1.26000    -649.50674         6.8398005         20.643073        0.14397570E+12     145085.12        0.14877162E+21    0.25606732E+16     2.1515135         28.172353         11.807728        0.13412677    
  -1.25000    -636.43953         6.6663311         20.710610        0.14160179E+12     145744.08        0.14631864E+21    0.25433571E+16     2.1727898         29.494627         12.728742        0.14708633    
  -1.24000    -623.71455         6.4863835         20.776378        0.13913697E+12     146460.31        0.14377170E+21    0.25282437E+16     2.1981409         30.734787         13.581065        0.15982456    
  -1.23000    -611.34228         6.3021094         20.840323        0.13659867E+12     147224.56        0.14114886E+21    0.25152978E+16     2.2275223         31.861038         14.328385        0.17189030    
  -1.22000    -599.32892         6.1157713         20.902414        0.13400827E+12     148026.74        0.13847217E+21    0.25043051E+16     2.2606574         32.843270         14.936721        0.18280969    
  -1.21000    -587.67624         5.9296517         20.962640        0.13138981E+12     148855.97        0.13576649E+21    0.24948956E+16     2.2970466         33.654899         15.377622        0.19212379    
  -1.20000    -576.38166         5.7459657         21.021015        0.12876869E+12     149700.63        0.13305805E+21    0.24865784E+16     2.3359902         34.274460         15.630843        0.19942754    
  -1.19000    -565.43845         5.5667839         21.077574        0.12617025E+12     150548.46        0.13037306E+21    0.24787808E+16     2.3766228         34.686813         15.686160        0.20440515    
  -1.18000    -554.83604         5.3939713         21.132372        0.12361860E+12     151386.65        0.12773641E+21    0.24708906E+16     2.4179584         34.883910         15.544080        0.20685723    
  -1.17000    -544.56050         5.2291442         21.185480        0.12113552E+12     152202.03        0.12517062E+21    0.24622972E+16     2.4589408         34.865083         15.215415        0.20671635    
  -1.16000    -534.59505         5.0736465         21.236986        0.11873975E+12     152981.17        0.12269505E+21    0.24524272E+16     2.4984986         34.636865         14.719877        0.20404947    
  -1.15000    -524.92055         4.9285440         21.286988        0.11644653E+12     153710.65        0.12032543E+21    0.24407739E+16     2.5355964         34.212414         14.083963        0.19904772    
  -1.14000    -515.51608         4.7946328         21.335594        0.11426737E+12     154377.30        0.11807369E+21    0.24269176E+16     2.5692828         33.610621         13.338476        0.19200567    
  -1.13000    -506.35942         4.6724605         21.382919        0.11221015E+12     154968.44        0.11594794E+21    0.24105368E+16     2.5987276         32.855026         12.516032        0.18329375    
  -1.12000    -497.42751         4.5623530         21.429083        0.11027928E+12     155472.12        0.11395275E+21    0.23914122E+16     2.6232498         31.972634         11.648812        0.17332737    
  -1.11000    -488.69684         4.4644443         21.474207        0.10847606E+12     155877.43        0.11208947E+21    0.23694228E+16     2.6423344         30.992752         10.766761        0.16253675    
  -1.10000    -480.14381         4.3787072         21.518413        0.10679906E+12     156174.73        0.11035660E+21    0.23445378E+16     2.6556384         29.945904         9.8963069        0.15134009    
  -1.09000    -471.74502         4.3049794         21.561821        0.10524447E+12     156355.84        0.10875023E+21    0.23168050E+16     2.6629887         28.862885         9.0596131        0.14012223    
  -1.08000    -463.47748         4.2429860         21.604551        0.10380654E+12     156414.34        0.10726440E+21    0.22863387E+16     2.6643726         27.773961         8.2743002        0.12921957    
  -1.07000    -455.31882         4.1923572         21.646719        0.10247786E+12     156345.68        0.10589146E+21    0.22533068E+16     2.6599251         26.708222         7.5535465        0.11891140    
  -1.06000    -447.24748         4.1526399         21.688435        0.10124966E+12     156147.36        0.10462235E+21    0.22179195E+16     2.6499113         25.693054         6.9064664        0.10941692    
  -1.05000    -439.24285         4.1233062         21.729806        0.10011205E+12     155818.99        0.10344684E+21    0.21804191E+16     2.6347096         24.753719         6.3386698        0.10089721    
  -1.04000    -431.28541         4.1037585         21.770934        0.99054231E+11     155362.29        0.10235379E+21    0.21410708E+16     2.6147919         23.913012         5.8529186        0.93460776E-01
  -1.03000    -423.35685         4.0933330         21.811912        0.98064691E+11     154781.05        0.10133129E+21    0.21001556E+16     2.5907048         23.190975         5.4498129        0.87171589E-01
  -1.02000    -415.44022         4.0913038         21.852828        0.97131368E+11     154080.93        0.10036687E+21    0.20579625E+16     2.5630500         22.604665         5.1284548        0.82058480E-01
  -1.01000    -407.52003         4.0968877         21.893763        0.96241845E+11     153269.22        0.99447720E+20    0.20147819E+16     2.5324636         22.167972         4.8870496        0.78124779E-01
  -1.00000    -399.58233         4.1092518         21.934789        0.95383549E+11     152354.53        0.98560834E+20    0.19708986E+16     2.4995966         21.891516         4.7234142        0.75357350E-01
  -0.99000    -391.61485         4.1275236         21.975968        0.94543964E+11     151346.41        0.97693282E+20    0.19265853E+16     2.4650944         21.782616         4.6353741        0.73734347E-01
  -0.98000    -383.60702         4.1508032         22.017356        0.93710858E+11     150254.98        0.96832425E+20    0.18820951E+16     2.4295776         21.845372         4.6210396        0.73231234E-01
  -0.97000    -375.55005         4.1781778         22.058998        0.92872514E+11     149090.56        0.95966155E+20    0.18376558E+16     2.3936249         22.080847         4.6789622        0.73824925E-01
  -0.96000    -367.43688         4.2087356         22.100930        0.92017946E+11     147863.32        0.95083121E+20    0.17934639E+16     2.3577579         22.487381         4.8081850        0.75496154E-01
  -0.95000    -359.26223         4.2415791         22.143180        0.91137095E+11     146583.07        0.94172928E+20    0.17496806E+16     2.3224304         23.061001         5.0082082        0.78230376E-01
  -0.94000    -351.02254         4.2758351         22.185766        0.90220974E+11     145259.08        0.93226290E+20    0.17064301E+16     2.2880215         23.795917         5.2788982        0.82017667E-01
  -0.93000    -342.71588         4.3106602         22.228699        0.89261767E+11     143900.02        0.92235132E+20    0.16637994E+16     2.2548342         24.685062         5.6203689        0.86852112E-01
  -0.92000    -334.34195         4.3452413         22.271979        0.88252866E+11     142513.98        0.91192624E+20    0.16218412E+16     2.2230982         25.720639         6.0328596        0.92731093E-01
  -0.91000    -325.90198         4.3787908         22.315600        0.87188842E+11     141108.56        0.90093156E+20    0.15805781E+16     2.1929775         26.894624         6.5166252        0.99654759E-01
  -0.90000    -317.39872         4.4105378         22.359549        0.86065377E+11     139691.01        0.88932268E+20    0.15400094E+16     2.1645819         28.199187         7.0718421        0.10762577    
  -0.89000    -308.83639         4.4397167         22.403802        0.84879154E+11     138268.39        0.87706531E+20    0.15001186E+16     2.1379801         29.627000         7.6985208        0.11664923    
  -0.88000    -300.22072         4.4655552         22.448332        0.83627731E+11     136847.68        0.86413422E+20    0.14608813E+16     2.1132153         31.171394         8.3964103        0.12673253    
  -0.87000    -291.55891         4.4872658         22.493100        0.82309420E+11     135435.92        0.85051198E+20    0.14222731E+16     2.0903191         32.826380         9.1648725        0.13788488    
  -0.86000    -282.85975         4.5040419         22.538061        0.80923191E+11     134040.27        0.83618793E+20    0.13842760E+16     2.0693256         34.586521         10.002709        0.15011616    
  -0.85000    -274.13356         4.5150611         22.583161        0.79468611E+11     132667.94        0.82115759E+20    0.13468833E+16     2.0502814         36.446678         10.907932        0.16343488    
  -0.84000    -265.39228         4.5194981         22.628340        0.77945828E+11     131326.19        0.80542252E+20    0.13101023E+16     2.0332532         38.401675         11.877475        0.17784516    
  -0.83000    -256.64944         4.5165465         22.673527        0.76355612E+11     130022.12        0.78899065E+20    0.12739550E+16     2.0183304         40.445906         12.906872        0.19334284    
  -0.82000    -247.92008         4.5054485         22.718644        0.74699428E+11     128762.57        0.77187713E+20    0.12384763E+16     2.0056240         42.572941         13.989928        0.20991085    
  -0.81000    -239.22062         4.4855320         22.763606        0.72979543E+11     127553.86        0.75410536E+20    0.12037097E+16     1.9952611         44.775183         15.118433        0.22751440    
  -0.80000    -230.56868         4.4562498         22.808323        0.71199136E+11     126401.61        0.73570823E+20    0.11697025E+16     1.9873750         47.043611         16.281969        0.24609644    
  -0.79000    -221.98278         4.4172191         22.852699        0.69362404E+11     125310.54        0.71672909E+20    0.11364992E+16     1.9820935         49.367658         17.467876        0.26557400    
  -0.78000    -213.48200         4.3682547         22.896634        0.67474621E+11     124284.29        0.69722242E+20    0.11041348E+16     1.9795240         51.735250         18.661410        0.28583620    
  -0.77000    -205.08555         4.3093941         22.940031        0.65542137E+11     123325.30        0.67725387E+20    0.10726289E+16     1.9797393         54.133015         19.846134        0.30674433    
  -0.76000    -196.81236         4.2409089         22.982790        0.63572318E+11     122434.71        0.65689951E+20    0.10419809E+16     1.9827631         56.546672         21.004534        0.32813446    
  -0.75000    -188.68060         4.1633022         23.024818        0.61573391E+11     121612.32        0.63624439E+20    0.10121672E+16     1.9885582         58.961553         22.118812        0.34982265    
  -0.74000    -180.70726         4.0772915         23.066028        0.59554232E+11     120856.62        0.61538021E+20    0.98314037E+15     1.9970182         61.363240         23.171817        0.37161252    
  -0.73000    -172.90775         3.9837774         23.106339        0.57524088E+11     120164.82        0.59440251E+20    0.95483084E+15     2.0079635         63.738252         24.147987        0.39330456    
  -0.72000    -165.29560         3.8838029         23.145682        0.55492269E+11     119532.95        0.57340751E+20    0.92715050E+15     2.0211422         66.074719         25.034218        0.41470633    
  -0.71000    -157.88222         3.7785051         23.183998        0.53467841E+11     118955.99        0.55248888E+20    0.89999801E+15     2.0362356         68.362990         25.820559        0.43564265    
  -0.70000    -150.67677         3.6690656         23.221238        0.51459330E+11     118427.98        0.53173473E+20    0.87326510E+15     2.0528683         70.596128         26.500666        0.45596470    
  -0.69000    -143.68613         3.5566628         23.257369        0.49474484E+11     117942.22        0.51122510E+20    0.84684320E+15     2.0706221         72.770248         27.071971        0.47555728    
  -0.68000    -136.91491         3.4424285         23.292366        0.47520081E+11     117491.41        0.49103005E+20    0.82062977E+15     2.0890518         74.884696         27.535579        0.49434372    
  -0.67000    -130.36563         3.3274129         23.326215        0.45601821E+11     117067.88        0.47120846E+20    0.79453374E+15     2.1077023         76.942057         27.895918        0.51228813    
  -0.66000    -124.03888         3.2125582         23.358914        0.43724272E+11     116663.71        0.45180755E+20    0.76847982E+15     2.1261260         78.948011         28.160208        0.52939514    
  -0.65000    -117.93352         3.0986812         23.390469        0.41890887E+11     116270.98        0.43286298E+20    0.74241138E+15     2.1438983         80.911068         28.337812        0.54570736    
  -0.64000    -112.04699         2.9864643         23.420894        0.40104064E+11     115881.88        0.41439955E+20    0.71629190E+15     2.1606318         82.842206         28.439541        0.56130098    
  -0.63000    -106.37552         2.8764545         23.450206        0.38365254E+11     115488.91        0.39643225E+20    0.69010509E+15     2.1759869         84.754441         28.476978        0.57628014    
  -0.62000    -100.91442         2.7690684         23.478431        0.36675084E+11     115085.00        0.37896754E+20    0.66385392E+15     2.1896794         86.662379         28.461857        0.59077058    
  -0.61000    -95.658306         2.6646016         23.505597        0.35033499E+11     114663.61        0.36200487E+20    0.63755859E+15     2.2014849         88.581773         28.405547        0.60491320    
  -0.60000    -90.601335         2.5632413         23.531734        0.33439910E+11     114218.85        0.34553814E+20    0.61125409E+15     2.2112396         90.529103         28.318642        0.61885778    
  -0.59000    -85.737391         2.4650810         23.556873        0.31893324E+11     113745.52        0.32955710E+20    0.58498722E+15     2.2188386         92.521222         28.210669        0.63275758    
  -0.58000    -81.060258         2.3701351         23.581046        0.30392478E+11     113239.13        0.31404871E+20    0.55881368E+15     2.2242317         94.575052         28.089900        0.64676456    
  -0.57000    -76.563754         2.2783537         23.604286        0.28935949E+11     112695.94        0.29899823E+20    0.53279520E+15     2.2274179         96.707362         27.963253        0.66102570    
  -0.56000    -72.241847         2.1896366         23.626623        0.27522243E+11     112112.98        0.28439026E+20    0.50699702E+15     2.2284388         98.934594         27.836272        0.67568011    
  -0.55000    -68.088737         2.1038451         23.648088        0.26149880E+11     111487.96        0.27020948E+20    0.48148564E+15     2.2273720         101.27276         27.713149        0.69085697    
  -0.54000    -64.098921         2.0208134         23.668710        0.24817450E+11     110819.32        0.25644135E+20    0.45632701E+15     2.2243244         103.73737         27.596789        0.70667412    
  -0.53000    -60.267233         1.9403578         23.688513        0.23523666E+11     110106.15        0.24307254E+20    0.43158509E+15     2.2194253         106.34343         27.488892        0.72323725    
  -0.52000    -56.588877         1.8622849         23.707525        0.22267394E+11     109348.20        0.23009135E+20    0.40732074E+15     2.2128208         109.10541         27.390053        0.74063954    
  -0.51000    -53.059431         1.7863975         23.725766        0.21047678E+11     108545.80        0.21748789E+20    0.38359091E+15     2.2046682         112.03731         27.299862        0.75896161    
  -0.50000    -49.674858         1.7125009         23.743259        0.19863754E+11     107699.89        0.20525428E+20    0.36044816E+15     2.1951318         115.15269         27.217011        0.77827184    
  -0.49000    -46.431488         1.6404068         23.760022        0.18715059E+11     106811.94        0.19338469E+20    0.33794032E+15     2.1843787         118.46472         27.139393        0.79862677    
  -0.48000    -43.326009         1.5699369         23.776073        0.17601222E+11     105883.99        0.18187529E+20    0.31611039E+15     2.1725765         121.98620         27.064196        0.82007157    
  -0.47000    -40.355439         1.5009268         23.791426        0.16522064E+11     104918.58        0.17072424E+20    0.29499657E+15     2.1598908         125.72965         26.987994        0.84264058    
  -0.46000    -37.517101         1.4332279         23.806096        0.15477582E+11     103918.76        0.15993150E+20    0.27463232E+15     2.1464840         129.70727         26.906836        0.86635771    
  -0.45000    -34.808586         1.3667104         23.820094        0.14467936E+11     102888.07        0.14949872E+20    0.25504653E+15     2.1325143         133.93095         26.816332        0.89123686    
  -0.44000    -32.227718         1.3012657         23.833433        0.13493427E+11     101830.56        0.13942902E+20    0.23626360E+15     2.1181352         138.41224         26.711740        0.91728217    
  -0.43000    -29.772506         1.2368083         23.846123        0.12554474E+11     100750.70        0.12972672E+20    0.21830365E+15     2.1034955         143.16229         26.588063        0.94448823    
  -0.42000    -27.441104         1.1732778         23.858173        0.11651589E+11     99653.407        0.12039711E+20    0.20118255E+15     2.0887394         148.19173         26.440155        0.97284024    
  -0.41000    -25.231755         1.1106413         23.869592        0.10785346E+11     98543.987        0.11144613E+20    0.18491205E+15     2.0740072         153.51057         26.262833         1.0023140    
  -0.40000    -23.142737         1.0488943         23.880389        0.99563494E+10     97428.095        0.10288002E+20    0.16949981E+15     2.0594356         159.12804         26.051005         1.0328758    
  -0.39000    -21.172311        0.98806184         23.890573        0.91651998E+10     96311.668        0.94704983E+19    0.15494942E+15     2.0451593         165.05239         25.799808         1.0644824    
  -0.38000    -19.318658        0.92819937         23.900153        0.84124571E+10     95200.844        0.86926813E+19    0.14126037E+15     2.0313119         171.29068         25.504759         1.0970804    
  -0.37000    -17.579824        0.86939170         23.909140        0.76986035E+10     94101.865        0.79550488E+19    0.12842811E+15     2.0180283         177.84857         25.161909         1.1306062    
  -0.36000    -15.953663        0.81175159         23.917545        0.70240065E+10     93020.973        0.72579805E+19    0.11644398E+15     2.0054474         184.73007         24.768002         1.1649849    
  -0.35000    -14.437787        0.75541681         23.925379        0.63888837E+10     91964.279        0.66017014E+19    0.10529532E+15     1.9937156         191.93730         24.320619         1.2001300    
  -0.34000    -13.029520        0.70054578         23.932658        0.57932706E+10     90937.634        0.59862481E+19    0.94965478E+14     1.9829925         199.47026         23.818313         1.2359420    
  -0.33000    -11.725864        0.64731190         23.939396        0.52369942E+10     89946.497        0.54114418E+19    0.85434014E+14     1.9734578         207.32662         23.260718         1.2723077    
  -0.32000    -10.523476        0.59589662         23.945610        0.47196522E+10     88995.805        0.48768667E+19    0.76676881E+14     1.9653213         215.50152         22.648611         1.3090987    
  -0.31000    -9.4186617        0.54648161         23.951320        0.42406009E+10     88089.861        0.43818579E+19    0.68666749E+14     1.9588366         223.98743         21.983942         1.3461702    
  -0.30000    -8.4073806        0.49924051         23.956547        0.37989524E+10     87232.239        0.39254979E+19    0.61373385E+14     1.9543185         232.77396         21.269807         1.3833597    
  -0.29000    -7.4852711        0.45433078         23.961313        0.33935811E+10     86425.725        0.35066234E+19    0.54764136E+14     1.9521677         241.84781         20.510367         1.4204854    
  -0.28000    -6.6476885        0.41188634         23.965642        0.30231388E+10     85672.285        0.31238415E+19    0.48804480E+14     1.9529032         251.19257         19.710724         1.4573451    
  -0.27000    -5.8897568        0.37201143         23.969559        0.26860798E+10     84973.071        0.27755548E+19    0.43458629E+14     1.9572046         260.78862         18.876744         1.4937147    
  -0.26000    -5.2064309        0.33477622         23.973091        0.23806912E+10     84328.473        0.24599935E+19    0.38690178E+14     1.9659695         270.61283         18.014853         1.5293461    
  -0.25000    -4.5925647        0.30021449         23.976264        0.21051295E+10     83738.193        0.21752527E+19    0.34462765E+14     1.9803886         280.63820         17.131811         1.5639647    
  -0.24000    -4.0429825        0.26832329         23.979104        0.18574589E+10     83201.360        0.19193320E+19    0.30740711E+14     2.0020449         290.83326         16.234475         1.5972668    
  -0.23000    -3.5525487        0.23906458         23.981639        0.16356911E+10     82716.666        0.16901769E+19    0.27489640E+14     2.0330445         301.16118         15.329576         1.6289138    
  -0.22000    -3.1162327        0.21236844         23.983894        0.14378225E+10     82282.531        0.14857172E+19    0.24677034E+14     2.0761887         311.57839         14.423505         1.6585260    
  -0.21000    -2.7291666        0.18813756         23.985895        0.12618693E+10     81897.272        0.13039030E+19    0.22272726E+14     2.1351978         322.03279         13.522141         1.6856727    
  -0.20000    -2.3866929        0.16625237         23.987665        0.11058976E+10     81559.309        0.11427357E+19    0.20249314E+14     2.2150040         332.46106         12.630699         1.7098589    
  -0.19000    -2.0844028        0.14657656         23.989227        0.96804810E+09     81267.370        0.10002944E+19    0.18582487E+14     2.3221272         342.78516         11.753626         1.7305081    
  -0.18000    -1.8181629        0.12896248         23.990603        0.84655602E+09     81020.733        0.87475532E+18    0.17251260E+14     2.4651550         352.90757         10.894531         1.7469390    
  -0.17000    -1.5841326        0.11325612         23.991813        0.73976519E+09     80819.492        0.76440723E+18    0.16238107E+14     2.6553429         362.70504         10.056155         1.7583378    
  -0.16000    -1.3787716        0.99301525E-01     23.992874        0.64613742E+09     80664.879        0.66766066E+18    0.15528974E+14     2.9073477         372.02055         9.2403762         1.7637235    
  -0.15000    -1.1988401        0.86944524E-01     23.993804        0.56425742E+09     80559.641        0.58305319E+18    0.15113150E+14     3.2400881         380.65300         8.4482487         1.7619084    
  -0.14000    -1.0413928        0.76035645E-01     23.994618        0.49283414E+09     80508.508        0.50925075E+18    0.14982943E+14     3.6776929         388.34448         7.6800836         1.7514561    
  -0.13000   -0.90376687        0.66432368E-01     23.995329        0.43069914E+09     80518.770        0.44504600E+18    0.15133099E+14     4.2504311         394.76491         6.9355671         1.7306408    
  -0.12000   -0.78356732        0.58000702E-01     23.995950        0.37680280E+09     80601.002        0.38935434E+18    0.15559843E+14     4.9953993         399.49444         6.2139321         1.6974193    
  -0.11000   -0.67864928        0.50616178E-01     23.996492        0.33020892E+09     80769.934        0.34120839E+18    0.16259428E+14     5.9565609         402.00475         5.5141944         1.6494303    
  -0.10000   -0.58709904        0.44164388E-01     23.996966        0.29008832E+09     81045.520        0.29975134E+18    0.17225995E+14     7.1834518         401.64181         4.8354731         1.5840503    
  -0.09000   -0.50721438        0.38541132E-01     23.997379        0.25571187E+09     81454.150        0.26422979E+18    0.18448585E+14     8.7275285         397.61511         4.1774143         1.4985436    
  -0.08000   -0.43748488        0.33652284E-01     23.997739        0.22644340E+09     82029.971        0.23398637E+18    0.19907200E+14     10.634808         389.00145         3.5407315         1.3903627    
  -0.07000   -0.37657276        0.29413449E-01     23.998054        0.20173263E+09     82816.162        0.20845247E+18    0.21567983E+14     12.933394         374.77520         2.9278494         1.2576590    
  -0.06000   -0.32329453        0.25749476E-01     23.998329        0.18110858E+09     83865.880        0.18714142E+18    0.23377993E+14     15.615192         353.88010         2.3435930         1.1000558    
  -0.05000   -0.27660358        0.22593885E-01     23.998570        0.16417329E+09     85242.424        0.16964200E+18    0.25260700E+14     18.613241         325.35701         1.7957825        0.91968251    
  -0.04000   -0.23557404        0.19888251E-01     23.998782        0.15059632E+09     87017.957        0.15561278E+18    0.27114077E+14     21.780086         288.53301         1.2954965        0.72235385    
  -0.03000   -0.19938583        0.17581573E-01     23.998969        0.14010979E+09     89269.967        0.14477693E+18    0.28813783E+14     24.877740         243.25575        0.85669378        0.51859930    
  -0.02000   -0.16731083        0.15629655E-01     23.999135        0.13250416E+09     92074.647        0.13691796E+18    0.30223650E+14     27.592846         190.12350        0.49491659        0.32404890    
  -0.01000   -0.13870034        0.13994515E-01     23.999283        0.12762476E+09     95496.738        0.13187602E+18    0.31213856E+14     29.586365         130.62780        0.22502825        0.15860247    
   0.00000   -0.11297359        0.12643833E-01     23.999416        0.12536894E+09     99576.211        0.12954506E+18    0.31683791E+14     30.572173         67.119195        0.58359873E-01    0.44012223E-01
   0.01000   -0.89607283E-01    0.11550439E-01     23.999537        0.12568400E+09     104313.56        0.12987061E+18    0.31583061E+14     30.398583         2.5492479        0.84398562E-04    0.67605318E-04
   0.02000   -0.68126079E-01    0.10691850E-01     23.999648        0.12856568E+09     109656.94        0.13284828E+18    0.30922981E+14     29.096142        -59.968938        0.47775877E-01    0.40291947E-01
   0.03000   -0.48093955E-01    0.10049847E-01     23.999751        0.13405730E+09     115495.62        0.13852283E+18    0.29773849E+14     26.867277        -117.65175        0.19174238        0.16852201    
   0.04000   -0.29106315E-01    0.96100992E-02     23.999850        0.14224938E+09     121663.77        0.14698780E+18    0.28249145E+14     24.023376        -168.43103        0.41698983        0.37758815    
   0.05000   -0.10782811E-01    0.93618180E-02     23.999944        0.15327979E+09     127956.50        0.15838564E+18    0.26482913E+14     20.900658        -211.13242        0.70603404        0.65057443    
   0.06000    0.72391960E-02    0.92974390E-02     24.000037        0.16733417E+09     134156.17        0.17290817E+18    0.24608015E+14     17.789800        -245.43874         1.0416018        0.96420855    
   0.07000    0.25310592E-01    0.94123272E-02     24.000131        0.18464661E+09     140062.59        0.19079730E+18    0.22740609E+14     14.898408        -271.70662         1.4085513         1.2932609    
   0.08000    0.43775898E-01    0.97044901E-02     24.000226        0.20550047E+09     145519.12        0.21234582E+18    0.20972478E+14     12.345710        -290.72828         1.7948092         1.6146607    
   0.09000    0.62978103E-01    0.10174292E-01     24.000325        0.23022905E+09     150427.75        0.23789812E+18    0.19369951E+14     10.177650        -303.51041         2.1914835         1.9103527    
   0.10000    0.83262949E-01    0.10824158E-01     24.000430        0.25921602E+09     154751.14        0.26785067E+18    0.17976938E+14     8.3894405        -311.10699         2.5924613         2.1685079    
   0.11000    0.10498261        0.11658259E-01     24.000543        0.29289533E+09     158503.69        0.30265185E+18    0.16819774E+14     6.9468325        -314.51284         2.9937816         2.3832839    
   0.12000    0.12849874        0.12682170E-01     24.000664        0.33175034E+09     161736.82        0.34280115E+18    0.15912260E+14     5.8022923        -314.60813         3.3929868         2.5536690    
   0.13000    0.15418484        0.13902493E-01     24.000797        0.37631202E+09     164523.41        0.38884721E+18    0.15260049E+14     4.9055415        -312.13863         3.7885587         2.6819893    
   0.14000    0.18242786        0.15326450E-01     24.000943        0.42715576E+09     166944.59        0.44138458E+18    0.14864075E+14     4.2095022        -307.71774         4.1794799         2.7725071    
   0.15000    0.21362896        0.16961441E-01     24.001104        0.48489680E+09     169080.41        0.50104901E+18    0.14723032E+14     3.6730519        -301.83980         4.5649206         2.8303243    
   0.16000    0.24820342        0.18814586E-01     24.001283        0.55018395E+09     171004.14        0.56851091E+18    0.14835047E+14     3.2618210        -294.89767         4.9440343         2.8606397    
   0.17000    0.28657967        0.20892262E-01     24.001481        0.62369158E+09     172779.50        0.64446713E+18    0.15198719E+14     2.9479236        -287.20077         5.3158408         2.8683125    
   0.18000    0.32919738        0.23199657E-01     24.001701        0.70610994E+09     174459.80        0.72963090E+18    0.15813706E+14     2.7091962        -278.99154         5.6791756         2.8576501    
   0.19000    0.37650477        0.25740377E-01     24.001946        0.79813393E+09     176088.28        0.82472027E+18    0.16680980E+14     2.5282785        -270.45942         6.0326886         2.8323425    
   0.20000    0.42895527        0.28516122E-01     24.002217        0.90045070E+09     177698.90        0.93044528E+18    0.17802859E+14     2.3917123        -261.75231         6.3748778         2.7954798    
   0.21000    0.48700357        0.31526480E-01     24.002517        0.10137266E+10     179317.50        0.10474944E+19    0.19182899E+14     2.2891409        -252.98565         6.7041468         2.7496115    
   0.22000    0.55110141        0.34768829E-01     24.002848        0.11385939E+10     180962.83        0.11765211E+19    0.20825691E+14     2.2126346        -244.24961         7.0188744         2.6968217    
   0.23000    0.62169338        0.38238399E-01     24.003213        0.12756382E+10     182647.58        0.13181305E+19    0.22736611E+14     2.1561418        -235.61443         7.3174909         2.6388043    
   0.24000    0.69921290        0.41928456E-01     24.003614        0.14253876E+10     184379.25        0.14728681E+19    0.24921553E+14     2.1150531        -227.13468         7.5985504         2.5769320    
   0.25000    0.78407869        0.45830621E-01     24.004052        0.15883023E+10     186161.00        0.16412096E+19    0.27386669E+14     2.0858601        -218.85236         7.8607959         2.5123153    
   0.26000    0.87669202        0.49935287E-01     24.004531        0.17647685E+10     187992.32        0.18235541E+19    0.30138129E+14     2.0658922        -210.79935         8.1032113         2.4458525    
   0.27000    0.97743475        0.54232096E-01     24.005052        0.19550936E+10     189869.67        0.20202190E+19    0.33181922E+14     2.0531141        -202.99923         8.3250574         2.3782697    
   0.28000     1.0866684        0.58710453E-01     24.005616        0.21595043E+10     191787.07        0.22314388E+19    0.36523705E+14     2.0459728        -195.46879         8.5258922         2.3101544    
   0.29000     1.2047341        0.63360011E-01     24.006227        0.23781475E+10     193736.64        0.24573651E+19    0.40168692E+14     2.0432806        -188.21919         8.7055751         2.2419819    
   0.30000     1.3319537        0.68171121E-01     24.006884        0.26110928E+10     195709.06        0.26980700E+19    0.44121590E+14     2.0441274        -181.25693         8.8642593         2.1741372    
   0.31000     1.4686312        0.73135197E-01     24.007591        0.28583376E+10     197694.03        0.29535506E+19    0.48386563E+14     2.0478134        -174.58476         9.0023750         2.1069340    
   0.32000     1.6150553        0.78244999E-01     24.008347        0.31198125E+10     199680.64        0.32237354E+19    0.52967209E+14     2.0537979        -168.20240         9.1206071         2.0406294    
   0.33000     1.7715023        0.83494829E-01     24.009156        0.33953893E+10     201657.79        0.35084918E+19    0.57866538E+14     2.0616600        -162.10714         9.2198693         1.9754369    
   0.34000     1.9382388        0.88880659E-01     24.010018        0.36848891E+10     203614.44        0.38076351E+19    0.63086936E+14     2.0710669        -156.29447         9.3012762         1.9115360    
   0.35000     2.1155256        0.94400201E-01     24.010934        0.39880930E+10     205539.92        0.41209389E+19    0.68630122E+14     2.0817502        -150.75841         9.3661097         1.8490788    
   0.36000     2.3036205        0.10005297         24.011906        0.43047527E+10     207424.05        0.44481467E+19    0.74497119E+14     2.0934876        -145.49183         9.4157802         1.7881932    
   0.37000     2.5027824        0.10584035         24.012935        0.46346025E+10     209257.30        0.47889840E+19    0.80688277E+14     2.1060907        -140.48665         9.4517771         1.7289831    
