   emu(eV)      n(10^20/cm3)               DOS            intDOS            DOSvk2         |vk|(m/s)             sigma                ke      L(1E-8V2K-2)           S(uV/K)                PF  EFF(10^-20 W^5/3 m s^-1/3 K^-2)
   0.38000     2.7132746        0.11176560         24.014023        0.49773702E+10     211030.82        0.51431695E+19    0.87203391E+14     2.1193981        -135.73387         9.4756128         1.6715267    
   0.39000     2.9353686        0.11783400         24.015171        0.53327863E+10     212736.39        0.55104247E+19    0.94041958E+14     2.1332738        -131.22369         9.4887621         1.6158732    
   0.40000     3.1693480        0.12405278         24.016381        0.57005887E+10     214366.35        0.58904788E+19    0.10120357E+15     2.1476092        -126.94555         9.4926081         1.5620419    
   0.41000     3.4155124        0.13043115         24.017653        0.60805232E+10     215913.51        0.62830692E+19    0.10868845E+15     2.1623280        -122.88834         9.4884043         1.5100237    
   0.42000     3.6741811        0.13698021         24.018990        0.64723387E+10     217371.05        0.66879364E+19    0.11649797E+15     2.1773900        -119.04070         9.4772655         1.4597863    
   0.43000     3.9456963        0.14371280         24.020393        0.68757790E+10     218732.45        0.71048154E+19    0.12463511E+15     2.1927930        -115.39144         9.4601932         1.4112842    
   0.44000     4.2304271        0.15064336         24.021865        0.72905736E+10     219991.47        0.75334272E+19    0.13310476E+15     2.2085691        -111.93007         9.4381340         1.3644708    
   0.45000     4.5287715        0.15778783         24.023407        0.77164331E+10     221142.16        0.79734723E+19    0.14191352E+15     2.2247760        -108.64723         9.4120623         1.3193112    
   0.46000     4.8411600        0.16516363         24.025021        0.81530498E+10     222178.91        0.84246330E+19    0.15106933E+15     2.2414823        -105.53510         9.3830669         1.2757923    
   0.47000     5.1680586        0.17278991         24.026711        0.86001097E+10     223096.52        0.88865847E+19    0.16058059E+15     2.2587501        -102.58752         9.3524195         1.2339281    
   0.48000     5.5099719        0.18068790         24.028478        0.90573134E+10     223890.24        0.93590182E+19    0.17045521E+15     2.2766172        -99.799912         9.3216031         1.1937572    
   0.49000     5.8674483        0.18888153         24.030325        0.95244052E+10     224555.75        0.98416690E+19    0.18069962E+15     2.2950836        -97.168811         9.2922853         1.1553343    
   0.50000     6.2410857        0.19739818         24.032257        0.10001204E+11     225089.15        0.10334350E+20    0.19131815E+15     2.3141048        -94.691284         9.2662322         1.1187143    
   0.51000     6.6315389        0.20626951         24.034275        0.10487628E+11     225486.80        0.10836977E+20    0.20231299E+15     2.3335958        -92.364169         9.2451767         1.0839352    
   0.52000     7.0395290        0.21553224         24.036383        0.10983711E+11     225745.14        0.11349585E+20    0.21368497E+15     2.3534447        -90.183374         9.2306639         1.0510004    
   0.53000     7.4658531        0.22522879         24.038587        0.11489592E+11     225860.54        0.11872318E+20    0.22543504E+15     2.3735366        -88.143391         9.2239090         1.0198678    
   0.54000     7.9113967        0.23540770         24.040889        0.12005494E+11     225828.99        0.12405405E+20    0.23756657E+15     2.3937810        -86.237142         9.2257066        0.99044565    
   0.55000     8.3771451        0.24612392         24.043297        0.12531674E+11     225645.99        0.12949112E+20    0.25008784E+15     2.4141409        -84.456269         9.2364219        0.96260030    
   0.56000     8.8641964        0.25743889         24.045814        0.13068367E+11     225306.43        0.13503683E+20    0.26301436E+15     2.4346540        -82.791846         9.2560855        0.93617286    
   0.57000     9.3737736        0.26942063         24.048448        0.13615734E+11     224804.55        0.14069282E+20    0.27637041E+15     2.4554416        -81.235423         9.2845924        0.91100422    
   0.58000     9.9072384        0.28214409         24.051205        0.14173816E+11     224134.09        0.14645955E+20    0.29018927E+15     2.4767015        -79.780225         9.3219809        0.88696336    
   0.59000     10.466104        0.29569179         24.054093        0.14742529E+11     223288.50        0.15233612E+20    0.30451177E+15     2.4986833        -78.422270         9.3687510        0.86397326    
   0.60000     11.052053        0.31015503         24.057122        0.15321686E+11     222261.31        0.15832061E+20    0.31938316E+15     2.5216486        -77.161151         9.4261610        0.84202906    
   0.61000     11.666952        0.32563579         24.060300        0.15911071E+11     221046.50        0.16441079E+20    0.33484858E+15     2.5458227        -76.000294         9.4964408        0.82120368    
   0.62000     12.312880        0.34224919         24.063638        0.16510542E+11     219639.00        0.17060518E+20    0.35094790E+15     2.5713455        -74.946561         9.5828711        0.80163894    
   0.63000     12.992151        0.36012651         24.067149        0.17120154E+11     218035.04        0.17690437E+20    0.36771074E+15     2.5982310        -74.009221         9.6896978        0.78352277    
   0.64000     13.707355        0.37941844         24.070845        0.17740286E+11     216232.56        0.18331226E+20    0.38515277E+15     2.6263435        -73.198412         9.8218845        0.76705642    
   0.65000     14.461392        0.40029842         24.074743        0.18371733E+11     214231.40        0.18983707E+20    0.40327422E+15     2.6553969        -72.523338         9.9847364        0.75241734    
   0.66000     15.257523        0.42296561         24.078857        0.19015761E+11     212033.42        0.19649188E+20    0.42206112E+15     2.6849781        -71.990523         10.183458        0.73972450    
   0.67000     16.099420        0.44764735         24.083209        0.19674087E+11     209642.48        0.20329443E+20    0.44148947E+15     2.7145940        -71.602432         10.422719        0.72901274    
   0.68000     16.991226        0.47460094         24.087818        0.20348802E+11     207064.25        0.21026634E+20    0.46153174E+15     2.7437330        -71.356773         10.706318        0.72022114    
   0.69000     17.937610        0.50411467         24.092709        0.21042241E+11     204306.10        0.21743171E+20    0.48216477E+15     2.7719323        -71.246643         11.037016        0.71319820    
   0.70000     18.943830        0.53650815         24.097910        0.21756810E+11     201376.80        0.22481543E+20    0.50337729E+15     2.7988365        -71.261553         11.416597        0.70772397    
   0.71000     20.015792        0.57213229         24.103450        0.22494833E+11     198286.50        0.23244150E+20    0.52517533E+15     2.8242339        -71.389206         11.846192        0.70354611    
   0.72000     21.160112        0.61136892         24.109364        0.23258428E+11     195046.65        0.24033180E+20    0.54758377E+15     2.8480613        -71.617688         12.326842        0.70042403    
   0.73000     22.384172        0.65463036         24.115691        0.24049462E+11     191670.21        0.24850564E+20    0.57064281E+15     2.8703715        -71.937667         12.860236        0.69817286    
   0.74000     23.696183        0.70235904         24.122472        0.24869612E+11     188171.96        0.25698034E+20    0.59439903E+15     2.8912670        -72.344111         13.449504        0.69669859    
   0.75000     25.105241        0.75502691         24.129755        0.25720531E+11     184569.00        0.26577298E+20    0.61889177E+15     2.9108102        -72.837101         14.099903        0.69601610    
   0.76000     26.621381        0.81313419         24.137591        0.26604112E+11     180881.13        0.27490311E+20    0.64413684E+15     2.9289266        -73.421466         14.819234        0.69624548    
   0.77000     28.255633        0.87720686         24.146037        0.27522807E+11     177131.32        0.28439609E+20    0.67011013E+15     2.9453207        -74.105183         15.617833        0.69758566    
   0.78000     30.020065        0.94779177         24.155156        0.28479964E+11     173345.77        0.29428649E+20    0.69673458E+15     2.9594230        -74.896698         16.508046        0.70026942    
   0.79000     31.927817         1.0254483         24.165017        0.29480103E+11     169553.83        0.30462103E+20    0.72387333E+15     2.9703847        -75.801590         17.503162        0.70450719    
   0.80000     33.993114         1.1107357         24.175691        0.30529078E+11     165787.38        0.31546020E+20    0.75133163E+15     2.9771252        -76.819125         18.615868        0.71042937    
   0.81000     36.231248         1.2041948         24.187258        0.31634091E+11     162079.95        0.32687842E+20    0.77886839E+15     2.9784330        -77.939347         19.856366        0.71803681    
   0.82000     38.658521         1.3063245         24.199804        0.32803521E+11     158465.49        0.33896227E+20    0.80621662E+15     2.9731060        -79.141267         21.230360        0.72716797    
   0.83000     41.292138         1.4175527         24.213415        0.34046595E+11     154977.00        0.35180709E+20    0.83311032E+15     2.9601107        -80.392590         22.737181        0.73748850    
   0.84000     44.150035         1.5382027         24.228186        0.35372928E+11     151645.22        0.36551222E+20    0.85931362E+15     2.9387308        -81.651096         24.368340        0.74850549    
   0.85000     47.250645         1.6684584         24.244211        0.36792000E+11     148497.45        0.38017564E+20    0.88464729E+15     2.9086795        -82.867532         26.106767        0.75960464    
   0.86000     50.612591         1.8083277         24.261587        0.38312631E+11     145556.77        0.39588849E+20    0.90900812E+15     2.8701520        -83.989513         27.926918        0.77010453    
   0.87000     54.254318         1.9576108         24.280409        0.39942527E+11     142841.56        0.41273037E+20    0.93237791E+15     2.8238106        -84.965795         29.795775        0.77931890    
   0.88000     58.193658         2.1158737         24.300770        0.41687930E+11     140365.47        0.43076581E+20    0.95482100E+15     2.7707080        -85.750186         31.674617        0.78661636    
   0.89000     62.447365         2.2824308         24.322755        0.43553413E+11     138137.72        0.45004205E+20    0.97647176E+15     2.7121681        -86.304531         33.521256        0.79146788    
   0.90000     67.030616         2.4563401         24.346443        0.45541802E+11     136163.55        0.47058828E+20    0.99751527E+15     2.6496497        -86.600417         35.292390        0.79347548    
   0.91000     71.956522         2.6364102         24.371902        0.47654199E+11     134444.83        0.49241590E+20    0.10181656E+16     2.5846181        -86.619568         36.945717        0.79238006    
   0.92000     77.235666         2.8212227         24.399187        0.49890072E+11     132980.63        0.51551941E+20    0.10386458E+16     2.5184449        -86.353124         38.441571        0.78805097    
   0.93000     82.875692         3.0091666         24.428337        0.52247350E+11     131767.72        0.53987742E+20    0.10591724E+16     2.4523447        -85.800204         39.744020        0.78046315    
   0.94000     88.880978         3.1984844         24.459375        0.54722490E+11     130800.92        0.56545330E+20    0.10799466E+16     2.3873471        -84.966163         40.821481        0.76966906    
   0.95000     95.252404         3.3873271         24.492305        0.57310490E+11     130073.40        0.59219538E+20    0.11011511E+16     2.3242986        -83.860915         41.647046        0.75577214    
   0.96000     101.98723         3.5738134         24.527113        0.60004838E+11     129576.78        0.62003637E+20    0.11229516E+16     2.2638825        -82.497552         42.198721        0.73890646    
   0.97000     109.07910         3.7560912         24.563767        0.62797424E+11     129301.29        0.64889245E+20    0.11455011E+16     2.2066467        -80.891391         42.459740        0.71922482    
   0.98000     116.51814         3.9323949         24.602215        0.65678424E+11     129235.79        0.67866213E+20    0.11689448E+16     2.1530316        -79.059409         42.419031        0.69689512    
   0.99000     124.29119         4.1010978         24.642390        0.68636220E+11     129367.93        0.70922536E+20    0.11934232E+16     2.1033922        -77.020004         42.071823        0.67210327    
   1.00000     132.38211         4.2607546         24.684207        0.71657374E+11     129684.23        0.74044325E+20    0.12190737E+16     2.0580133        -74.792941         41.420278        0.64505996    
   1.01000     140.77219         4.4101343         24.727570        0.74726693E+11     130170.32        0.77215885E+20    0.12460284E+16     2.0171180        -72.399383         40.474024        0.61600835    
   1.02000     149.44052         4.5482413         24.772372        0.77827421E+11     130811.09        0.80419900E+20    0.12744108E+16     1.9808698        -69.861898         39.250418        0.58523018    
   1.03000     158.36453         4.6743266         24.818495        0.80941546E+11     131591.01        0.83637759E+20    0.13043286E+16     1.9493717        -67.204402         37.774423        0.55304851    
   1.04000     167.52045         4.7878893         24.865817        0.84050243E+11     132494.37        0.86850009E+20    0.13358657E+16     1.9226621        -64.451978         36.077993        0.51982568    
   1.05000     176.88375         4.8886713         24.914210        0.87134419E+11     133505.59        0.90036921E+20    0.13690728E+16     1.9007103        -61.630573         34.198972        0.48595633    
   1.06000     186.42964         4.9766468         24.963548        0.90175350E+11     134609.44        0.93179147E+20    0.14039581E+16     1.8834124        -58.766566         32.179505        0.45185550    
   1.07000     196.13349         5.0520080         25.013701        0.93155348E+11     135791.28        0.96258411E+20    0.14404777E+16     1.8705868        -55.886215         30.064091        0.41794277    
   1.08000     205.97126         5.1151493         25.064547        0.96058427E+11     137037.23        0.99258193E+20    0.14785288E+16     1.8619732        -53.015001         27.897412        0.38462408    
   1.09000     215.91982         5.1666499         25.115965        0.98870890E+11     138334.24        0.10216434E+21    0.15179439E+16     1.8572331        -50.176905         25.722139        0.35227283    
   1.10000     225.95736         5.2072560         25.167844        0.10158179E+12     139670.11        0.10496555E+21    0.15584900E+16     1.8559542        -47.393645         23.576916        0.32121253    
   1.11000     236.06363         5.2378602         25.220077        0.10418323E+12     141033.39        0.10765363E+21    0.15998707E+16     1.8576599        -44.683949         21.494720        0.29170281    
   1.12000     246.22026         5.2594810         25.272571        0.10667037E+12     142413.27        0.11022362E+21    0.16417339E+16     1.8618217        -42.062913         19.501741        0.26393047    
   1.13000     256.41092         5.2732380         25.325241        0.10904133E+12     143799.34        0.11267357E+21    0.16836836E+16     1.8678778        -39.541515         17.616866        0.23800632    
   1.14000     266.62154         5.2803258         25.378013        0.11129680E+12     145181.40        0.11500417E+21    0.17252958E+16     1.8752536        -37.126342         15.851775        0.21396800    
   1.15000     276.84043         5.2819850         25.430829        0.11343947E+12     146549.22        0.11721821E+21    0.17661363E+16     1.8833851        -34.819562         14.211558        0.19178811    
   1.16000     287.05829         5.2794721         25.483639        0.11547343E+12     147892.38        0.11931993E+21    0.18057795E+16     1.8917413        -32.619156         12.695751        0.17138633    
   1.17000     297.26826         5.2740284         25.536409        0.11740348E+12     149200.15        0.12131427E+21    0.18438263E+16     1.8998448        -30.519384         11.299609        0.15264404    
   1.18000     307.46582         5.2668510         25.589114        0.11923449E+12     150461.52        0.12320627E+21    0.18799183E+16     1.9072876        -28.511436         10.015462        0.13541966    
   1.19000     317.64874         5.2590649         25.641744        0.12097086E+12     151665.26        0.12500048E+21    0.19137488E+16     1.9137415        -26.584191         8.8340239        0.11956323    
   1.20000     327.81684         5.2516993         25.694297        0.12261610E+12     152800.17        0.12670052E+21    0.19450678E+16     1.9189619        -24.725011         7.7455348        0.10492918    
   1.21000     337.97185         5.2456681         25.746782        0.12417256E+12     153855.28        0.12830882E+21    0.19736834E+16     1.9227861        -22.920496         6.7406930        0.91386511E-01
   1.22000     348.11712         5.2417553         25.799217        0.12564127E+12     154820.26        0.12982646E+21    0.19994588E+16     1.9251265        -21.157125         5.8113428        0.78826109E-01
   1.23000     358.25739         5.2406046         25.851626        0.12702194E+12     155685.68        0.13125312E+21    0.20223062E+16     1.9259602        -19.421770         4.9509350        0.67165211E-01
   1.24000     368.39853         5.2427144         25.904040        0.12831302E+12     156443.40        0.13258720E+21    0.20421798E+16     1.9253176        -17.702051         4.1547870        0.56349412E-01
   1.25000     378.54720         5.2484362         25.956493        0.12951179E+12     157086.80        0.13382591E+21    0.20590672E+16     1.9232704        -15.986550         3.4201859        0.46352645E-01
   1.26000     388.71061         5.2579762         26.009022        0.13061455E+12     157610.98        0.13496540E+21    0.20729830E+16     1.9199207        -14.264901         2.7463760        0.37175687E-01
   1.27000     398.89624         5.2714011         26.061665        0.13161675E+12     158012.90        0.13600098E+21    0.20839617E+16     1.9153921        -12.527782         2.1344718        0.28843711E-01
   1.28000     409.11156         5.2886445         26.114462        0.13251312E+12     158291.38        0.13692722E+21    0.20920537E+16     1.9098228        -10.766844         1.5873279        0.21403353E-01
   1.29000     419.36379         5.3095156         26.167450        0.13329784E+12     158447.03        0.13773808E+21    0.20973224E+16     1.9033611        -8.9746025         1.1093905        0.14919672E-01
   1.30000     429.65968         5.3337088         26.220664        0.13396461E+12     158482.16        0.13842706E+21    0.20998430E+16     1.8961639        -7.1443106        0.70654794        0.94732759E-02
   1.31000     440.00526         5.3608133         26.274134        0.13450672E+12     158400.54        0.13898722E+21    0.20997035E+16     1.8883962        -5.2698490        0.38598571        0.51577726E-02
   1.32000     450.40571         5.3903218         26.327888        0.13491713E+12     158207.19        0.13941131E+21    0.20970069E+16     1.8802339        -3.3456421        0.15604755        0.20775840E-02
   1.33000     460.86509         5.4216391         26.381947        0.13518850E+12     157908.16        0.13969171E+21    0.20918748E+16     1.8718673        -1.3666250        0.26089716E-01    0.34601403E-03
   1.34000     471.38629         5.4540891         26.436325        0.13531321E+12     157510.31        0.13982058E+21    0.20844522E+16     1.8635063        0.67172556        0.63089173E-02    0.83339605E-04
   1.35000     481.97076         5.4869207         26.491030        0.13528342E+12     157021.08        0.13978980E+21    0.20749118E+16     1.8553855         2.7732858        0.10751393        0.14145676E-02
   1.36000     492.61847         5.5193137         26.546062        0.13509118E+12     156448.34        0.13959115E+21    0.20634583E+16     1.8477696         4.9411023        0.34080469        0.44664273E-02
   1.37000     503.32773         5.5503839         26.601412        0.13472850E+12     155800.28        0.13921639E+21    0.20503324E+16     1.8409582         7.1771340        0.71712104        0.93631477E-02
   1.38000     514.09506         5.5791905         26.657062        0.13418760E+12     155085.29        0.13865747E+21    0.20358119E+16     1.8352887         9.4819318         1.2466282        0.16220624E-01
   1.39000     524.91515         5.6047454         26.712985        0.13346116E+12     154311.93        0.13790684E+21    0.20202119E+16     1.8311383         11.854271         1.9379184        0.25138709E-01
   1.40000     535.78072         5.6260273         26.769142        0.13254269E+12     153488.90        0.13695777E+21    0.20038823E+16     1.8289235         14.290756         2.7970296        0.36191556E-01
   1.41000     546.68249         5.6420008         26.825487        0.13142689E+12     152624.95        0.13580480E+21    0.19872023E+16     1.8290980         16.785426         3.8263075        0.49416183E-01
   1.42000     557.60920         5.6516425         26.881961        0.13011020E+12     151728.91        0.13444426E+21    0.19705739E+16     1.8321477         19.329378         5.0231714        0.64799695E-01
   1.43000     568.54765         5.6539735         26.938496        0.12859125E+12     150809.55        0.13287471E+21    0.19544117E+16     1.8385851         21.910429         6.3788748        0.82265863E-01
   1.44000     579.48281         5.6480995         26.995013        0.12687137E+12     149875.50        0.13109753E+21    0.19391317E+16     1.8489399         24.512849         7.8773854        0.10166199    
   1.45000     590.39804         5.6332551         27.051428        0.12495502E+12     148935.13        0.12911735E+21    0.19251388E+16     1.8637492         27.117173         9.4945287        0.12274728    
   1.46000     601.27537         5.6088509         27.107647        0.12285021E+12     147996.35        0.12694243E+21    0.19128127E+16     1.8835436         29.700117         11.197553        0.14518395    
   1.47000     612.09593         5.5745194         27.163572        0.12056868E+12     147066.43        0.12458490E+21    0.19024934E+16     1.9088323         32.234632         12.945262        0.16853262    
   1.48000     622.84034         5.5301548         27.219104        0.11812604E+12     146151.80        0.12206089E+21    0.18944673E+16     1.9400842         34.690088         14.688834        0.19225334    
   1.49000     633.48934         5.4759425         27.274142        0.11554163E+12     145257.91        0.11939039E+21    0.18889534E+16     1.9777067         37.032632         16.373387        0.21571352    
   1.50000     644.02428         5.4123730         27.328591        0.11283825E+12     144389.06        0.11659696E+21    0.18860916E+16     2.0220206         39.225726         17.940279        0.23820386    
   1.51000     654.42780         5.3402380         27.382361        0.11004168E+12     143548.38        0.11370724E+21    0.18859324E+16     2.0732325         41.230862         19.330049        0.25896275    
   1.52000     664.68430         5.2606054         27.435371        0.10718007E+12     142737.85        0.11075031E+21    0.18884294E+16     2.1314043         43.008482         20.485811        0.27720907    
   1.53000     674.78051         5.1747758         27.487552        0.10428312E+12     141958.44        0.10775685E+21    0.18934350E+16     2.1964206         44.519080         21.356853        0.29218258    
   1.54000     684.70583         5.0842215         27.538851        0.10138127E+12     141210.39        0.10475835E+21    0.19006995E+16     2.2679571         45.724497         21.902138        0.30319006    
   1.55000     694.45263         4.9905131         27.589226        0.98504872E+11     140493.51        0.10178613E+21    0.19098741E+16     2.3454498         46.589374         22.093390        0.30965420    
   1.56000     704.01636         4.8952394         27.638656        0.95683281E+11     139807.69        0.98870550E+20    0.19205188E+16     2.4280723         47.082739         21.917468        0.31116150    
   1.57000     713.39548         4.7999273         27.687131        0.92944131E+11     139153.35        0.96040158E+20    0.19321146E+16     2.5147222         47.179664         21.377777        0.30750407    
   1.58000     722.59128         4.7059671         27.734659        0.90312645E+11     138531.92        0.93321015E+20    0.19440814E+16     2.6040241         46.862906         20.494526        0.29871020    
   1.59000     731.60757         4.6145495         27.781259        0.87811080E+11     137946.28        0.90736122E+20    0.19558013E+16     2.6943532         46.124413         19.303760        0.28505837    
   1.60000     740.45023         4.5266174         27.826961        0.85458313E+11     137401.12        0.88304983E+20    0.19666461E+16     2.7838833         44.966554         17.855188        0.26707095    
   1.61000     749.12669         4.4428360         27.871805        0.83269554E+11     136903.00        0.86043314E+20    0.19760095E+16     2.8706611         43.402900         16.208941        0.24548551    
   1.62000     757.64538         4.3635813         27.915833        0.81256203E+11     136460.43        0.83962897E+20    0.19833404E+16     2.9527036         41.458418         14.431547        0.22120533    
   1.63000     766.01521         4.2889477         27.959092        0.79425841E+11     136083.52        0.82071565E+20    0.19881755E+16     3.0281126         39.168942         12.591469        0.19523334    
   1.64000     774.24499         4.2187717         28.001627        0.77782343E+11     135783.66        0.80373321E+20    0.19901685E+16     3.0951945         36.579881         10.754655        0.16859729    
   1.65000     782.34301         4.1526695         28.043481        0.76326107E+11     135572.90        0.78868577E+20    0.19891113E+16     3.1525725         33.744216         8.9805451        0.14227520    
   1.66000     790.31664         4.0900859         28.084692        0.75054387E+11     135463.36        0.77554496E+20    0.19849459E+16     3.1992760         30.719906         7.3189157        0.11713047    
   1.67000     798.17205         4.0303486         28.125292        0.73961712E+11     135466.58        0.76425423E+20    0.19777652E+16     3.2347960         27.566960         5.8078529        0.93863906E-01
   1.68000     805.91405         3.9727260         28.165306        0.73040360E+11     135592.96        0.75473379E+20    0.19678015E+16     3.2590987         24.344450         4.4729467        0.72987093E-01
   1.69000     813.54601         3.9164830         28.204751        0.72280871E+11     135851.23        0.74688592E+20    0.19554058E+16     3.2725978         21.107752         3.3276546        0.54817450E-01
   1.70000     821.06992         3.8609333         28.243638        0.71672578E+11     136248.07        0.74060036E+20    0.19410192E+16     3.2760908         17.906281         2.3746232        0.39492195E-01
   1.71000     828.48653         3.8054830         28.281970        0.71204108E+11     136787.88        0.73575961E+20    0.19251409E+16     3.2706689         14.781875         1.6076629        0.26996029E-01
   1.72000     835.79557         3.7496663         28.319747        0.70863852E+11     137472.57        0.73224371E+20    0.19082948E+16     3.2576155         11.767917         1.0140395        0.17196413E-01
   1.73000     842.99599         3.6931688         28.356961        0.70640367E+11     138301.50        0.72993442E+20    0.18909999E+16     3.2383045         8.8891644        0.57677406        0.98806242E-02
   1.74000     850.08630         3.6358395         28.393607        0.70522714E+11     139271.47        0.72871870E+20    0.18737454E+16     3.2141095         6.1621837        0.27671276        0.47900217E-02
   1.75000     857.06489         3.5776914         28.429675        0.70500697E+11     140376.78        0.72849119E+20    0.18569718E+16     3.1863320         3.5962411        0.94215403E-01    0.16485347E-02
   1.76000     863.93029         3.5188904         28.465159        0.70565032E+11     141609.34        0.72915597E+20    0.18410601E+16     3.1561493         1.1944704        0.10403303E-01    0.18405410E-03
   1.77000     870.68153         3.4597346         28.500052        0.70707429E+11     142958.88        0.73062738E+20    0.18263263E+16     3.1245857        -1.0448482        0.79763154E-02    0.14272013E-03
   1.78000     877.31829         3.4006265         28.534354        0.70920611E+11     144413.16        0.73283021E+20    0.18130219E+16     3.0924999        -3.1270365        0.71658756E-01    0.12970043E-02
   1.79000     883.84111         3.3420400         28.568066        0.71198276E+11     145958.34        0.73569934E+20    0.18013385E+16     3.0605888        -5.0598953        0.18835772        0.34489516E-02
   1.80000     890.25148         3.2844848         28.601198        0.71535027E+11     147579.40        0.73917903E+20    0.17914149E+16     3.0293996        -6.8527671        0.34712156        0.64300572E-02
   1.81000     896.55191         3.2284723         28.633761        0.71926277E+11     149260.63        0.74322186E+20    0.17833450E+16     2.9993484        -8.5158060        0.53897671        0.10099116E-01
   1.82000     902.74585         3.1744834         28.665774        0.72368152E+11     150986.18        0.74778780E+20    0.17771868E+16     2.9707405        -10.059446        0.75670482        0.14339122E-01
   1.83000     908.83763         3.1229419         28.697259        0.72857386E+11     152740.72        0.75284311E+20    0.17729700E+16     2.9437907        -11.494041        0.99460340        0.19053968E-01
   1.84000     914.83235         3.0741944         28.728242        0.73391239E+11     154509.95        0.75835946E+20    0.17707033E+16     2.9186411        -12.829639         1.2482570        0.24165431E-01
   1.85000     920.73566         3.0284973         28.758753        0.73967415E+11     156281.16        0.76431315E+20    0.17703797E+16     2.8953769        -14.075860         1.5143324        0.29610644E-01
   1.86000     926.55365         2.9860119         28.788823        0.74584004E+11     158043.66        0.77068443E+20    0.17719819E+16     2.8740393        -15.241831         1.7904032        0.35340113E-01
   1.87000     932.29260         2.9468061         28.818484        0.75239429E+11     159789.03        0.77745701E+20    0.17754855E+16     2.8546361        -16.336170         2.0748031        0.41316223E-01
   1.88000     937.95887         2.9108636         28.847770        0.75932401E+11     161511.20        0.78461757E+20    0.17808621E+16     2.8371498        -17.367003         2.3665071        0.47512148E-01
   1.89000     943.55868         2.8780987         28.876712        0.76661888E+11     163206.30        0.79215543E+20    0.17880819E+16     2.8215452        -18.341998         2.6650397        0.53911074E-01
   1.90000     949.09806         2.8483746         28.905342        0.77427080E+11     164872.37        0.80006224E+20    0.17971151E+16     2.8077739        -19.268430         2.9704102        0.60505723E-01
   1.91000     954.58275         2.8215249         28.933689        0.78227380E+11     166508.90        0.80833183E+20    0.18079335E+16     2.7957786        -20.153272         3.2830752        0.67298131E-01
   1.92000     960.01812         2.7973763         28.961782        0.79062392E+11     168116.19        0.81696009E+20    0.18205099E+16     2.7854940        -21.003301         3.6039268        0.74299655E-01
   1.93000     965.40926         2.7757705         28.989645        0.79931939E+11     169694.75        0.82594522E+20    0.18348181E+16     2.7768460        -21.825198         3.9343014        0.81531110E-01
   1.94000     970.76094         2.7565831         29.017305        0.80836099E+11     171244.70        0.83528800E+20    0.18508301E+16     2.7697484        -22.625624         4.2759966        0.89022828E-01
   1.95000     976.07778         2.7397405         29.044785        0.81775257E+11     172765.19        0.84499242E+20    0.18685131E+16     2.7640974        -23.411235         4.6312847        0.96814399E-01
   1.96000     981.36429         2.7252302         29.072108        0.82750173E+11     174254.04        0.85506633E+20    0.18878262E+16     2.7597657        -24.188624         5.0029038        0.10495379    
   1.97000     986.62501         2.7131075         29.099297        0.83762044E+11     175707.43        0.86552210E+20    0.19087165E+16     2.7565970        -24.964168         5.3940174        0.11349562    
   1.98000     991.86468         2.7034949         29.126378        0.84812561E+11     177119.88        0.87637720E+20    0.19311164E+16     2.7544025        -25.743809         5.8081348        0.12249859    
   1.99000     997.08833         2.6965775         29.153376        0.85903933E+11     178484.32        0.88765447E+20    0.19549423E+16     2.7529608        -26.532806         6.2489968        0.13202205    
   2.00000     1002.3014         2.6925926         29.180319        0.87038890E+11     179792.41        0.89938209E+20    0.19800941E+16     2.7520201        -27.335479         6.7204384        0.14212220    
   2.01000     1007.5098         2.6918153         29.207239        0.88220644E+11     181034.97        0.91159329E+20    0.20064566E+16     2.7513046        -28.155015         7.2262443        0.15284828    
   2.02000     1012.7200         2.6945423         29.234167        0.89452848E+11     182202.61        0.92432578E+20    0.20339014E+16     2.7505203        -28.993346         7.7700130        0.16423908    
   2.03000     1017.9392         2.7010726         29.261142        0.90739534E+11     183286.36        0.93762124E+20    0.20622883E+16     2.7493622        -29.851105         8.3550346        0.17632024    
   2.04000     1023.1749         2.7116889         29.288203        0.92085067E+11     184278.50        0.95152477E+20    0.20914661E+16     2.7475192        -30.727634         8.9841779        0.18910218    
   2.05000     1028.4353         2.7266384         29.315390        0.93494118E+11     185173.30        0.96608465E+20    0.21212719E+16     2.7446765        -31.621008         9.6597660        0.20257834    
   2.06000     1033.7289         2.7461146         29.342750        0.94971650E+11     185967.76        0.98135215E+20    0.21515302E+16     2.7405175        -32.528017         10.383411        0.21672335    
   2.07000     1039.0648         2.7702407         29.370328        0.96522906E+11     186662.23        0.99738144E+20    0.21820512E+16     2.7347250        -33.444083         11.155778        0.23149039    
   2.08000     1044.4518         2.7990541         29.398171        0.98153388E+11     187260.86        0.10142294E+21    0.22126303E+16     2.7269846        -34.363107         11.976255        0.24680746    
   2.09000     1049.8991         2.8324929         29.426325        0.99868787E+11     187771.84        0.10319548E+21    0.22430504E+16     2.7169921        -35.277275         12.842534        0.26257273    
   2.10000     1055.4155         2.8703857         29.454836        0.10167486E+12     188207.39        0.10506172E+21    0.22730872E+16     2.7044665        -36.176885         13.750131        0.27864939    
   2.11000     1061.0092         2.9124442         29.483746        0.10357726E+12     188583.37        0.10702748E+21    0.23025173E+16     2.6891661        -37.050268         14.691901        0.29486124    
   2.12000     1066.6880         2.9582606         29.513097        0.10558120E+12     188918.76        0.10909818E+21    0.23311302E+16     2.6709088        -37.883873         15.657638        0.31099021    
