   emu(eV)      n(10^20/cm3)               DOS            intDOS       tau(1E-14s)         |vk|(m/s)        sigma(S/m)       ke(Wm-1K-1)      L(1E-8V2K-2)           S(uV/K)   PF(1E-4Wm-1K-2)
  -0.90000    -317.39872         4.4105378         22.359549         1.4180624         139691.01         1222802.4         20.838324         2.1301811         10.190122         1.2697408    
  -0.89000    -308.83639         4.4397167         22.403802         1.4323812         138268.39         1217655.4         20.486985         2.1031181         11.569059         1.6297480    
  -0.88000    -300.22072         4.4655552         22.448332         1.4467292         136847.68         1211407.2         20.139818         2.0781429         13.056040         2.0649669    
  -0.87000    -291.55891         4.4872658         22.493100         1.4611048         135435.92         1204002.8         19.796371         2.0552663         14.644089         2.5819761    
  -0.86000    -282.85975         4.5040419         22.538061         1.4755070         134040.27         1195395.0         19.456345         2.0345100         16.326666         3.1864452    
  -0.85000    -274.13356         4.5150611         22.583161         1.4899371         132667.94         1185544.0         19.119641         2.0159142         18.097342         3.8828204    
  -0.84000    -265.39228         4.5194981         22.628340         1.5043998         131326.19         1174418.3         18.786381         1.9995410         19.949417         4.6739410    
  -0.83000    -256.64944         4.5165465         22.673527         1.5189048         130022.12         1161995.6         18.456885         1.9854729         21.875522         5.5605955    
  -0.82000    -247.92008         4.5054485         22.718644         1.5334680         128762.57         1148265.0         18.131630         1.9738072         23.867268         6.5410511    
  -0.81000    -239.22062         4.4855320         22.763606         1.5481125         127553.86         1133229.7         17.811165         1.9646464         25.914978         7.6106129    
  -0.80000    -230.56868         4.4562498         22.808323         1.5628693         126401.61         1116908.6         17.496021         1.9580855         28.007552         8.7612879    
  -0.79000    -221.98278         4.4172191         22.852699         1.5777778         125310.54         1099339.5         17.186607         1.9541970         30.132487         9.9816376    
  -0.78000    -213.48200         4.3682547         22.896634         1.5928849         124284.29         1080579.6         16.883107         1.9530152         32.276087         11.256892    
  -0.77000    -205.08555         4.3093941         22.940031         1.6082451         123325.30         1060706.4         16.585393         1.9545221         34.423842         12.569380    
  -0.76000    -196.81236         4.2409089         22.982790         1.6239191         122434.71         1039816.9         16.292970         1.9586344         36.560969         13.899279    
  -0.75000    -188.68060         4.1633022         23.024818         1.6399725         121612.32         1018025.2         16.004945         1.9651951         38.673078         15.225656    
  -0.74000    -180.70726         4.0772915         23.066028         1.6564740         120856.62         995458.68         15.720042         1.9739697         40.746897         16.527696    
  -0.73000    -172.90775         3.9837774         23.106339         1.6734936         120164.82         972253.93         15.436652         1.9846476         42.770994         17.786004    
  -0.72000    -165.29560         3.8838029         23.145682         1.6911009         119532.95         948551.18         15.152913         1.9968497         44.736442         18.983822    
  -0.71000    -157.88222         3.7785051         23.183998         1.7093630         118955.99         924489.02         14.866823         2.0101406         46.637346         20.108025    
  -0.70000    -150.67677         3.6690656         23.221238         1.7283424         118427.98         900199.36         14.576351         2.0240449         48.471212         21.149809    
  -0.69000    -143.68613         3.5566628         23.257369         1.7480959         117942.22         875803.03         14.279563         2.0380671         50.239115         22.104994    
  -0.68000    -136.91491         3.4424285         23.292366         1.7686728         117491.41         851406.41         13.974723         2.0517115         51.945681         22.973957    
  -0.67000    -130.36563         3.3274129         23.326215         1.7901136         117067.88         827099.23         13.660389         2.0645027         53.598877         23.761234    
  -0.66000    -124.03888         3.2125582         23.358914         1.8124491         116663.71         802953.46         13.335473         2.0760034         55.209668         24.474885    
  -0.65000    -117.93352         3.0986812         23.390469         1.8357000         116270.98         779023.31         12.999280         2.0858298         56.791552         25.125686    
  -0.64000    -112.04699         2.9864643         23.420894         1.8598764         115881.88         755346.08         12.651520         2.0936628         58.360030         25.726280    
  -0.63000    -106.37552         2.8764545         23.450206         1.8849777         115488.91         731943.75         12.292291         2.0992548         59.932058         26.290333    
  -0.62000    -100.91442         2.7690684         23.478431         1.9109935         115085.00         708825.07         11.922055         2.1024325         61.525504         26.831777    
  -0.61000    -95.658306         2.6646016         23.505597         1.9379032         114663.61         685987.86         11.541583         2.1030953         63.158662         27.364169    
  -0.60000    -90.601335         2.5632413         23.531734         1.9656778         114218.85         663421.48         11.151906         2.1012106         64.849830         27.900194    
  -0.59000    -85.737391         2.4650810         23.556873         1.9942800         113745.52         641109.20         10.754257         2.0968067         66.616984         28.451289    
  -0.58000    -81.060258         2.3701351         23.581046         2.0236652         113239.13         619030.47         10.350010         2.0899637         68.477528         29.027403    
  -0.57000    -76.563754         2.2783537         23.604286         2.0537827         112695.94         597162.94         9.9406339         2.0808043         70.448138         29.636840    
  -0.56000    -72.241847         2.1896366         23.626623         2.0845761         112112.98         575484.18         9.5276455         2.0694847         72.544676         30.286179    
  -0.55000    -68.088737         2.1038451         23.648088         2.1159841         111487.96         553973.24         9.1125725         2.0561852         74.782160         30.980241    
  -0.54000    -64.098921         2.0208134         23.668710         2.1479411         110819.32         532611.88         8.6969253         2.0411029         77.174779         31.722079    
  -0.53000    -60.267233         1.9403578         23.688513         2.1803775         110106.15         511385.64         8.2821746         2.0244445         79.735950         32.512987    
  -0.52000    -56.588877         1.8622849         23.707525         2.2132200         109348.20         490284.60         7.8697356         2.0064203         82.478391         33.352517    
  -0.51000    -53.059431         1.7863975         23.725766         2.2463918         108545.80         469304.08         7.4609583         1.9872399         85.414210         34.238488    
  -0.50000    -49.674858         1.7125009         23.743259         2.2798123         107699.89         448445.03         7.0571211         1.9671087         88.554997         35.167003    
  -0.49000    -46.431488         1.6404068         23.760022         2.3133978         106811.94         427714.39         6.6594286         1.9462253         91.911915         36.132457    
  -0.48000    -43.326009         1.5699369         23.776073         2.3470606         105883.99         407125.19         6.2690120         1.9247802         95.495772         37.127547    
  -0.47000    -40.355439         1.5009268         23.791426         2.3807099         104918.58         386696.58         5.8869301         1.9029552         99.317076         38.143293    
  -0.46000    -37.517101         1.4332279         23.806096         2.4142509         103918.76         366453.76         5.5141715         1.8809234         103.38606         39.169061    
  -0.45000    -34.808586         1.3667104         23.820094         2.4475860         102888.07         346427.73         5.1516559         1.8588494         107.71269         40.192626    
  -0.44000    -32.227718         1.3012657         23.833433         2.4806143         101830.56         326654.94         4.8002354         1.8368907         112.30661         41.200254    
  -0.43000    -29.772506         1.2368083         23.846123         2.5132325         100750.70         307176.78         4.4606938         1.8151982         117.17713         42.176843    
  -0.42000    -27.441104         1.1732778         23.858173         2.5453357         99653.407         288038.96         4.1337459         1.7939179         122.33305         43.106110    
  -0.41000    -25.231755         1.1106413         23.869592         2.5768178         98543.987         269290.71         3.8200349         1.7731929         127.78261         43.970854    
  -0.40000    -23.142737         1.0488943         23.880389         2.6075735         97428.095         250983.85         3.5201287         1.7531649         133.53329         44.753282    
  -0.39000    -21.172311        0.98806184         23.890573         2.6374989         96311.668         233171.67         3.2345158         1.7339777         139.59161         45.435410    
  -0.38000    -19.318658        0.92819937         23.900153         2.6664939         95200.844         215907.75         2.9636006         1.7157794         145.96294         45.999531    
  -0.37000    -17.579824        0.86939170         23.909140         2.6944632         94101.865         199244.56         2.7076985         1.6987280         152.65121         46.428747    
  -0.36000    -15.953663        0.81175159         23.917545         2.7213190         93020.973         183232.13         2.4670319         1.6829963         159.65871         46.707526    
  -0.35000    -14.437787        0.75541681         23.925379         2.7469825         91964.279         167916.58         2.2417262         1.6687797         166.98579         46.822287    
  -0.34000    -13.029520        0.70054578         23.932658         2.7713858         90937.634         153338.76         2.0318086         1.6563071         174.63059         46.761949    
  -0.33000    -11.725864        0.64731190         23.939396         2.7944739         89946.497         139533.00         1.8372077         1.6458541         182.58876         46.518428    
  -0.32000    -10.523476        0.59589662         23.945610         2.8162059         88995.805         126526.01         1.6577565         1.6377625         190.85320         46.087031    
  -0.31000    -9.4186617        0.54648161         23.951320         2.8365562         88089.861         114336.09         1.4931971         1.6324648         199.41378         45.466722    
  -0.30000    -8.4073806        0.49924051         23.956547         2.8555150         87232.239         102972.59         1.3431892         1.6305179         208.25701         44.660223    
  -0.29000    -7.4852711        0.45433078         23.961313         2.8730886         86425.725         92435.748         1.2073202         1.6326479         217.36578         43.673933    
  -0.28000    -6.6476885        0.41188634         23.965642         2.8892991         85672.285         82716.883         1.0851190         1.6398088         226.71886         42.517669    
  -0.27000    -5.8897568        0.37201143         23.969559         2.9041832         84973.071         73798.880        0.97607068         1.6532613         236.29041         41.204245    
  -0.26000    -5.2064309        0.33477622         23.973091         2.9177916         84328.473         65657.018        0.87963380         1.6746759         246.04922         39.748903    
  -0.25000    -4.5925647        0.30021449         23.976264         2.9301871         83738.193         58260.001        0.79525773         1.7062687         255.95766         38.168646    
  -0.24000    -4.0429825        0.26832329         23.979104         2.9414436         83201.360         51571.163        0.72240055         1.7509799         265.97021         36.481519    
  -0.23000    -3.5525487        0.23906458         23.981639         2.9516444         82716.666         45549.750        0.66054628         1.8127056         276.03141         34.705876    
  -0.22000    -3.1162327        0.21236844         23.983894         2.9608813         82282.531         40152.204        0.60922088         1.8965985         286.07310         32.859688    
  -0.21000    -2.7291666        0.18813756         23.985895         2.9692539         81897.272         35333.393        0.56800633         2.0094530         296.01058         30.959919    
  -0.20000    -2.3866929        0.16625237         23.987665         2.9768696         81559.309         31047.725        0.53655220         2.1601913         305.73760         29.022010    
  -0.19000    -2.0844028        0.14657656         23.989227         2.9838446         81267.370         27250.120        0.51458378         2.3604656         315.11970         27.059486    
  -0.18000    -1.8181629        0.12896248         23.990603         2.9903058         81020.733         23896.814        0.50190574         2.6253800         323.98572         25.083708    
  -0.17000    -1.5841326        0.11325612         23.991813         2.9963940         80819.492         20945.992        0.49839990         2.9743154         332.11697         23.103782    
  -0.16000    -1.3787716        0.99301525E-01     23.992874         3.0022689         80664.879         18358.270        0.50401475         3.4317964         339.23403         21.126647    
  -0.15000    -1.1988401        0.86944524E-01     23.993804         3.0081160         80559.641         16097.012        0.51874357         4.0282598         344.98111         19.157371    
  -0.14000    -1.0413928        0.76035645E-01     23.994618         3.0141565         80508.508         14128.537        0.54258686         4.8004516         348.90861         17.199688    
  -0.13000   -0.90376687        0.66432368E-01     23.995329         3.0206590         80518.770         12422.207        0.57549335         5.7909731         350.45564         15.256850    
  -0.12000   -0.78356732        0.58000702E-01     23.995950         3.0279571         80601.002         10950.444        0.61727344         7.0462147         348.93572         13.332838    
  -0.11000   -0.67864928        0.50616178E-01     23.996492         3.0364700         80769.934         9688.6733        0.66747942         8.6115947         343.53190         11.434007    
  -0.10000   -0.58709904        0.44164388E-01     23.996966         3.0467295         81045.520         8615.2326        0.72525105         10.522801         333.31048         9.5711684    
  -0.09000   -0.50721438        0.38541132E-01     23.997379         3.0594135         81454.150         7711.2500        0.78913507         12.791945         317.26652         7.7619933    
  -0.08000   -0.43748488        0.33652284E-01     23.997739         3.0753859         82029.971         6960.5081        0.85690478         15.388690         294.41561         6.0334066    
  -0.07000   -0.37657276        0.29413449E-01     23.998054         3.0957421         82816.162         6349.3056        0.92543241         18.219166         263.94323         4.4233091    
  -0.06000   -0.32329453        0.25749476E-01     23.998329         3.1218589         83865.880         5866.3234        0.99069366         21.109765         225.40892         2.9806310    
  -0.05000   -0.27660358        0.22593885E-01     23.998570         3.1554394         85242.424         5502.5028         1.0479948         23.807231         178.97614         1.7625870    
  -0.04000   -0.23557404        0.19888251E-01     23.998782         3.1985438         87017.957         5250.9387         1.0924796         26.006770         125.60459        0.82841508    
  -0.03000   -0.19938583        0.17581573E-01     23.998969         3.2535847         89269.967         5106.7927         1.1198797         27.411523         67.118024        0.23005229    
  -0.02000   -0.16731083        0.15629655E-01     23.999135         3.3232567         92074.647         5067.2267         1.1273387         27.809558         6.0740136        0.18694844E-02
  -0.01000   -0.13870034        0.13994515E-01     23.999283         3.4103637         95496.738         5131.3592         1.1140415         27.138070        -54.573374        0.15282487    
   0.00000   -0.11297359        0.12643833E-01     23.999416         3.5175055         99576.211         5300.2430         1.0814036         25.503633        -111.93541        0.66409591    
   0.01000   -0.89607283E-01    0.11550439E-01     23.999537         3.6466042         104313.56         5576.8656         1.0327418         23.147899        -163.62930         1.4931806    
   0.02000   -0.68126079E-01    0.10691850E-01     23.999648         3.7983028         109656.94         5966.1690        0.97256112         20.376583        -208.06295         2.5827660    
   0.03000   -0.48093955E-01    0.10049847E-01     23.999751         3.9713488         115495.62         6475.0888        0.90572739         17.484845        -244.50644         3.8710283    
   0.04000   -0.29106315E-01    0.96100992E-02     23.999850         4.1621631         121663.77         7112.6068        0.83677270         14.705802        -272.98155         5.3002381    
   0.05000   -0.10782811E-01    0.93618180E-02     23.999944         4.3648278         127956.50         7889.8158        0.76946777         12.190839        -294.05139         6.8220256    
   0.06000    0.72391960E-02    0.92974390E-02     24.000037         4.5716450         134156.17         8819.9881        0.70666440         10.015099        -308.59318         8.3992529    
   0.07000    0.25310592E-01    0.94123272E-02     24.000131         4.7742052         140062.59         9918.6429        0.65033595         8.1958787        -317.60781         10.005403    
   0.08000    0.43775898E-01    0.97044901E-02     24.000226         4.9646725         145519.12         11203.602        0.60172537         6.7135256        -322.08696         11.622618    
   0.09000    0.62978103E-01    0.10174292E-01     24.000325         5.1368841         150427.75         12695.025        0.56152823         5.5290184        -322.93541         13.239297    
   0.10000    0.83262949E-01    0.10824158E-01     24.000430         5.2869562         154751.14         14415.409        0.53006604         4.5963495        -320.93561         14.847822    
   0.11000    0.10498261        0.11658259E-01     24.000543         5.4133203         158503.69         16389.536        0.50742938         3.8700712        -316.74001         16.442677    
   0.12000    0.12849874        0.12682170E-01     24.000664         5.5163249         161736.82         18644.368        0.49358586         3.3092155        -310.87921         18.019015    
   0.13000    0.15418484        0.13902493E-01     24.000797         5.5976356         164523.41         21208.849        0.48845612         2.8788463        -303.77735         19.571669    
   0.14000    0.18242786        0.15326450E-01     24.000943         5.6596344         166944.59         24113.616        0.49196359         2.5502376        -295.76970         21.094522    
   0.15000    0.21362896        0.16961441E-01     24.001104         5.7049411         169080.41         27390.609        0.50406458         2.3003531        -287.11953         22.580168    
   0.16000    0.24820342        0.18814586E-01     24.001283         5.7360894         171004.14         31072.560        0.52476384         2.1110420        -278.03299         24.019817    
   0.17000    0.28657967        0.20892262E-01     24.001481         5.7553459         172779.50         35192.366        0.55411991         1.9681822        -268.67146         25.403382    
   0.18000    0.32919738        0.23199657E-01     24.001701         5.7646339         174459.80         39782.352        0.59224331         1.8608858        -259.16161         26.719714    
   0.19000    0.37650477        0.25740377E-01     24.001946         5.7655245         176088.28         44873.451        0.63928980         1.7808130        -249.60322         27.956952    
   0.20000    0.42895527        0.28516122E-01     24.002217         5.7592660         177698.90         50494.310        0.69545038         1.7216058        -240.07523         29.102960    
   0.21000    0.48700357        0.31526480E-01     24.002517         5.7468304         179317.50         56670.378        0.76093917         1.6784324        -230.64041         30.145808    
   0.22000    0.55110141        0.34768829E-01     24.002848         5.7289633         180962.83         63423.017        0.83598021         1.6476278        -221.34876         31.074280    
   0.23000    0.62169338        0.38238399E-01     24.003213         5.7062327         182647.58         70768.689        0.92079401         1.6264149        -212.24008         31.878360    
   0.24000    0.69921290        0.41928456E-01     24.003614         5.6790713         184379.25         78718.258         1.0155846         1.6126890        -203.34595         32.549665    
   0.25000    0.78407869        0.45830621E-01     24.004052         5.6478121         186161.00         87276.469         1.1205275         1.6048535        -194.69106         33.081805    
   0.26000    0.87669202        0.49935287E-01     24.004531         5.6127175         187992.32         96441.623         1.2357601         1.6016945        -186.29437         33.470636    
   0.27000    0.97743475        0.54232096E-01     24.005052         5.5740019         189869.67         106205.47         1.3613732         1.6022871        -178.16986         33.714394    
   0.28000     1.0866684        0.58710453E-01     24.005616         5.5318494         191787.07         116553.29         1.4974060         1.6059243        -170.32729         33.813724    
   0.29000     1.2047341        0.63360011E-01     24.006227         5.4864266         193736.64         127464.22         1.6438438         1.6120639        -162.77270         33.771584    
   0.30000     1.3319537        0.68171121E-01     24.006884         5.4378923         195709.06         138911.70         1.8006172         1.6202893        -155.50899         33.593082    
   0.31000     1.4686312        0.73135197E-01     24.007591         5.3864029         197694.03         150864.04         1.9676040         1.6302791        -148.53643         33.285238    
   0.32000     1.6150553        0.78244999E-01     24.008347         5.3321166         199680.64         163285.11         2.1446315         1.6417844        -141.85309         32.856720    
   0.33000     1.7715023        0.83494829E-01     24.009156         5.2751945         201657.79         176135.11         2.3314792         1.6546099        -135.45539         32.317558    
   0.34000     1.9382388        0.88880659E-01     24.010018         5.2158011         203614.44         189371.38         2.5278796         1.6685993        -129.33843         31.678860    
   0.35000     2.1155256        0.94400201E-01     24.010934         5.1541034         205539.92         202949.29         2.7335184         1.6836215        -123.49638         30.952517    
   0.36000     2.3036205        0.10005297         24.011906         5.0902700         207424.05         216823.18         2.9480337         1.6995610        -117.92265         30.150892    
   0.37000     2.5027824        0.10584035         24.012935         5.0244704         209257.30         230947.31         3.1710162         1.7163093        -112.61007         29.286492    
   0.38000     2.7132746        0.11176560         24.014023         4.9568744         211030.82         245276.78         3.4020115         1.7337615        -107.55084         28.371614    
   0.39000     2.9353686        0.11783400         24.015171         4.8876524         212736.39         259768.27         3.6405295         1.7518159        -102.73650         27.417992    
   0.40000     3.1693480        0.12405278         24.016381         4.8169755         214366.35         274380.63         3.8860598         1.7703782        -98.157870         26.436484    
   0.41000     3.4155124        0.13043115         24.017653         4.7450158         215913.51         289075.09         4.1380952         1.7893686        -93.805053         25.436839    
   0.42000     3.6741811        0.13698021         24.018990         4.6719454         217371.05         303815.16         4.3961598         1.8087312        -89.667606         24.427588    
   0.43000     3.9456963        0.14371280         24.020393         4.5979349         218732.45         318566.26         4.6598374         1.8284412        -85.734841         23.416095    
   0.44000     4.2304271        0.15064336         24.021865         4.5231511         219991.47         333295.25         4.9287942         1.8485090        -81.996290         22.408745    
   0.45000     4.5287715        0.15778783         24.023407         4.4477533         221142.16         347969.96         5.2027893         1.8689793        -78.442249         21.411241    
   0.46000     4.8411600        0.16516363         24.025021         4.3718903         222178.91         362559.14         5.4816678         1.8899219        -75.064298         20.428934    
   0.47000     5.1680586        0.17278991         24.026711         4.2956977         223096.52         377032.67         5.7653358         1.9114178        -71.855696         19.467105    
   0.48000     5.5099719        0.18068790         24.028478         4.2192967         223890.24         391362.45         6.0537206         1.9335403        -68.811521         18.531112    
   0.49000     5.8674483        0.18888153         24.030325         4.1427947         224555.75         405523.54         6.3467228         1.9563361        -65.928523         17.626365    
   0.50000     6.2410857        0.19739818         24.032257         4.0662876         225089.15         419495.62         6.6441719         1.9798097        -63.204642         16.758124    
   0.51000     6.6315389        0.20626951         24.034275         3.9898640         225486.80         433264.21         6.9457981         2.0039153        -60.638304         15.931142    
   0.52000     7.0395290        0.21553224         24.036383         3.9136097         225745.14         446821.41         7.2512299         2.0285593        -58.227571         15.149257    
   0.53000     7.4658531        0.22522879         24.038587         3.8376122         225860.54         460165.91         7.5600270         2.0536145        -55.969355         14.415013    
   0.54000     7.9113967        0.23540770         24.040889         3.7619641         225828.99         473301.90         7.8717457         2.0789441        -53.858848         13.729425    
   0.55000     8.3771451        0.24612392         24.043297         3.6867649         225645.99         486237.25         8.1860311         2.1044334        -51.889336         13.091953    
   0.56000     8.8641964        0.25743889         24.045814         3.6121200         225306.43         498980.90         8.5027208         2.1300216        -50.052494         12.500730    
   0.57000     9.3737736        0.26942063         24.048448         3.5381381         224804.55         511540.29         8.8219375         2.1557289        -48.339150         11.953026    
   0.58000     9.9072384        0.28214409         24.051205         3.4649280         224134.09         523919.01         9.1441496         2.1816706        -46.740442         11.445896    
   0.59000     10.466104        0.29569179         24.054093         3.3925937         223288.50         536115.72         9.4701795         2.2080539        -45.249148         10.976891    
   0.60000     11.052053        0.31015503         24.057122         3.3212320         222261.31         548124.31         9.8011489         2.2351565        -43.860956         10.544725    
   0.61000     11.666952        0.32563579         24.060300         3.2509309         221046.50         559935.77         10.138362         2.2632869        -42.575387         10.149752    
   0.62000     12.312880        0.34224919         24.063638         3.1817710         219639.00         571541.56         10.483144         2.2927344        -41.396160         9.7941766    
   0.63000     12.992151        0.36012651         24.067149         3.1138290         218035.04         582937.76         10.836651         2.3237153        -40.330857         9.4819376    
   0.64000     13.707355        0.37941844         24.070845         3.0471827         216232.56         594129.55         11.199706         2.3563267        -39.389894         9.2182986    
   0.65000     14.461392        0.40029842         24.074743         2.9819174         214231.40         605134.81         11.572670         2.3905150        -38.584928         9.0092269    
   0.66000     15.257523        0.42296561         24.078857         2.9181303         212033.42         615986.28         11.955398         2.4260683        -37.926959         8.8606804    
   0.67000     16.099420        0.44764735         24.083209         2.8559339         209642.48         626731.52         12.347286         2.4626346        -37.424442         8.7779320    
   0.68000     16.991226        0.47460094         24.087818         2.7954559         207064.25         637430.65         12.747413         2.4997647        -37.081788         8.7650477    
   0.69000     17.937610        0.50411467         24.092709         2.7368362         204306.10         648151.98         13.154762         2.5369749        -36.898544         8.8246057    
   0.70000     18.943830        0.53650815         24.097910         2.6802208         201376.80         658966.43         13.568471         2.5738168        -36.869480         8.9577164    
   0.71000     20.015792        0.57213229         24.103450         2.6257539         198286.50         669941.74         13.988074         2.6099423        -36.985627         9.1643785    
   0.72000     21.160112        0.61136892         24.109364         2.5735691         195046.65         681137.62         14.413673         2.6451471        -37.236131         9.4441739    
   0.73000     22.384172        0.65463036         24.115691         2.5237813         191670.21         692603.04         14.845982         2.6793815        -37.610588         9.7972601    
   0.74000     23.696183        0.70235904         24.122472         2.4764807         188171.96         704376.54         15.286220         2.7127217        -38.101407         10.225556    
   0.75000     25.105241        0.75502691         24.129755         2.4317287         184569.00         716489.79         15.735845         2.7453016        -38.705681         10.733947    
   0.76000     26.621381        0.81313419         24.137591         2.3895573         180881.13         728974.15         16.196159         2.7772176        -39.426089         11.331294    
   0.77000     28.255633        0.87720686         24.146037         2.3499701         177131.32         741869.34         16.667843         2.8084196        -40.270520         12.031005    
   0.78000     30.020065        0.94779177         24.155156         2.3129445         173345.77         755232.63         17.150505         2.8386130        -41.250351         12.850974    
   0.79000     31.927817         1.0254483         24.165017         2.2784348         169553.83         769147.06         17.642327         2.8671902        -42.377525         13.812763    
   0.80000     33.993114         1.1107357         24.175691         2.2463752         165787.38         783726.74         18.139896         2.8932112        -43.660894         14.939976    
   0.81000     36.231248         1.2041948         24.187258         2.2166813         162079.95         799118.23         18.638271         2.9154433        -45.102402         16.255876    
   0.82000     38.658521         1.3063245         24.199804         2.1892523         158465.49         815497.22         19.131308         2.9324607        -46.693813         17.780385    
   0.83000     41.292138         1.4175527         24.213415         2.1639710         154977.00         833060.81         19.612204         2.9427930        -48.414609         19.526732    
   0.84000     44.150035         1.5382027         24.228186         2.1407056         151645.22         852016.44         20.074193         2.9451006        -50.231523         21.498129    
   0.85000     47.250645         1.6684584         24.244211         2.1193106         148497.45         872568.81         20.511281         2.9383472        -52.099877         23.684984    
   0.86000     50.612591         1.8083277         24.261587         2.0996292         145556.77         894906.86         20.918897         2.9219377        -53.966548         26.063163    
   0.87000     54.254318         1.9576108         24.280409         2.0814964         142841.56         919192.29         21.294342         2.8957953        -55.774063         28.593738    
   0.88000     58.193658         2.1158737         24.300770         2.0647424         140365.47         945551.02         21.636986         2.8603673        -57.465127         31.224372    
   0.89000     62.447365         2.2824308         24.322755         2.0491968         138137.72         974068.25         21.948179         2.8165607        -58.986821         33.892170    
   0.90000     67.030616         2.4563401         24.346443         2.0346928         136163.55         1004787.0         22.230934         2.7656276        -60.293859         36.527518    
   0.91000     71.956522         2.6364102         24.371902         2.0210705         134444.83         1037709.5         22.489465         2.7090270        -61.350546         39.058240    
   0.92000     77.235666         2.8212227         24.399187         2.0081807         132980.63         1072800.6         22.728686         2.6482887        -62.131401         41.413442    
   0.93000     82.875692         3.0091666         24.428337         1.9958864         131767.72         1109991.4         22.953761         2.5849031        -62.620664         43.526620    
   0.94000     88.880978         3.1984844         24.459375         1.9840651         130800.92         1149182.5         23.169768         2.5202445        -62.811060         45.337885    
   0.95000     95.252404         3.3873271         24.492305         1.9726090         130073.40         1190246.7         23.381506         2.4555315        -62.702264         46.795427    
   0.96000     101.98723         3.5738134         24.527113         1.9614255         129576.78         1233029.0         23.593422         2.3918155        -62.299391         47.856494    
   0.97000     109.07910         3.7560912         24.563767         1.9504361         129301.29         1277346.6         23.809636         2.3299897        -61.611760         48.488193    
   0.98000     116.51814         3.9323949         24.602215         1.9395765         129235.79         1322988.0         24.034004         2.2708071        -60.652004         48.668305    
   0.99000     124.29119         4.1010978         24.642390         1.9287945         129367.93         1369711.4         24.270187         2.2148996        -59.435523         48.386171    
   1.00000     132.38211         4.2607546         24.684207         1.9180496         129684.23         1417245.4         24.521689         2.1627949        -57.980188         47.643569    
   1.01000     140.77219         4.4101343         24.727570         1.9073109         130170.32         1465290.2         24.791859         2.1149274        -56.306182         46.455357    
   1.02000     149.44052         4.5482413         24.772372         1.8965563         130811.09         1513521.7         25.083831         2.0716444        -54.435893         44.849682    
   1.03000     158.36453         4.6743266         24.818495         1.8857707         131591.01         1561597.6         25.400424         2.0332082        -52.393765         42.867518    
   1.04000     167.52045         4.7878893         24.865817         1.8749450         132494.37         1609165.4         25.744010         1.9997952        -50.206066         40.561414    
   1.05000     176.88375         4.8886713         24.914210         1.8640747         133505.59         1655873.2         26.116349         1.9714937        -47.900550         37.993394    
   1.06000     186.42964         4.9766468         24.963548         1.8531590         134609.44         1701381.3         26.518422         1.9483009        -45.505983         35.232109    
   1.07000     196.13349         5.0520080         25.013701         1.8421995         135791.28         1745374.4         26.950262         1.9301204        -43.051558         32.349409    
   1.08000     205.97126         5.1151493         25.064547         1.8311999         137037.23         1787574.3         27.410821         1.9167609        -40.566194         29.416610    
   1.09000     215.91982         5.1666499         25.115965         1.8201652         138334.24         1827749.9         27.897863         1.9079376        -38.077752         26.500824    
   1.10000     225.95736         5.2072560         25.167844         1.8091017         139670.11         1865725.6         28.407925         1.9032759        -35.612203         23.661673    
   1.11000     236.06363         5.2378602         25.220077         1.7980165         141033.39         1901386.2         28.936353         1.9023195        -33.192798         20.948748    
   1.12000     246.22026         5.2594810         25.272571         1.7869182         142413.27         1934677.2         29.477417         1.9045436        -30.839315         18.400005    
   1.13000     256.41092         5.2732380         25.325241         1.7758166         143799.34         1965601.2         30.024506         1.9093716        -28.567436         16.041240    
   1.14000     266.62154         5.2803258         25.378013         1.7647238         145181.40         1994211.1         30.570403         1.9161965        -26.388327         13.886566    
   1.15000     276.84043         5.2819850         25.430829         1.7536538         146549.22         2020598.9         31.107600         1.9244047        -24.308468         11.939752    
   1.16000     287.05829         5.2794721         25.483639         1.7426236         147892.38         2044883.8         31.628638         1.9334007        -22.329746         10.196149    
   1.17000     297.26826         5.2740284         25.536409         1.7316529         149200.15         2067199.2         32.126434         1.9426305        -20.449808         8.6449164    
   1.18000     307.46582         5.2668510         25.589114         1.7207646         150461.52         2087680.8         32.594560         1.9516011        -18.662637         7.2712675    
   1.19000     317.64874         5.2590649         25.641744         1.7099840         151665.26         2106455.6         33.027456         1.9598951        -16.959275         6.0585246    
   1.20000     327.81684         5.2516993         25.694297         1.6993391         152800.17         2123634.7         33.420555         1.9671790        -15.328616         4.9898296    
   1.21000     337.97185         5.2456681         25.746782         1.6888596         153855.28         2139307.1         33.770333         1.9732051        -13.758202         4.0494543    
   1.22000     348.11712         5.2417553         25.799217         1.6785762         154820.26         2153537.8         34.074273         1.9778079        -12.234934         3.2237086    
   1.23000     358.25739         5.2406046         25.851626         1.6685201         155685.68         2166366.4         34.330783         1.9808966        -10.745672         2.5014917    
   1.24000     368.39853         5.2427144         25.904040         1.6587215         156443.40         2177808.5         34.539069         1.9824441        -9.2776828         1.8745573    
   1.25000     378.54720         5.2484362         25.956493         1.6492092         157086.80         2187857.9         34.699004         1.9824759        -7.8189467         1.3375672    
   1.26000     388.71061         5.2579762         26.009022         1.6400097         157610.98         2196488.9         34.810990         1.9810588        -6.3583306        0.88800461    
